3,104217,65901,76651,59087
7,199509,144341,160398,107464
11,290859,225789,248656,152264
15,380741,307505,339197,195981
19,468511,390861,431669,238239
23,555392,474671,524934,280139
27,640324,559889,620085,320694
31,723594,646001,717057,360196
35,805769,732558,815113,399264
39,887626,819826,912883,438225
