epoch,precision,recall,train_loss
0,0.27446394894318066,0.29317912498466026,224.6292440155405
1,0.16751935001876617,0.48632419035758495,9.258876509136623
2,0.1148399160370047,0.49161039781469246,3.2196986410352912
3,0.03404682973560729,0.47968220273837636,3.1458706296520473
4,0.027289278759264644,0.48608836678811057,3.102014264942688
5,0.11135445847923374,0.46239588298133477,3.1894838044672835
6,0.1803451220010534,0.4830283035098771,3.1846414730872636
7,0.03930648501364536,0.46597054883561756,3.129037362557871
8,0.06988952890682366,0.4805395377822865,3.121124503053263
9,0.03622204578125184,0.4828829134320035,3.137395685101733
10,0.048651822394243,0.4760694337985766,2.5758974404982586
11,0.048815867668132715,0.47465363466813243,2.542610804239908
12,0.03320002022348806,0.47456723727561806,2.5501461235093474
13,0.06466788028217393,0.4672925104329615,2.6056819285875483
14,0.24271723779815213,0.4927969623678998,2.576501946390409
15,0.06708006248062041,0.46223183178607324,2.5521586647740127
16,0.1092976863024595,0.4653114985536645,2.508551438649495
17,0.08101311521489679,0.47924595703313383,2.521626887498078
18,0.07426576024312301,0.4695536757324949,2.526890583980231
19,0.1263920234539258,0.4853846120797557,2.54623297703119
20,0.06771356492866706,0.4816598942342364,2.3029442054254043
21,0.09905624552917337,0.4817532996336618,2.2911016970504945
22,0.04960648296975795,0.4725292089084785,2.276872234579958
23,0.08412218493995843,0.48540169589313464,2.255850513776143
24,0.19020916733108922,0.46623583358746973,2.311709554107101
25,0.04356914232082572,0.46824588055756916,2.2725398260870087
26,0.08873201948073178,0.4797800126267067,2.298861490355598
27,0.08867341638715176,0.47398348058355433,2.2783185773425623
28,0.05863884183359736,0.46239512402817246,2.2711253902058544
29,0.17088876761220118,0.47560465409431935,2.262926644749112
30,0.15115117960046104,0.48382601509859524,2.286452583324762
31,0.15929554200466764,0.4808490693937114,2.325325431647123
32,0.11529084416911192,0.47271725871128806,2.2651506206135688
33,0.178659890881843,0.4763398070210293,2.2927503968462544
34,0.20418139098695032,0.4682742712536345,2.3250282752661056
35,0.2364904109940485,0.4808820294745176,2.310168506186686
36,0.11391063653116613,0.4869334347730066,2.364251123534308
37,0.12186182692738966,0.47078829263854366,2.3684120192939853
38,0.135757808033147,0.4788549189214353,2.314213821917405
39,0.08151929462213571,0.4845678141731539,2.295689192819006
40,0.0926408144059005,0.47076710727479715,2.2299298136322583
41,0.2647846411269755,0.4883621935215261,2.2620247293401645
42,0.22160340413267235,0.4730670595610583,2.2412082383662097
43,0.03964583581474463,0.47616220182842683,2.2711468758406474
44,0.09358195240758818,0.4766550582753103,2.247720975934724
45,0.057273809683083765,0.47647615303687857,2.248193673145624
46,0.11403913722362048,0.4724688111447994,2.2520559010682284
47,0.2065093281138459,0.4854615395083839,2.2285929182429363
48,0.04470774055355124,0.46340778640206953,2.250841778001667
49,0.056689184986882746,0.46729956785745835,2.2542616334962258
50,0.09727021596497962,0.46660289041881936,2.1331381650618555
51,0.16023469067834042,0.4778643121689927,2.158362272344989
52,0.055758367396063276,0.4834305522733448,2.1738985188213396
53,0.06990564598437443,0.47526815670461936,2.1528495138074155
54,0.11037835717937096,0.48449399457945486,2.192239652445287
55,0.21761124194772155,0.47477691501011093,2.1504830004256443
56,0.04103841841864734,0.47310513957047157,2.1429649326536384
57,0.1249344748111419,0.48554316782795,2.2052456331841737
58,0.06022321839851362,0.47243216679787925,2.1509637523580474
59,0.08961806464710353,0.4689395932687654,2.1820620474991976
60,0.03846596726388842,0.48255079791501726,2.08299383705045
61,0.03928913268042199,0.47472595368270515,2.1224356183299298
62,0.10082361631003427,0.46706298205219676,2.1607024036807783
63,0.11237530309109038,0.47984869667777313,2.178123112078068
64,0.10390510518149829,0.47861582864029917,2.1718782260094156
65,0.1745134876052171,0.47343250741193316,2.1532762256669415
66,0.061273210164573474,0.4605856848719679,2.1450188042205056
67,0.042778320334575785,0.4588826548331128,2.1707798625216075
68,0.22315658394385274,0.48874468383965686,2.169012013776804
69,0.1853239458330252,0.4918374397136547,2.1554713381661315
70,0.050478772179763993,0.4432306278175043,2.0685317604630087
71,0.15750668144980332,0.4929180731651959,2.11580910064556
72,0.30498187508388064,0.4739284222876584,2.1424995646064655
73,0.0803583695748706,0.4754439073580283,2.089318265149623
74,0.13478123640388612,0.4965025090876923,2.1539211243758962
75,0.20509886037972241,0.46818643971633755,2.114530355842026
76,0.26431763797630486,0.48708752239191977,2.1106646222832763
77,0.13322675899590977,0.478340077938305,2.156586215819841
78,0.2774219523977351,0.4828818878273904,2.1457685011404544
79,0.2208432109083659,0.49483366255406974,2.112398434568334
80,0.16291346085936195,0.4633082223619208,2.0823959921613153
81,0.18849912191522714,0.4828575587153066,2.0777299389427086
82,0.0503715256941907,0.46164732950705056,2.080350284223204
83,0.09957735488812126,0.4816329940049737,2.120224624504278
84,0.1393632996643399,0.48377035328267526,2.1290585641507755
85,0.10270727605179507,0.47984607582107003,2.0657641181239375
86,0.05300039342708059,0.4723678115801312,2.039379284705645
87,0.0685973795429792,0.4846407817101772,2.0982927819828925
88,0.28423181994829644,0.4887151795404929,2.1173675663677263
89,0.04001963520307599,0.48192768072548475,2.10147711377085
90,0.05706083351447257,0.4869531071112479,2.120945045977462
91,0.03847457611082514,0.49046282690984233,2.2927480818312853
92,0.07858430495324696,0.4856182978155068,2.2219609375353215
93,0.0866107271731268,0.4493659072452122,2.165243718359205
94,0.07249524968641774,0.4692586759151316,2.190407863369694
95,0.16945528692025466,0.4871149382289546,2.189973812044402
96,0.10211278914393467,0.47957894481994495,2.1668900737056034
97,0.07155377472992297,0.4823434109811062,2.189886394842171
98,0.2900459598519921,0.47504577224637257,2.2500473481637466
99,0.15206830994582474,0.47879363709117895,2.138873983312536
100,0.07413645541686333,0.4653435894920501,2.0545820866102056
101,0.13553891618402653,0.4805672344188263,1.5015270033000425
102,0.2840923615673808,0.4850741129966431,1.4392941513179258
103,0.049820300352610196,0.47063943557441246,1.4220117772067036
104,0.05070843572877808,0.4796862019524898,1.4299613973240797
105,0.07257279707693758,0.47379958482436196,1.4400151040818954
106,0.2514636977173296,0.48137920294646874,1.4281454101020912
107,0.1630792045206935,0.47891956593059465,1.419031649460028
108,0.041793302851326666,0.48402084832160186,1.4196011343120059
109,0.04927835247858807,0.4825698084163444,1.4198642115534088
110,0.18967842027820925,0.4849142146147327,1.5506362517674765
111,0.10782799014338744,0.4776311427538775,1.495479626420104
112,0.08155552008085779,0.4738766569644213,1.4791061907638734
113,0.08222109072462276,0.4703352463742098,1.488802731773
114,0.14775512841196717,0.46926353595874937,1.4816784166995391
115,0.07108734736655965,0.4733169997731844,1.47849734329883
116,0.048962242027491706,0.4807937467171823,1.4566075742980584
117,0.06629067169571362,0.47248812626909337,1.4395968428364505
118,0.07097058455793209,0.4779368798121994,1.4320499484921674
119,0.06194744776520466,0.47176663021062626,1.4354078769683836
120,0.07871009942926008,0.490362469865768,1.3777927322152217
121,0.17378514181868526,0.46699825045365234,1.3398260422694823
122,0.20578219739283315,0.4871819159130992,1.3359659645292488
123,0.06511100374714089,0.4760192372364762,1.3297505496460709
124,0.032781133888128366,0.48625330778735654,1.3335174498734643
