agg_iter,mAP,avgloss
0,84.77776910511231,3.7575162143734535
1,90.32813260122774,3.163299418115776
2,90.69011846727726,3.371569830169835
3,90.94458336145952,3.41700364194841
4,90.52599265974597,3.761365514189872
5,90.99572750937318,4.400362556386096
6,90.69467636288057,4.2948670707156795
7,91.04299120883032,4.148551228597379
8,91.01459877183161,4.439466492588747
9,90.82546176503124,4.582589576638538
10,90.66561183423202,4.653061553329828
11,90.82921727016237,4.774841386838763
12,90.71001514335089,4.832988175761478
13,90.74747442832799,5.192408668154175
14,90.60944896675922,5.386874485539741
15,90.8145525035352,5.561628181701524
16,90.57793858302993,5.69693323172199
