agg_iter,mAP,avgloss
0,68.04284461742151,3.816398066344776
1,72.13798313068548,3.0177699409415926
2,74.2387455354263,2.8118731587513754
3,73.7881283544062,2.879725943416849
4,76.1701567350474,2.589072628494249
5,76.47345340677755,2.8623461482944523
6,75.27486587993353,2.9957903198973113
7,74.12532076800424,3.1488591075171906
8,77.09973442185736,3.093183467295556
9,77.97285503447591,3.0297881693212125
10,77.17133100407253,3.1881008053529203
11,76.37166288440943,3.2486995431143884
12,76.58886811395911,3.318546961489571
13,76.1528738642662,3.7020496673340757
14,77.51367259211132,3.5330576242812874
15,76.57970764260644,3.4650995574588928
16,77.0850924459719,3.586927398091537
17,77.246285430354,3.5632876394106847
18,77.44619539573364,3.6151883401623803
19,77.46663104186537,3.6032962419849355
20,77.05603076521447,3.577097140389683
21,77.05165365017761,3.5690795765813594
22,77.00031561348115,3.5674309936501545
23,76.4617331928656,3.873155006358841
24,77.1112288652221,3.6341852086902358
25,77.5591366268684,3.67031144859984
26,77.05675975606961,3.6615306215470307
27,77.42639785002292,3.5972558318110988
28,77.9577551175439,3.5732791105290325
29,77.19436076081838,3.609193534511014
30,77.75408969347026,3.7565308918931595
31,77.30005999968404,3.6426155925008965
32,77.10328733466672,3.772542575793839
33,77.08131694622416,3.7096361704019776
34,77.48413557312584,3.515143962522634
35,77.24132588922656,3.691069596867122
36,77.56679903973222,3.590375058168762
37,76.89346635339265,3.7525427398200764
38,77.29690560892989,3.692524654999518
39,77.68407672295145,3.66049264678016
40,77.59208400728602,3.6816096772372138
41,76.98301472965531,3.815387674117943
42,76.87484393236856,3.755308679077017
43,76.9251210866063,3.8251589358932128
44,77.49071561759685,3.640407789610483
45,77.14361185467045,3.7341005563288476
46,77.13691824625838,3.814063925166036
47,77.47729194989772,3.838093340333187
48,78.06818946148672,3.5401464588350384
49,78.37335332057071,3.660692034507783
