agg_iter,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
0,0.8990216851234436,0.7568472027778625,0.8436480760574341,0.764958918094635,0.3914669454097748,0.7636828422546387,0.8107539415359497,0.7979491949081421,0.2653064727783203,0.7117714881896973,0.5921880006790161,0.7407230734825134,0.8632469773292542,0.7107906341552734,0.871246874332428,0.27564737200737,0.7686970829963684,0.631147027015686,0.8983462452888489,0.6329407095909119,68.04284461742151
1,0.8918098211288452,0.8110826015472412,0.815815269947052,0.7655189633369446,0.486023485660553,0.6888291835784912,0.8410443067550659,0.8367249369621277,0.315588116645813,0.5881138443946838,0.704785168170929,0.7270362973213196,0.8655945658683777,0.7856506109237671,0.918410062789917,0.5756359696388245,0.7470216751098633,0.6480194926261902,0.9038605690002441,0.7056041359901428,72.13798313068548
2,0.9239843487739563,0.8119156956672668,0.8602936267852783,0.7835996150970459,0.5186970829963684,0.8172324895858765,0.8559856414794922,0.86572265625,0.3588089942932129,0.7239902019500732,0.595964789390564,0.8049015402793884,0.8601436018943787,0.7858096957206726,0.9159261584281921,0.566020131111145,0.8020751476287842,0.6582946181297302,0.9002915024757385,0.6888404488563538,74.2387455354263
3,0.901639997959137,0.8293389081954956,0.8483691811561584,0.7918109893798828,0.4910939931869507,0.7734964489936829,0.839134693145752,0.8682861328125,0.3070751130580902,0.7389795780181885,0.5482000112533569,0.7864698767662048,0.9093393683433533,0.7938591837882996,0.917009711265564,0.6347450613975525,0.7978565096855164,0.6610198616981506,0.8908423185348511,0.673888623714447,73.7881283544062
4,0.9460019469261169,0.8540747165679932,0.8675642013549805,0.8375400304794312,0.48862817883491516,0.7699130177497864,0.8721539378166199,0.8935893774032593,0.3476293087005615,0.7920377850532532,0.6760814785957336,0.8128895163536072,0.8995577096939087,0.8137746453285217,0.9198747277259827,0.6080358624458313,0.80887770652771,0.6337541341781616,0.9419047236442566,0.7043057084083557,76.1701567350474
5,0.931381106376648,0.8425473570823669,0.8921851515769958,0.8520224094390869,0.5476266741752625,0.7790997624397278,0.8511229157447815,0.8620654344558716,0.3544670045375824,0.7777467370033264,0.6959851384162903,0.7707644104957581,0.8768761157989502,0.8258898258209229,0.9248706698417664,0.6522442102432251,0.7930025458335876,0.6846318244934082,0.9312253594398499,0.6839661002159119,76.47345340677755
6,0.9491492509841919,0.8715830445289612,0.881840705871582,0.8299277424812317,0.485951691865921,0.8103736042976379,0.864277720451355,0.895418107509613,0.3260616958141327,0.6379629969596863,0.6504477262496948,0.7678509950637817,0.9080345630645752,0.797614574432373,0.9206252098083496,0.6611725687980652,0.7345948815345764,0.6705493330955505,0.9317825436592102,0.6952025294303894,75.27486587993353
7,0.9292583465576172,0.8217041492462158,0.8962844014167786,0.8616328239440918,0.5187014937400818,0.7932034134864807,0.8552322387695312,0.8610453009605408,0.29695025086402893,0.7749977111816406,0.4794718325138092,0.7649494409561157,0.9109060168266296,0.8318670392036438,0.9195703268051147,0.6175612807273865,0.678735613822937,0.6786062121391296,0.918566107749939,0.6817710399627686,74.12532076800424
8,0.9297162294387817,0.8700156211853027,0.9076648354530334,0.8499740958213806,0.5451003313064575,0.7723475098609924,0.8582291603088379,0.9039251208305359,0.2964513599872589,0.8231751322746277,0.6001254320144653,0.803411602973938,0.913487434387207,0.8683655261993408,0.9198628067970276,0.6525299549102783,0.8612428903579712,0.6756159663200378,0.9351062178611755,0.682110071182251,77.09973442185736
9,0.9509327411651611,0.8757888078689575,0.8977175354957581,0.8617592453956604,0.5422576069831848,0.8016806840896606,0.8703113198280334,0.9226060509681702,0.3287915289402008,0.8439454436302185,0.6299611926078796,0.8266099095344543,0.926995575428009,0.8407304286956787,0.9316614270210266,0.6188178062438965,0.8722699284553528,0.6800598502159119,0.9400814771652222,0.6940274238586426,77.97285503447591
10,0.9474783539772034,0.8557834625244141,0.9021342396736145,0.8362349271774292,0.5312219262123108,0.8023253083229065,0.8741400241851807,0.914447009563446,0.35338345170021057,0.754413366317749,0.6172266006469727,0.8245214223861694,0.9181564450263977,0.8558290600776672,0.9282940030097961,0.6597660779953003,0.8092846870422363,0.6566237211227417,0.9448046684265137,0.6839261054992676,77.17133100407253
11,0.9475896954536438,0.8378214836120605,0.9007310271263123,0.8182565569877625,0.4947379231452942,0.8037559986114502,0.8675247430801392,0.8612194657325745,0.36133071780204773,0.7819850444793701,0.6533558964729309,0.8454322814941406,0.920650839805603,0.8227330446243286,0.9241341352462769,0.6051369905471802,0.8594473004341125,0.6834349036216736,0.9371016621589661,0.667084813117981,76.37166288440943
12,0.9443025588989258,0.8402343988418579,0.8825950622558594,0.852886438369751,0.5219668745994568,0.8026360273361206,0.8562598824501038,0.88819420337677,0.3021408021450043,0.7951109409332275,0.6289374232292175,0.834473729133606,0.9083905816078186,0.8395391702651978,0.9348401427268982,0.5965042114257812,0.893539309501648,0.6642383933067322,0.9322655200958252,0.6571927070617676,76.58886811395911
13,0.9338937997817993,0.831645667552948,0.8979791402816772,0.8710801005363464,0.4789116084575653,0.791867196559906,0.8329026103019714,0.9068282842636108,0.35764580965042114,0.7813535332679749,0.6131618618965149,0.8253557682037354,0.9141345620155334,0.8110991716384888,0.914696455001831,0.6199150681495667,0.8528000712394714,0.6632786989212036,0.9286949038505554,0.6703231930732727,76.1528738642662
14,0.9439387321472168,0.8550130128860474,0.8861808776855469,0.8750717043876648,0.5490626096725464,0.8075023293495178,0.8632553815841675,0.8850389719009399,0.3788173794746399,0.8180951476097107,0.621826708316803,0.8404572606086731,0.9173375368118286,0.8478312492370605,0.9266988635063171,0.6258013248443604,0.8117288947105408,0.6862069964408875,0.9369632005691528,0.6897227764129639,77.51367259211132
15,0.9413545727729797,0.8457364439964294,0.9018809199333191,0.8333203792572021,0.4976758360862732,0.778915524482727,0.8603476285934448,0.8895723819732666,0.3312157988548279,0.8157624006271362,0.6196402907371521,0.8392302393913269,0.9174618124961853,0.827117919921875,0.9204757809638977,0.6190881729125977,0.854447066783905,0.6506242752075195,0.9416178464889526,0.7204413414001465,76.57970764260644
