epoch,mAP,overall_loss
0,54.524600982666016,207.6154219309489
1,61.595638275146484,96.96264521280925
2,61.597686767578125,87.20311737060547
3,58.283966064453125,78.6083984375
4,62.352115631103516,160.1475461324056
5,76.54936218261719,153.5075251261393
6,65.41776275634766,149.62975438435873
7,71.77408599853516,149.14099248250326
8,76.05987548828125,33.14830811818441
9,79.57691192626953,27.25698725382487
10,83.83480072021484,19.599521954854332
11,69.08354187011719,14.318158030509949
12,85.1591796875,25.365513165791832
13,68.68976593017578,17.315274874369305
14,73.15391540527344,9.177225987116495
15,80.23509216308594,6.591016054153442
16,80.85574340820312,24.87820212046305
17,94.27888488769531,16.99373197555542
18,81.49707794189453,12.867552280426025
19,81.00994110107422,7.305362065633139
20,77.37588500976562,22.24469153086344
21,91.36602783203125,16.805909633636475
22,70.38135528564453,12.45716635386149
23,84.58503723144531,8.50710622469584
24,80.80809783935547,21.172170639038086
25,85.02400207519531,17.962400913238525
26,95.75479125976562,12.014976779619854
27,78.38623809814453,9.869277874628702
28,92.90967559814453,24.972858111063637
29,81.88277435302734,18.744761784871418
30,96.41056060791016,14.766488552093506
31,94.97540283203125,11.171324570973713
32,72.4049301147461,27.09829076131185
33,82.79022216796875,24.63777001698812
34,81.93978881835938,18.176154136657715
35,67.82129669189453,15.861210346221924
