agg_iter,mAP,avgloss
0,85.13974350499336,3.649080170122933
1,90.44002034102246,3.1371043387603055
2,90.85495699743767,3.1066836104330897
3,90.97039877366839,3.281030108404028
4,91.1769101940879,3.4913644762680027
5,90.72623673962205,3.9368121124485174
6,91.08560587255523,3.964293005399892
7,90.99989726657141,4.006922650324379
8,90.88706222957443,4.210058615898031
9,90.80239350884719,4.471310347872244
10,90.84338175648583,4.526547527459255
11,91.01533121958961,4.733297110364563
12,90.67848325541718,4.779100951275632
13,90.68698092026521,5.503769692985867
14,90.62646428193668,5.454123797227678
15,90.50962144603893,5.354447330068128
16,90.62686888421278,5.219664176744992
17,90.7124480226753,5.280646679670541
18,90.4678854043078,5.274046597627857
19,90.72684335565881,5.612145807471974
20,90.53105497160398,5.684513716417016
