epoch,objective_loss,entropy_loss,overall_loss
0,9.010770530457712,1.244878603774271,10.255649129296568
1,7.7270670939402955,0.908149589398864,8.635216676505506
2,7.240392469296788,0.7657961460055818,8.006188626501968
3,6.8314424350762835,0.6694463886273133,7.500888797128274
4,7.58932358444117,1.0612342046324614,8.650557788314332
5,6.580300129143293,0.8481291416724022,7.428429287710009
6,6.259242519451556,0.6910454864334911,6.950287988990734
7,5.899918272237111,0.6112408727217632,6.511159143630107
8,7.578191315292557,0.8035899062824856,8.381781216639622
9,6.393190923010467,0.6847327391433108,7.077923665380782
10,6.16392810633228,0.6056422545651722,6.769570364314276
11,5.845593034841451,0.56009822054084,6.40569127289353
12,7.486416944272957,0.6924701248574411,8.178887069604963
13,6.516314752542289,0.6087476039768023,7.125062373033753
14,6.027001681601165,0.5683023525271446,6.595304035077431
15,5.685522737017102,0.5093124420115143,6.194835175374512
16,7.638424893093717,0.6328391281852294,8.271264010933553
17,6.506916386306664,0.5361835720480251,7.043099977408247
18,5.9447858090613295,0.5220941002866268,6.466879891741807
19,5.7283960846578985,0.5222476529236292,6.250643745349472
20,7.690096199132837,0.5827874030182314,8.272883606564472
21,6.4926502173113985,0.5399138031491807,7.032564032609297
22,6.149726389320033,0.5069066259630354,6.656633032355339
23,5.757883143273131,0.49743293429825725,6.255316099543481
24,7.71872738364396,0.5633926663761306,8.282120033434241
25,6.535763737502373,0.541099428608539,7.07686316435504
26,6.124725041116121,0.4920790510572448,6.616804100145963
27,5.753679056835782,0.47906598671796224,6.232745059736214
28,7.906171753148369,0.5142034336592364,8.420375186166954
29,6.543364447393233,0.5142128724296383,7.0575773032607545
30,6.100401527562717,0.4989739898117674,6.599375524338646
31,5.826188161874271,0.4778244751653853,6.30401264785961
32,8.171554489500206,0.5236803152758606,8.695234815026541
33,6.601039768024615,0.48996001416758006,7.090999790058017
34,6.13314835736706,0.45553040831308267,6.5886787760789245
35,5.701477132785091,0.49242547287303173,6.193902620084727
36,8.220995043493378,0.5064771224145487,8.727472186847859
37,6.654127622106276,0.48861655661729464,7.142744166076564
38,6.254534955237324,0.4644644960855981,6.718999449614504
39,5.767441830058009,0.4466972989653041,6.2141391152788845
40,8.39347461834075,0.5205768742331652,8.914051554005615
41,6.713178804725598,0.4541878631919813,7.167366658046747
42,6.251160235921287,0.472614431575795,6.723774665480211
43,5.889284349550868,0.4623855037887575,6.35166986732726
44,8.575766675791156,0.5005141053657243,9.07628077610283
45,6.825797302707743,0.46816299879437034,7.293960313128816
46,6.381977046371263,0.4295551664652719,6.811532196725248
47,5.873350679494771,0.45260449768204214,6.325955163141726
