epoch,mAP,entropy_loss,relation_loss,overall_loss
0,66.94674682617188,7.635650479337984,0.8913277065237895,8.526978185861774
1,80.51373291015625,5.577324830974806,0.8979532736274471,6.475278104602254
2,84.64069366455078,4.9367812145920915,0.9527240649902363,5.889505279582331
3,87.20978546142578,4.5596388308804165,0.9484455324568312,5.508084363337248
4,89.86994171142578,4.008411931474317,0.9893793415745247,4.9977912730488425
5,90.89305114746094,3.750584919982348,1.0079492641203696,4.75853418410272
6,92.49427795410156,3.3689093374938377,1.0388241225096935,4.407733460003527
7,92.36113739013672,3.381798161345255,1.0460797797721995,4.427877941117452
8,94.00480651855469,3.0462633587599495,1.0549832700403328,4.101246628800278
9,94.82420349121094,2.746562226745073,1.080703954388827,3.827266181133898
10,94.90095520019531,2.758831218903635,1.0602746626716408,3.8191058815752763
11,95.08248901367188,2.655015093876002,1.074670492548034,3.7296855864240372
12,96.2857437133789,2.3193451178795326,1.1502900874373605,3.469635205316895
13,96.70343017578125,2.174774864351776,1.1824032342417232,3.357178098593502
14,96.75467681884766,2.126474696821588,1.154234976560557,3.2807096733821455
15,96.7894287109375,2.221795486657406,1.1778826694234252,3.3996781560808293
16,97.29438781738281,1.9068800186758716,1.2129568591743043,3.119836877850173
17,97.67345428466797,1.806022477319023,1.2858366095137506,3.0918590868327747
18,97.8999252319336,1.7074288361821754,1.2408509454382926,2.948279781620471
19,97.67414855957031,1.7426626524561843,1.2730620117871765,3.0157246642433586
20,98.2061538696289,1.5274278137128392,1.3134373187902306,2.8408651325030676
21,98.32456970214844,1.5014702239631372,1.2852485628276407,2.786718786790779
22,98.48230743408203,1.3737399597676354,1.3083003874146044,2.68204034718224
