epoch,mAP,asym_loss
0,42.2601432800293,3.5857852697372437
1,40.25270080566406,1.0308928936719894
2,42.19757843017578,0.8814742565155029
3,51.157039642333984,0.6310738325119019
4,66.25721740722656,0.455790139734745
5,63.787208557128906,0.21557257696986198
6,74.95516204833984,0.13312181644141674
7,70.07617950439453,0.1643029749393463
8,72.52670288085938,0.4312041699886322
9,75.87238311767578,0.18821261078119278
10,84.60045623779297,0.1139287855476141
11,79.14420318603516,0.16206086426973343
12,62.62193298339844,0.3830202743411064
13,70.80416107177734,0.16887900233268738
14,70.29461669921875,0.12847228720784187
15,64.74072265625,0.16938604414463043
16,73.53958129882812,0.47941988706588745
17,76.3979263305664,0.19827137142419815
18,69.24893188476562,0.13131161779165268
19,79.40270233154297,0.14021975174546242
20,77.96449279785156,0.4849340692162514
21,78.94664764404297,0.21705087646842003
22,86.03828430175781,0.1187506290152669
23,81.34606170654297,0.1400052346289158
24,82.15576171875,0.41567330807447433
25,67.06875610351562,0.2355792038142681
26,76.91929626464844,0.13808827474713326
27,83.19934844970703,0.10373725555837154
28,70.31627655029297,0.457293838262558
29,85.59446716308594,0.20980235189199448
30,76.9141616821289,0.15450012311339378
31,86.4822769165039,0.11023976653814316
32,84.09083557128906,0.4584349989891052
33,77.64739227294922,0.214655302464962
34,73.34622192382812,0.13551203534007072
35,80.03797912597656,0.1162494644522667
36,78.91141510009766,0.4589468613266945
37,80.71238708496094,0.20903873071074486
38,70.267333984375,0.11994348093867302
39,74.9604721069336,0.1307901367545128
40,71.71566772460938,0.4374314770102501
41,71.90092468261719,0.2955297492444515
42,74.63111877441406,0.17216337472200394
43,74.7384033203125,0.1631302796304226
44,67.96336364746094,0.4628804326057434
45,81.11698913574219,0.23129400238394737
46,82.60082244873047,0.14798150211572647
47,82.74402618408203,0.10670162178575993
48,75.06623077392578,0.4401998668909073
49,73.78086853027344,0.25488465279340744
50,78.5610580444336,0.1652628257870674
51,80.14764404296875,0.12189817614853382
52,85.36575317382812,0.40313538908958435
53,78.72413635253906,0.26172850653529167
54,81.31745910644531,0.1854381114244461
55,77.70777893066406,0.13227990083396435
56,85.01374053955078,0.4385151192545891
57,77.62596893310547,0.30381808429956436
58,84.5905990600586,0.1954274047166109
59,79.72945404052734,0.10541295818984509
60,81.2911605834961,0.42804377898573875
61,80.16265869140625,0.2699529007077217
62,92.21202087402344,0.17151816561818123
63,80.73187255859375,0.09789817593991756
64,78.26216888427734,0.46652283519506454
65,81.68619537353516,0.2771069183945656
66,74.78286743164062,0.20221494883298874
67,69.99808502197266,0.15455298125743866
68,79.6017837524414,0.44872328639030457
69,70.07745361328125,0.30644911900162697
70,68.21669006347656,0.22957003489136696
71,78.93399047851562,0.14124616980552673
72,82.2104721069336,0.45030029863119125
73,85.97254180908203,0.2931881844997406
74,77.60736083984375,0.22846877202391624
75,71.99052429199219,0.15431703999638557
76,70.32173156738281,0.42083048075437546
77,75.92159271240234,0.3371916115283966
78,78.23916625976562,0.21165819838643074
79,85.42073059082031,0.14591439254581928
80,95.45057678222656,0.40980151295661926
81,71.74773406982422,0.31542806699872017
