agg_iter,mAP,avgloss
0,79.55296827280885,27.530300868274107
1,85.54108459481792,6.966228266337556
2,87.9004743488885,3.834600714431763
3,88.95256094550972,3.6359806907048986
4,89.135899971022,3.5641672612257964
5,88.93666891593986,3.613671744313086
6,89.02744826022034,3.659553193245326
7,89.19154538786643,3.6902009404888383
8,89.07129426955035,3.820337307840745
9,89.17629496510266,3.724937438886505
10,89.0879694166547,4.086435616113463
11,89.03198730082028,3.9147882290561693
12,89.01557363518886,3.9445336630396746
13,89.14112690027495,4.118969222262074
