agg_iter,mAP,avgloss
0,87.72783173266828,1.4707244576604275
1,91.03353209487841,1.5473423512357398
2,91.19575468442359,1.6530801953880387
3,90.84047119837008,1.73780319309041
4,90.72776637131255,1.7977493936263598
5,91.04559439873272,1.8835227849087155
6,90.62420584966755,2.153945593146678
7,90.4899124983632,2.1695989720766913
8,90.67439129048287,2.2998773691293435
9,90.58986279421362,2.4044589092877153
10,90.62016519937839,2.476380073762157
11,90.78691367147812,2.5951145741410486
12,90.3322583554442,2.7349676449547076
13,90.18626477298521,2.712129184125072
14,90.03549591366425,2.839601307045177
15,90.20531409391486,2.8751944111938195
16,90.01277552744877,2.8773588738516316
