epoch,objective_loss,entropy_loss,overall_loss
0,8.647883332570387,1.459984932740529,10.107868270874025
1,7.644400393168133,1.1534571313858029,8.797857510248818
2,7.207507092158001,1.0782680205504096,8.285775127410881
3,6.893967205683389,1.0017770648002626,7.895744291941322
4,5.920260469118754,1.172898832162221,7.093159317970277
5,5.245763037999471,0.9868309831619257,6.232594013214111
6,5.019190209706624,0.8766927838325501,5.895883011817932
7,4.737014600435891,0.781413932840029,5.51842853228251
8,5.821075905164082,0.9598990555604302,6.780974958737693
9,5.164049798647563,0.8466188011566795,6.010668625831602
10,4.8463181956609125,0.7506016655762993,5.5969198671976725
11,4.637744328180947,0.6967507197459536,5.33449505329132
12,5.825729856491087,0.8811936167875926,6.706923489570617
13,5.073497351010641,0.7958788102865217,5.869376180966694
14,4.741889623006187,0.7078518791993457,5.4497415010134365
15,4.395413088798524,0.6955678337812421,5.090980928738911
16,5.895061833063761,0.8691417819261553,6.764203637440998
17,5.057733360926313,0.7586073869466782,5.816340756416321
18,4.727801144917804,0.6761095700661344,5.403910711606345
19,4.443607354164121,0.6718167354663209,5.115424089431764
20,5.7545546801885,0.8286394917964935,6.583194174766539
21,5.064380183219907,0.7570377049843471,5.821417881647747
22,4.809400272369384,0.6968223381042482,5.506222605705264
23,4.553485826651256,0.6576564083496736,5.211142226854959
24,5.9284098498026525,0.7919562451044717,6.720366107622782
25,5.062462433179219,0.7302432493368781,5.792705680529275
26,4.825357631047566,0.6857301330566409,5.511087775230405
27,4.5742521707216905,0.6310094408194225,5.205261632601419
