3,0,169,1154,1,1188
7,457,212,2252,24,2079
11,717,212,3047,662,2898
15,1185,212,3753,1320,3578
19,1754,212,4448,1961,4185
23,2392,212,5109,2515,4844
27,2996,212,5763,3123,5490
