agg_iter,precision,recall,avgloss
0,0.7372418969758274,0.31511106214506474,0.19398394824167234
1,0.7422506735189819,0.37343951451202906,0.17518898542623543
2,0.7497769291217292,0.3863287186042215,0.16644489928911932
3,0.7459688325957654,0.4062232361355686,0.15889955819852336
4,0.7439751854891108,0.40803468802859005,0.15348102128287902
5,0.7205967805533317,0.4185931964050106,0.15024413314616994
6,0.7162263989046965,0.4284262704412801,0.1481080065059344
7,0.721221130206556,0.4202968599548214,0.14757350007665732
8,0.7010253056228745,0.42864767986221125,0.14725824439541635
9,0.699411449048297,0.4316537167837024,0.14871404313178604
10,0.7185289340788719,0.4395901318751319,0.14617833482153528
11,0.7173943934226636,0.43698579348450123,0.14721900471455207
12,0.7193722594573626,0.4364211254640452,0.14712891017263122
13,0.7060335246059143,0.43583610099389214,0.14919153569427887
14,0.7054863311297797,0.44438241719231847,0.14929055756230317
15,0.7052269774331387,0.44050794246204794,0.15018172656062853
16,0.7063784837534799,0.43991753154632135,0.15054774460499215
17,0.7186458058711415,0.4311213839642174,0.15240589252252923
18,0.7027761801423766,0.441663428367473,0.1509291792317928
19,0.7152767226536833,0.43468649019848055,0.15231643723565239
20,0.7272071138849647,0.42208865319421135,0.1536965237997853
21,0.7206327752504176,0.43527474596769117,0.1526050743806045
22,0.7180022601793089,0.43350261825258846,0.1524522845068284
23,0.7328899346439457,0.41958032045909355,0.15503974387632022
24,0.7223583806927216,0.4345090210078779,0.15410938443263872
25,0.7292993388940209,0.4272679827116217,0.1540027765870954
26,0.7271259807191887,0.4247610133385263,0.15631763989686379
27,0.7279576106239576,0.42319651782372497,0.15515901849744249
28,0.7313004403051165,0.4222938762962557,0.1574020920100775
29,0.720803238966978,0.43274172235014735,0.15525246126525868
30,0.7300431499594013,0.4241832852699145,0.15554998248411564
31,0.7263166584964937,0.4228237541893733,0.15593045802396213
32,0.72869921244969,0.4229283921420825,0.15711024661455048
33,0.7412848066753657,0.4155525398150621,0.1589968055562263
34,0.7274169796794947,0.42142541704500563,0.15827735721327643
35,0.7242024639544423,0.42195885132541405,0.1581471098522422
36,0.7235162607069168,0.42382613456183726,0.15944630376207752
37,0.7293409361742673,0.4227423731146711,0.16085981192524146
38,0.7361729062530644,0.4149704515067554,0.160290075639189
39,0.7353245907803193,0.4125637096290462,0.16197013238340024
40,0.736700468020763,0.4112277485950354,0.1621238953175878
41,0.7268494440192554,0.41473567595557936,0.16242436435128219
42,0.7328418718715874,0.41120317104012905,0.1628416657621866
43,0.7196739664453772,0.4167064249775119,0.1626483540412275
44,0.7404946587441038,0.40302125847255105,0.16492377687456303
45,0.7395693011958905,0.4023498500398265,0.1657525895791349
46,0.7431428365203775,0.39907858338287217,0.1673002114330923
47,0.7371611361504669,0.399914020472662,0.16887587572026727
48,0.7274540371046586,0.4085199572406555,0.16924855603447597
49,0.720580632571514,0.41177337908460687,0.16867015941317218
