epoch,entropy_loss,relation_loss,overall_loss
0,7.400335483762564,0.5101856612169894,7.910521144979558
1,3.4512209036848596,0.623875599299748,4.075096502984611
2,2.7623793830276315,0.7147538897857623,3.4771332728133935
3,2.4554594268789582,0.7435795866681325,3.1990390135470967
4,2.4756548299565377,0.7612165913736489,3.2368714213301866
5,2.4946922396100413,0.7713895334832669,3.266081773093307
6,2.607919148098723,0.7824757281611283,3.390394876259853
7,2.6484919779928253,0.7780896505813184,3.426581628574143
8,2.596777612500294,0.7789478537076381,3.375725466207934
9,2.6428895129314727,0.7737197915765414,3.4166093045080137
10,2.5771707863061777,0.78327400517713,3.3604447914833084
11,2.590896733486767,0.774977679842727,3.3658744133294944
12,2.4811120573534997,0.7843312369023919,3.265443294255892
13,2.475345782892884,0.7745100403296582,3.2498558232225463
14,2.3643809520758237,0.7841541611438685,3.1485351132196926
15,2.2463740251858018,0.7921806961576361,3.0385547213434387
16,2.1926080308194016,0.7916328309068675,2.9842408617262706
17,2.0380176188311165,0.7913363540990154,2.8293539729301327
18,2.040905839614259,0.7938088121351019,2.834714651749361
19,1.8929391236185,0.8062331248898479,2.699172248508349
20,1.820628462263685,0.8055840119443296,2.6262124742080175
21,1.7644574416577095,0.8179876161494964,2.5824450578072042
22,1.6404681455986094,0.816753650483526,2.457221796082136
23,1.5185130930982471,0.827313971258967,2.3458270643572083
24,1.3963586071419232,0.8309975224413059,2.2273561295832303
25,1.3544048118232053,0.8285899493322193,2.182994761155426
26,1.2352697279424785,0.8462959665024616,2.081565694444941
27,1.150916532926321,0.8396507763401929,1.9905673092665135
28,1.0992988099767553,0.8428573463407851,1.94215615631754
29,0.9712106960139382,0.8515983920845189,1.8228090880984575
30,0.9247732017881991,0.8517066697714513,1.7764798715596497
31,0.8289462528848405,0.856467504751957,1.6854137576367982
32,0.8975869874294157,0.8584963473049316,1.7560833347343472
33,0.7869450596951574,0.8631286343119591,1.6500736940071175
34,0.7577908214497547,0.867310885524106,1.62510170697386
35,0.7334618541226966,0.8711425605162799,1.604604414638977
36,0.8623612413537164,0.8365814729743702,1.6989427143280869
37,0.7321828102554394,0.8483229415564523,1.5805057518118926
38,0.6875485242649142,0.8461954188100365,1.5337439430749504
39,0.7141722226316012,0.8450760646568509,1.5592482872884519
