epoch,mAP,asym_loss
0,51.87343978881836,8.185423755645752
1,54.80990982055664,5.930650234222412
2,57.8174934387207,5.328101634979248
3,94.50997924804688,5.095009994506836
4,96.27257537841797,7.735960960388184
5,83.0849609375,6.735380172729492
6,98.24806213378906,4.775000095367432
7,96.65706634521484,3.6643433570861816
8,94.59921264648438,5.84993724822998
9,97.54320526123047,4.541985559463501
10,94.80384826660156,3.2743271350860597
11,85.72579956054688,2.4968180656433105
12,92.68565368652344,6.9551397323608395
13,84.96353149414062,5.889810085296631
14,98.18925476074219,4.144838190078735
15,88.40635681152344,3.0211292266845704
16,95.04224395751953,8.063294792175293
17,97.99575805664062,6.034781646728516
18,99.41724395751953,4.878138542175293
19,78.71009063720703,3.6232552528381348
20,87.90990447998047,8.419220924377441
21,99.06341552734375,6.162823677062988
22,96.98542022705078,5.141659736633301
23,98.1706314086914,4.042909049987793
24,96.82923889160156,9.167556476593017
25,97.27598571777344,7.016202926635742
26,95.44185638427734,5.736267471313477
27,95.13922119140625,5.160765027999878
28,95.09117126464844,9.969369506835937
29,95.92906951904297,8.337245082855224
30,98.33623504638672,6.498331451416016
31,98.00865173339844,5.580998706817627
32,96.49125671386719,9.508650875091552
33,98.59461975097656,7.434661388397217
34,97.200439453125,6.976902198791504
35,87.43058776855469,5.952790451049805
36,92.32484436035156,11.142653465270996
37,95.39942932128906,9.199438762664794
38,94.69416809082031,7.540452861785889
39,96.22603607177734,6.6728515625
40,89.63678741455078,11.899801063537598
41,79.8826904296875,9.6887638092041
42,87.11386108398438,8.346857166290283
43,75.24459838867188,8.53950891494751
44,78.2812728881836,11.01435489654541
45,97.46998596191406,9.821736717224121
46,91.86956024169922,10.387760639190674
47,78.57013702392578,8.455038166046142
48,94.52210998535156,10.739636421203613
49,75.71998596191406,10.380146026611328
50,94.87445831298828,9.566353511810302
51,95.58607482910156,8.535968780517578
52,79.07404327392578,10.300259208679199
53,94.62238311767578,9.94936752319336
54,92.83004760742188,10.454424095153808
55,81.62935638427734,8.133614349365235
56,88.64580535888672,12.609761810302734
57,88.19230651855469,11.354783630371093
58,74.81753540039062,11.188334846496582
59,96.64716339111328,9.282599925994873
60,89.34955596923828,13.728473091125489
61,92.25476837158203,11.232064247131348
62,91.57430267333984,10.914992332458496
63,86.57241821289062,9.572156143188476
64,78.02168273925781,11.731027603149414
65,92.93614959716797,11.455112075805664
66,95.37874603271484,11.266905784606934
67,86.53724670410156,10.680981063842774
68,94.68329620361328,12.961539840698242
69,81.32257080078125,10.805893325805664
70,96.10816192626953,10.693674468994141
71,95.40727996826172,10.87577781677246
72,91.99964141845703,12.432646942138671
73,74.76142883300781,11.964933013916015
74,80.56572723388672,11.17887191772461
75,94.17705535888672,10.306247329711914
76,92.80554962158203,12.300446701049804
77,83.75462341308594,11.462482070922851
78,83.80095672607422,11.279310607910157
79,96.86082458496094,10.717155456542969
80,95.41703796386719,12.892032623291016
81,94.11551666259766,12.258184814453125
82,94.02922058105469,12.066813087463379
83,76.50127410888672,11.358986282348633
84,89.59300994873047,13.654759407043457
85,90.67969512939453,13.263199806213379
86,91.64222717285156,12.92530403137207
87,93.3720474243164,10.992499542236327
88,91.34140014648438,14.4094633102417
89,92.42178344726562,12.549973106384277
90,94.76478576660156,12.100409698486327
91,95.17804718017578,11.883243751525878
92,93.58757019042969,13.081912612915039
93,93.43549346923828,12.689484596252441
94,94.76558685302734,12.432695007324218
95,96.29302978515625,11.12740249633789
96,96.42189025878906,13.055208969116212
97,91.02125549316406,12.947757530212403
98,95.05999755859375,11.918133735656738
99,95.39624786376953,11.828312301635743
100,93.28777313232422,14.144889831542969
101,76.08202362060547,13.373425674438476
102,95.7361068725586,12.964309692382812
103,95.92703247070312,13.662950134277343
104,96.65169525146484,13.300215911865234
105,93.36012268066406,13.241236877441406
106,93.9345703125,12.978887367248536
107,93.70098114013672,12.747212028503418
108,97.3922119140625,12.978087043762207
109,95.9060287475586,12.434024620056153
110,78.33114624023438,13.122812271118164
111,82.29154205322266,12.174771118164063
112,92.25044250488281,13.748441314697265
113,93.15415954589844,13.947305679321289
114,96.51515197753906,11.824477386474609
115,94.93502044677734,12.1491455078125
116,76.52179718017578,14.92575798034668
117,95.23469543457031,12.620291328430175
118,92.50080108642578,13.949334907531739
119,93.4151611328125,13.026723861694336
120,95.0259017944336,13.495107460021973
121,98.43665313720703,12.963245391845703
122,94.98704528808594,13.93317108154297
123,81.83333587646484,12.158348274230956
124,95.71403503417969,13.233488082885742
125,94.25907135009766,14.331631851196288
126,93.70199584960938,12.896684265136718
127,93.31047058105469,12.508937072753906
128,94.10694122314453,13.679358673095702
129,94.68914794921875,14.259810066223144
130,85.71615600585938,14.163897895812989
131,92.62035369873047,13.50598373413086
132,92.65227508544922,14.168323135375976
133,93.96932983398438,13.968323516845704
134,94.91499328613281,12.778191757202148
135,75.92735290527344,12.744112014770508
136,73.83536529541016,14.6600191116333
137,93.08860778808594,13.916270637512207
138,77.78888702392578,14.81208095550537
139,82.18975067138672,13.425140380859375
140,89.13697814941406,14.563623809814453
141,92.35822296142578,14.52717342376709
142,91.18838500976562,14.941827774047852
143,89.95047760009766,14.712530326843261
144,93.03677368164062,14.713494491577148
145,76.75553894042969,13.93443603515625
146,94.12541198730469,13.721210289001466
147,94.05775451660156,12.672834014892578
148,95.29552459716797,14.142672348022462
149,96.97982025146484,14.428364944458007
150,94.74565124511719,14.387550926208496
151,96.32861328125,13.032373428344727
152,83.62802124023438,14.030013275146484
153,90.89247131347656,15.096772384643554
154,94.6328353881836,13.15590534210205
155,95.02610778808594,14.629268646240234
156,90.66046142578125,15.340131759643555
157,92.8003158569336,15.438258743286132
158,83.45943450927734,13.257759475708008
159,95.13324737548828,13.26085605621338
160,95.81998443603516,14.716609954833984
161,91.6895980834961,15.412119483947754
162,73.25186920166016,14.324445533752442
163,93.46281433105469,14.677148246765137
164,93.60053253173828,13.993343353271484
165,94.33658599853516,13.742033386230469
166,93.09999084472656,14.492984962463378
167,93.55159759521484,14.082122421264648
168,94.33377838134766,13.974071502685547
169,96.83714294433594,13.743594932556153
170,94.96371459960938,14.208532524108886
171,93.08781433105469,14.32113094329834
172,93.92760467529297,14.513726615905762
173,95.91249084472656,13.46943416595459
174,94.83061218261719,13.731325721740722
175,89.84514617919922,14.709734916687012
176,90.05226135253906,16.16447811126709
177,91.49761199951172,14.331004333496093
178,95.08973693847656,13.913826179504394
179,94.89053344726562,13.934640884399414
180,87.27017974853516,15.309178352355957
181,92.86602783203125,14.343246841430664
182,95.2692642211914,14.06298007965088
183,96.47990417480469,13.528415298461914
184,96.889892578125,13.839789390563965
185,91.39524841308594,14.088315963745117
186,85.11022186279297,14.095033836364745
187,91.94001770019531,14.983269691467285
188,90.56095123291016,14.409367942810059
189,96.60917663574219,13.392513656616211
190,96.77384948730469,14.3029296875
191,72.87374877929688,15.01056365966797
192,76.5813980102539,14.779514694213868
193,94.98182678222656,14.384066581726074
194,93.45771789550781,15.570516014099121
195,89.15653228759766,14.668730545043946
196,94.1785659790039,14.390533065795898
197,95.87985229492188,13.8784818649292
198,92.41293334960938,14.93821964263916
199,91.1966323852539,14.544582557678222
200,94.03848266601562,14.210359382629395
201,90.22183227539062,14.38264446258545
202,93.29475402832031,15.037385368347168
203,91.65059661865234,13.928045082092286
204,94.64763641357422,14.354335021972656
205,97.95993041992188,14.313557243347168
206,84.35195922851562,13.659830856323243
207,92.62687683105469,14.814863777160644
208,93.91647338867188,13.143489456176757
209,90.69482421875,14.573382568359374
210,88.02261352539062,15.338165855407714
211,78.70392608642578,14.672509384155273
212,93.23199462890625,15.478172111511231
213,96.53656005859375,14.357090187072753
214,96.61634826660156,12.91062526702881
215,82.8324203491211,14.811381340026855
216,74.4827651977539,14.19873104095459
217,93.74116516113281,14.612868118286134
218,96.4421157836914,13.67561206817627
219,81.80736541748047,12.93247299194336
220,84.6263198852539,14.099478721618652
221,92.00357055664062,14.121600151062012
