epoch,mAP,asym_loss,dynamic_adj_loss
0,34.29857635498047,8.680886856147222,6.006711397852216
1,43.692588806152344,6.1767857415335525,4.882306797163827
2,48.235408782958984,6.4759403978075305,4.14944234916142
3,69.11671447753906,7.3325644561222605,2.927547229187829
4,74.98158264160156,7.825646570750645,2.2647816581385474
5,76.59944152832031,7.487151963370187,2.404932234968458
6,81.83234405517578,7.052760362625122,2.5338189942496165
7,86.80296325683594,6.5802306447710315,2.4910063658441817
8,91.183837890625,6.034598895481656,2.229619000639234
9,93.2992172241211,5.296214529446193,1.9502368909972057
10,32.98410415649414,8.992328677858627,2.639480190617697
11,38.75996780395508,5.644451720373971,3.380152446883065
12,40.026084899902344,5.535084622246878,2.324161376271929
13,47.93640899658203,5.432517613683428,1.7388906478881836
14,73.79631042480469,5.0250868286405295,1.5071243814059665
15,67.09693908691406,4.666419880730765,1.343277701309749
16,72.21866607666016,4.492131744112288,1.1241920100791112
17,75.70265197753906,4.254486909934452,1.000262954405376
18,81.02529907226562,4.088911959103175,0.8568074426480702
19,76.33275604248047,3.9489159243447443,0.7639187340225493
20,35.55061721801758,7.202078427587236,0.9258525371551516
21,41.618492126464844,4.9139371258871885,1.3954453808920724
22,46.26197052001953,4.521245224135262,1.355391625847135
23,55.136417388916016,4.466413753373282,1.064540671450751
24,63.56402587890625,4.351849428244998,0.8849429445607321
25,69.34268188476562,4.246763416699,0.8136412331036158
26,77.58320617675781,4.033509271485465,0.743572684270995
27,79.01570129394531,3.9099983828408376,0.6851169381822857
28,82.25763702392578,3.784170457295009,0.6251243917005401
29,77.94527435302734,3.6581975051334927,0.5753865391016008
30,40.650184631347656,7.013478432382856,0.49594615186963764
31,47.814449310302734,4.708311676979065,0.734291183097022
32,52.06086730957031,4.2692209141595026,0.9232256497655595
33,51.766204833984375,4.156028594289507,0.7883583200829369
34,65.36780548095703,4.039396609578814,0.6803411979760443
35,75.82402801513672,3.9580707039151872,0.6159557157329151
36,64.48490905761719,3.928523404257638,0.5881204221929822
37,73.5587158203125,3.8102874074663435,0.5389403562460626
38,76.386962890625,3.706241522516523,0.5081869619233267
39,82.9327392578125,3.6210097329957143,0.48017697036266327
40,33.53416442871094,6.997678416115896,0.40346346156937735
41,46.64605712890625,5.035637021064758,0.49492368314947394
42,50.426422119140625,4.289842554501126,0.667900379214968
43,53.9836540222168,4.07553836277553,0.6696485610944883
44,57.965354919433594,4.014950701168605,0.617298554096903
45,62.87287521362305,3.897857597896032,0.5616632295506342
46,71.99278259277344,3.878664152962821,0.5324966971363341
47,63.576412200927734,3.770932716982706,0.5114866750580924
48,67.26289367675781,3.7268367324556624,0.47801021699394497
49,78.26000213623047,3.623489652361189,0.4598173648118973
50,43.37500762939453,6.941506760460989,0.3528739256518227
51,51.9704475402832,5.209855215890067,0.39343270659446716
52,48.17960739135742,4.451842938150678,0.5206468807799476
53,53.33000564575195,4.1817142452512455,0.5755939994539533
54,55.506771087646484,4.011476380484444,0.5650778338313103
55,59.14624786376953,3.917753108910151,0.5353009604981968
56,59.117305755615234,3.906289049557277,0.5058587959834508
57,62.2266960144043,3.8197683606828967,0.4857902143682753
58,64.04531860351562,3.748550159590585,0.4688495035682405
59,70.84382629394531,3.6548607689993724,0.4562364220619201
60,43.7247200012207,7.02701119014195,0.3616264568907874
61,45.63455581665039,5.55740123135703,0.3682614894849914
62,44.18052291870117,4.678478309086391,0.4542547698531832
63,53.76259231567383,4.341878439698901,0.5381431952118874
64,51.267784118652344,4.181471909795489,0.5484397571001733
65,50.36091232299805,4.132766689573015,0.5411460165466582
66,63.906402587890625,3.9870428102357054,0.5362969019583294
67,59.69420623779297,3.889535469668252,0.5187793501785825
68,63.13496398925781,3.835156730243138,0.5052071192434856
69,65.00409698486328,3.9067635536193848,0.4823105260729791
70,47.13314437866211,7.016060420445034,0.39263336041143965
71,44.8265495300293,5.766729048320226,0.38016307779720854
72,50.33343505859375,4.950554660388401,0.44708338379859924
73,49.85948181152344,4.585954146725791,0.4994138926267624
74,52.998435974121094,4.359248076166425,0.5303176066705159
75,57.77459716796875,4.1873559185436795,0.540269886808736
76,58.619266510009766,4.1696911198752264,0.5454443214195115
77,54.59101867675781,4.12911217553275,0.5475444559540068
78,68.30430603027344,3.9505879793848315,0.5414884324584688
79,61.188621520996094,3.9575219750404362,0.5303857922554015
80,39.74526596069336,7.137634226254054,0.43226436738456997
81,48.79068374633789,5.887057372501919,0.4169395310538156
82,48.52906799316406,5.345587875161852,0.431777540062155
83,53.08460998535156,4.855362543037959,0.48968348332813805
84,53.79489517211914,4.623717972210476,0.5187242999672889
85,58.921112060546875,4.3645771741867065,0.5436816109078271
86,53.50498580932617,4.331039045538222,0.5516488764967238
87,58.1436767578125,4.21733273778643,0.5652483765568053
88,53.780067443847656,4.217784447329385,0.5619883686304094
89,59.023338317871094,4.023817130497523,0.5667788162827492
90,44.10082244873047,6.932878971099854,0.47112792091710237
91,44.16190719604492,6.012346863746643,0.4592844141381128
92,48.589054107666016,5.473057133810862,0.4804718898875373
93,52.79499816894531,5.090196864945548,0.5122642144560813
94,52.21270751953125,4.91951220376151,0.5476852006145887
95,53.45305633544922,4.6609039306640625,0.5661682486534119
96,56.39990997314453,4.510838627815247,0.5942476562091282
97,53.3554801940918,4.427236276013511,0.593897608774049
98,52.04558563232422,4.390036140169416,0.5966413170099258
99,49.16442108154297,4.339376551764352,0.6039134114980698
100,43.37903594970703,6.974759033748081,0.5168278281177793
101,53.269142150878906,6.172824467931474,0.5007578688008444
102,52.03650665283203,5.748168775013514,0.5152216958148139
103,50.398399353027344,5.379711525780814,0.5420984987701688
104,49.533756256103516,5.093927724020823,0.56823910347053
105,52.9937629699707,4.86382590021406,0.5745228262884277
106,51.955909729003906,4.8016240426472265,0.5892463688339505
107,48.07743835449219,4.817805869238717,0.6087321617773601
108,57.778038024902344,4.552045992442539,0.6163623418126787
109,64.67440032958984,4.495566504342215,0.6349080268825803
