epoch,entropy_loss,relation_loss,overall_loss
0,3.581061302803364,0.46310219688652643,4.04416349968989
1,2.7524385728259224,0.4447344157659855,3.1971729885919093
2,1.850082954828468,0.4376598483589534,2.287742803187423
3,1.2014020549569548,0.40707029521854105,1.608472350175496
4,1.6356868361978143,0.475454248139027,2.1111410843368414
5,0.8000165264066021,0.3717573415903929,1.1717738679969947
6,0.7667146982730509,0.31778500812335975,1.0844997063964108
7,0.7412347872364105,0.26685879271024593,1.0080935799466564
8,1.2969822732397152,0.45730481933059475,1.7542870925703105
9,0.8142710000246245,0.22387041282500944,1.038141412849634
10,0.7833228555217431,0.18683020525639696,0.9701530607781397
11,0.7533343538417886,0.1707500862875227,0.9240844401293111
12,1.1364116381750171,0.45122438046555496,1.5876360186405722
13,0.8016441188492861,0.2494483578677553,1.0510924767170418
14,0.7337283893867943,0.21253408621283312,0.9462624755996273
15,0.7198929172621964,0.18232150214271034,0.9022144194049068
16,1.213732642391251,0.4952368211716403,1.7089694635628907
17,0.7137088382397057,0.3199878323805345,1.0336966706202402
18,0.709151475815715,0.25711496135875794,0.9662664371744726
19,0.6782980517779165,0.21326569614318533,0.8915637479211018
20,1.1745984852857363,0.549803601867224,1.7244020871529608
21,0.7161763690366821,0.3716319726758783,1.0878083417125601
22,0.7370126173830731,0.2694622992864929,1.0064749166695661
23,0.7491580063232793,0.239518497717708,0.9886765040409877
24,1.2196548692194307,0.6373672624980536,1.8570221317174838
25,0.737048781253672,0.42544368119200404,1.1624924624456758
26,0.7290599708366745,0.3348696679701308,1.0639296388068054
27,0.6700160103194716,0.2584169108840344,0.9284329212035061
28,1.2777819120613092,0.6425845933442031,1.9203665054055108
29,0.7791079015433546,0.4914431755481703,1.2705510770915243
30,0.626809827752627,0.43538179315488634,1.0621916209075133
31,0.6383060142194912,0.36610150946737924,1.0044075236868706
32,1.7687974183336155,0.7036027846859502,2.472400203019565
33,0.9793829940691812,0.6149562999891145,1.5943392940582959
34,0.819356537949312,0.5447560539470453,1.364112591896357
35,0.7526424439834618,0.4946543758872691,1.2472968198707308
36,2.07353214025722,0.7470528614910514,2.8205850017482716
37,1.6373945688595524,0.7154424428338507,2.3528370116934036
38,1.536863070553189,0.6859004261962203,2.2227634967494088
39,1.6560603075465299,0.6964848788972733,2.352545186443804
