epoch,entropy_loss,relation_loss,overall_loss
0,6.663262362183571,0.3908196634998276,7.0540820256834
1,6.146061634065331,0.39630072846050823,6.542362362525839
2,5.3618499336294825,0.352088645824882,5.713938579454363
3,4.051282913246679,0.32289647848215886,4.374179391728838
4,2.068058101168021,0.5388936844462224,2.6069517856142426
5,1.5267796729308738,0.49724727614652503,2.0240269490773986
6,1.0213878808083507,0.4857270068794065,1.5071148876877571
7,0.971176194542741,0.43091590723171125,1.4020921017744523
8,1.8900255688815712,0.5645217747074135,2.4545473435889846
9,1.0313204433390402,0.4722506596130185,1.5035711029520589
10,0.879615837062214,0.3875949399277932,1.2672107769900072
11,0.8192274135491135,0.3478637805569253,1.167091194106039
12,1.7039247110605105,0.5439632012093163,2.2478879122698268
13,1.0892305457401124,0.4071259524709762,1.4963564982110886
14,0.8504592138308084,0.4045160826320405,1.2549752964628487
15,0.7517533517296883,0.38483294689742303,1.1365862986271114
16,1.948500158614382,0.5619964827272665,2.5104966413416494
17,1.2237144396376909,0.4684745223379614,1.6921889619756523
18,0.8322148141604784,0.4648348971476158,1.297049711308094
19,0.6803755210680914,0.43539398384616745,1.115769504914259
20,2.0270757788466565,0.6293379054965578,2.656413684343214
21,1.2643476275606171,0.5198707447881348,1.784218372348752
22,0.9417524072461803,0.47387118531327344,1.4156235925594536
23,0.7388414924066302,0.45562972501928584,1.194471217425916
24,1.988030099359212,0.6216023706599634,2.6096324700191755
25,1.2187718849696876,0.6144051612305008,1.8331770462001882
26,0.9059974200904499,0.5269814573347331,1.4329788774251828
27,0.8450940400484003,0.5454717239701378,1.390565764018538
28,2.0240061066223616,0.6847072262054217,2.708713332827784
29,1.3701672570315515,0.6303196494318357,2.000486906463387
30,1.1641995905274303,0.5997141893445698,1.7639137798720002
31,1.1932097782003295,0.5153684203645452,1.708578198564875
32,2.6194202079975417,0.6614417896819516,3.280861997679493
33,2.055782310062329,0.6092582811290586,2.6650405911913877
34,1.6328754168850463,0.6283250337565754,2.2612004506416215
35,1.4423771772065381,0.6255355003664781,2.0679126775730166
36,2.556268508109657,0.7484829457944665,3.3047514539041227
37,2.655036508851475,0.7615835748470695,3.4166200836985445
38,2.4491629018978425,0.6912316994786939,3.1403946013765367
39,2.4881242382691595,0.7063039990164247,3.1944282372855843
