epoch,entropy_loss,relation_loss,overall_loss
0,5.447500993798161,0.4608804181918342,5.908381411989994
1,4.9713689989922045,0.4443629874767999,5.415731986469005
2,4.242745539568408,0.4164460153079219,4.65919155487633
3,3.269357113629392,0.39897212272115107,3.6683292363505435
4,2.2660108153847958,0.5513387416803699,2.817349557065166
5,1.3101608926187225,0.46530063515488373,1.7754615277736063
6,0.9069489975067476,0.3511543697216425,1.2581033672283903
7,0.7303536692686833,0.388525579536003,1.1188792488046866
8,1.9163064712327016,0.5705985778088932,2.4869050490415954
9,0.9433395881420809,0.4371135201315222,1.380453108273603
10,0.7618636820104929,0.34950125267497767,1.1113649346854704
11,0.7351766645435682,0.3403568003746419,1.07553346491821
12,1.5257664618750002,0.48445328573607294,2.010219747611073
13,0.8210189762507436,0.41997192874344846,1.240990904994192
14,0.7762217625722254,0.3935977425762682,1.1698195051484936
15,0.6871893113413002,0.3241099829255094,1.0112992942668098
16,1.5868344991495524,0.5795814605420294,2.166415959691582
17,0.9106982655398138,0.4600339844687962,1.37073225000861
18,0.6771658118653471,0.4408908515733933,1.1180566634387403
19,0.6906795144368341,0.39231729546453314,1.0829968099013672
20,1.5891143962958385,0.6521924955925846,2.241306891888423
21,0.8985405969385842,0.5785593819309934,1.4770999788695778
22,0.665669692574289,0.4516280716900647,1.1172977642643538
23,0.6267898226450376,0.4083126495437894,1.035102472188827
24,1.5666242151792822,0.6515380827339607,2.218162297913243
25,0.8540207587008699,0.6389923920566776,1.4930131507575477
26,0.6932852622397581,0.5467965702211081,1.2400818324608662
27,0.7436444063254732,0.4635092404390848,1.2071536467645583
28,1.6362441525015692,0.6851235132988289,2.321367665800398
29,1.1147283346953731,0.7265749585580139,1.8413032932533873
30,0.9214123744907854,0.5075096057260324,1.4289219802168178
31,0.7471294628176318,0.5925609134483368,1.3396903762659687
32,1.7780229260397031,0.6744295050709533,2.452452431110656
33,1.4694502586717488,0.6869498082487672,2.1564000669205163
34,1.0511348778284253,0.691462618397511,1.7425974962259363
35,0.8780753309066424,0.5911819807224908,1.4692573116291332
36,2.2905732984614238,0.6904062130789848,2.9809795115404087
37,1.9677352553783665,0.7574119799983823,2.725147235376749
38,1.9463731954143415,0.7339124790762629,2.6802856744906043
39,2.157774527655092,0.7210282362492744,2.8788027639043663
