epoch,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
0,-1.0,-1.0,-1.0,-1.0,0.4000000059604645,-1.0,-1.0,-1.0,0.8862366676330566,-1.0,-1.0,0.7455147504806519,-1.0,-1.0,0.0625,-1.0,-1.0,0.10000000149011612,-1.0,0.0625,37.61252212524414
1,-1.0,-1.0,-1.0,-1.0,0.27905982732772827,-1.0,-1.0,-1.0,0.9186440706253052,-1.0,-1.0,0.7070226669311523,-1.0,-1.0,0.07692307978868484,-1.0,-1.0,0.05263157933950424,-1.0,0.0833333358168602,35.293575286865234
2,-1.0,-1.0,-1.0,-1.0,0.5101190209388733,-1.0,-1.0,-1.0,0.9600682258605957,-1.0,-1.0,0.8626040816307068,-1.0,-1.0,0.09090909361839294,-1.0,-1.0,0.0714285746216774,-1.0,0.10000000149011612,43.25214767456055
3,-1.0,-1.0,-1.0,-1.0,0.5899471044540405,-1.0,-1.0,-1.0,0.8862366676330566,-1.0,-1.0,0.7594952583312988,-1.0,-1.0,0.0625,-1.0,-1.0,0.0833333358168602,-1.0,0.1111111119389534,41.543724060058594
4,-1.0,-1.0,-1.0,-1.0,0.6015734076499939,-1.0,-1.0,-1.0,0.8862366676330566,-1.0,-1.0,0.9958333373069763,-1.0,-1.0,1.0,-1.0,-1.0,0.5,-1.0,1.0,83.06072235107422
5,-1.0,-1.0,-1.0,-1.0,0.624618411064148,-1.0,-1.0,-1.0,0.904755175113678,-1.0,-1.0,0.9866269826889038,-1.0,-1.0,1.0,-1.0,-1.0,0.5,-1.0,0.25,71.10001373291016
6,-1.0,-1.0,-1.0,-1.0,0.6051587462425232,-1.0,-1.0,-1.0,0.9600682258605957,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.1666666716337204,-1.0,0.3333333432674408,67.7537841796875
7,-1.0,-1.0,-1.0,-1.0,0.6722583174705505,-1.0,-1.0,-1.0,0.98354572057724,-1.0,-1.0,0.9437987208366394,-1.0,-1.0,0.3333333432674408,-1.0,-1.0,0.25,-1.0,1.0,69.71559143066406
8,-1.0,-1.0,-1.0,-1.0,0.536796510219574,-1.0,-1.0,-1.0,0.8862366676330566,-1.0,-1.0,0.9888888597488403,-1.0,-1.0,1.0,-1.0,-1.0,0.20000000298023224,-1.0,1.0,76.86537170410156
9,-1.0,-1.0,-1.0,-1.0,0.5874999761581421,-1.0,-1.0,-1.0,0.9939895868301392,-1.0,-1.0,0.9689987897872925,-1.0,-1.0,0.1428571492433548,-1.0,-1.0,0.25,-1.0,1.0,65.72242736816406
10,-1.0,-1.0,-1.0,-1.0,0.8238095045089722,-1.0,-1.0,-1.0,0.9656237959861755,-1.0,-1.0,0.9866269826889038,-1.0,-1.0,1.0,-1.0,-1.0,0.5,-1.0,1.0,87.93433380126953
11,-1.0,-1.0,-1.0,-1.0,0.700264573097229,-1.0,-1.0,-1.0,0.9872494339942932,-1.0,-1.0,0.9921568632125854,-1.0,-1.0,0.5,-1.0,-1.0,0.20000000298023224,-1.0,0.3333333432674408,61.883399963378906
12,-1.0,-1.0,-1.0,-1.0,0.89682537317276,-1.0,-1.0,-1.0,0.9297552108764648,-1.0,-1.0,0.9711501002311707,-1.0,-1.0,0.25,-1.0,-1.0,1.0,-1.0,1.0,84.12883758544922
13,-1.0,-1.0,-1.0,-1.0,0.6645363569259644,-1.0,-1.0,-1.0,0.8862366676330566,-1.0,-1.0,0.9859648942947388,-1.0,-1.0,1.0,-1.0,-1.0,0.1428571492433548,-1.0,1.0,77.99324798583984
14,-1.0,-1.0,-1.0,-1.0,0.9055555462837219,-1.0,-1.0,-1.0,0.9469509720802307,-1.0,-1.0,0.9742001891136169,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,97.11177825927734
15,-1.0,-1.0,-1.0,-1.0,0.7291666865348816,-1.0,-1.0,-1.0,0.904755175113678,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0833333358168602,-1.0,0.25,66.12091827392578
16,-1.0,-1.0,-1.0,-1.0,0.738095223903656,-1.0,-1.0,-1.0,0.9753039479255676,-1.0,-1.0,0.9745543599128723,-1.0,-1.0,0.20000000298023224,-1.0,-1.0,0.3333333432674408,-1.0,0.3333333432674408,59.24366760253906
17,-1.0,-1.0,-1.0,-1.0,0.9102563858032227,-1.0,-1.0,-1.0,0.9656237959861755,-1.0,-1.0,0.9515774250030518,-1.0,-1.0,1.0,-1.0,-1.0,0.25,-1.0,1.0,84.6242904663086
18,-1.0,-1.0,-1.0,-1.0,0.7544973492622375,-1.0,-1.0,-1.0,0.9600682258605957,-1.0,-1.0,0.9595394730567932,-1.0,-1.0,0.125,-1.0,-1.0,0.09090909361839294,-1.0,1.0,64.83356475830078
19,-1.0,-1.0,-1.0,-1.0,0.9444444179534912,-1.0,-1.0,-1.0,0.9469509720802307,-1.0,-1.0,0.969882607460022,-1.0,-1.0,1.0,-1.0,-1.0,0.25,-1.0,1.0,85.1879653930664
20,-1.0,-1.0,-1.0,-1.0,0.5600389838218689,-1.0,-1.0,-1.0,0.9795774221420288,-1.0,-1.0,0.9913889169692993,-1.0,-1.0,0.25,-1.0,-1.0,0.5,-1.0,0.25,58.85009002685547
21,-1.0,-1.0,-1.0,-1.0,0.976190447807312,-1.0,-1.0,-1.0,0.9390144348144531,-1.0,-1.0,0.9877124428749084,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.07692307978868484,82.9973373413086
22,-1.0,-1.0,-1.0,-1.0,0.8374999761581421,-1.0,-1.0,-1.0,0.9469509720802307,-1.0,-1.0,0.9958333373069763,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,96.33807373046876
