epoch,mAP,asym_loss,dynamic_adj_loss,overall_loss
0,32.55274200439453,42.13635283497208,48.91597763697307,91.05233081520025
1,66.26288604736328,6.705149072281856,34.64953933201781,41.35468852266353
2,73.68582153320312,5.454212108825112,31.221554336818386,36.675766451138955
3,76.32125854492188,4.9249689502918965,28.084900886454463,33.009869785173564
4,78.48648071289062,4.651080834104663,25.05668925900831,29.707770083812953
5,79.0826644897461,4.616542872807657,20.952591976375448,25.569134786619358
6,78.9373779296875,4.599377102040232,10.439461265895378,15.038838398372015
7,79.84366607666016,4.518375406028532,6.295255743019971,10.813631118612095
8,82.6052017211914,4.0862888104104,4.8569017264014445,8.943190533218655
9,83.9419937133789,3.986970397597509,5.282071140641018,9.269041554302184
10,85.2369155883789,3.6962452332178737,3.390122413001162,7.086367651080411
11,85.01017761230469,3.6770674015613327,2.8865240222596107,6.563591421073209
12,86.52350616455078,3.4280785408848553,2.307517426233765,5.735595966061803
13,87.8175277709961,3.28410229023467,2.4153143435927977,5.699416667011607
14,88.43150329589844,3.222696681183281,1.8866583186049832,5.109354993975752
15,89.04158782958984,2.989255750010198,1.6345044028885825,4.62376015617492
16,89.50366973876953,2.8753477835908843,1.582147696762221,4.457495477182644
17,90.11400604248047,2.943261144748816,1.5280067973525806,4.471267933118426
18,90.3215560913086,2.7077704754175884,1.367768212413112,4.075538690842635
19,90.48954772949219,2.7447128541080654,1.3207020045172229,4.065414850170733
20,91.74124145507812,2.567728759971914,1.2772273624196961,3.844956119432519
21,92.07107543945312,2.509777796870851,1.288047216885479,3.7978250145489465
22,92.36726379394531,2.409189671383683,1.1451855288118336,3.554375189838681
23,93.68315124511719,2.2541716678979573,1.0814993813739593,3.335671052231009
24,92.9776382446289,2.255147157620029,0.9954135839609384,3.2505607389389195
25,93.2864990234375,2.189311170408912,0.9880969109053309,3.1774080818426524
26,94.13707733154297,2.0932446684397696,1.0087363118609625,3.1019809761791355
27,94.12052917480469,2.0575883072530106,0.9161517594194586,2.9737400632378077
28,94.42431640625,1.9687777680496803,0.851493458798591,2.8202712337176
29,94.72734069824219,1.9406706390651416,0.8468294128881272,2.7875000456123487
30,95.26718139648438,1.875813730325259,0.7760366832850674,2.6518504163052175
31,95.29003143310547,1.8987792537990198,0.8495079464946235,2.748287194164084
32,95.89136505126953,1.8027556448752147,0.778639085168111,2.5813947292507113
33,95.95735931396484,1.68639588033688,0.7957172312952102,2.4821131080389005
34,95.89017486572266,1.6347161033686164,0.7438396723769236,2.378555771729624
35,96.32492065429688,1.6728040454446833,0.7116476629748412,2.3844517126996467
36,96.90135192871094,1.4777531097015595,0.6967403237701307,2.1744934305654358
37,96.64761352539062,1.5528432691984988,0.631498478194501,2.184341744962316
38,97.23291015625,1.440878881260436,0.6501608423307436,2.0910397233269746
39,96.64805603027344,1.4751547024393759,0.630213053513926,2.105367757749895
40,97.30386352539062,1.382496543704195,0.6633233358779695,2.0458198783668213
41,97.5827865600586,1.2872256837943765,0.5833288622980424,1.8705545463037823
42,97.50989532470703,1.4265166824908124,0.5947737770934477,2.0212904523450423
43,97.48065948486328,1.2856580866566796,0.5949962669124842,1.880654352142456
44,97.95335388183594,1.2752296743874845,0.5172348730530296,1.792464553253024
45,97.73988342285156,1.283212409533085,0.5439492218619122,1.827161631896986
46,98.37604522705078,1.1765762759861356,0.5514034068225123,1.7279796819103512
47,98.01966857910156,1.201953089459145,0.5904947684694685,1.7924478590911155
48,98.03192138671875,1.116798203332839,0.5076149910265673,1.6244131990358341
49,97.87720489501953,1.2005246783613317,0.5082974966536177,1.7088221787138178
50,97.92024230957031,1.1725808971739828,0.4881929512670699,1.6607738447950242
51,98.43852996826172,1.048349128917177,0.4580654862290579,1.5064146144593014
52,98.65765380859375,1.0065398264597072,0.48102662131084645,1.4875664464759495
53,97.97874450683594,1.0627013039610056,0.45485291764774227,1.5175542239601731
