epoch,entropy_loss,relation_loss,overall_loss
0,7.19850947913755,0.503171533542784,7.701681012680333
1,6.487187618662742,0.48482817950315377,6.972015798165896
2,5.423340286228056,0.43918236494939067,5.862522651177447
3,4.017150462006163,0.40570669820494554,4.422857160211108
4,2.5783231738934465,0.509636935031237,3.0879601089246838
5,1.7376257498109313,0.5088863250414551,2.246512074852386
6,1.2609685385833012,0.4663258511163666,1.7272943896996678
7,1.0959294350069377,0.43914934237965786,1.5350787773865955
8,1.9169347152398855,0.5766211776751792,2.493555892915064
9,1.254718482416406,0.5266426922011183,1.781361174617524
10,1.1042489010713987,0.46512246638350646,1.569371367454905
11,1.1627840669156195,0.3995035365172023,1.5622876034328217
12,2.1973892251430662,0.562730624532353,2.7601198496754193
13,1.2404145739101673,0.46559700866039005,1.7060115825705569
14,1.0831100940308298,0.42553319573621123,1.5086432897670412
15,1.0111875932682253,0.4453808370962534,1.4565684303644788
16,2.0584689301892554,0.5885125796666026,2.6469815098558573
17,1.3690936297375222,0.5228458366743451,1.891939466411867
18,1.146130531105403,0.5090100424139882,1.6551405735193914
19,1.0087878430710764,0.47864120394221077,1.4874290470132872
20,1.9181132032521495,0.6381119553955071,2.5562251586476563
21,1.2647636087157237,0.5540960011170413,1.8188596098327652
22,1.1048121926877612,0.5335944144784858,1.638406607166247
23,1.0869719493538397,0.5043535588393364,1.591325508193176
24,1.9630772927079279,0.6530776010140785,2.616154893722006
25,1.5388158585789904,0.586260254753634,2.125076113332625
26,1.2390271196766078,0.5483933760284673,1.7874204957050752
27,1.025107000261778,0.5339821644631965,1.5590891647249747
28,2.3416874077874597,0.6955201005845031,3.037207508371963
29,1.6431321683214557,0.6375056561972493,2.280637824518705
30,1.3587395716673827,0.6172698967788491,1.9760094684462315
31,1.2008267905315837,0.661880774979653,1.8627075655112368
32,2.6347076680488923,0.7993399352029319,3.4340476032518246
33,1.9644236073060795,0.7188629722050645,2.6832865795111434
34,1.7297540618297476,0.6515536100780751,2.381307671907823
35,1.3763622994424896,0.6870571377513369,2.0634194371938266
36,3.21618639623388,0.8184085165822006,4.034594912816081
37,2.876191381543244,0.8216329375334009,3.6978243190766444
38,2.8361307526447477,0.7743668650342058,3.610497617678954
39,2.7849555390159373,0.7628210380754179,3.5477765770913545
