3,0,0,216,0
7,37,0,395,0
11,132,0,516,0
15,246,0,618,0
19,373,0,707,0
23,490,0,791,15
27,598,0,865,49
31,691,0,946,91
35,817,0,1011,116
39,938,0,1079,143
43,1068,0,1140,168
47,1211,0,1191,190
51,1351,0,1241,216
55,1488,0,1289,247
59,1616,0,1347,277
63,1747,0,1394,315
67,1877,0,1441,354
71,2018,0,1482,388
