3,0,0,732,3460
7,939,457,1833,5155
11,1830,973,3098,6675
15,2761,1549,4431,8027
19,3759,2156,5788,9257
23,4740,2708,7290,10414
27,5719,3267,8828,11530
31,6781,3829,10333,12593
35,7866,4379,11953,13530
39,8969,4974,13494,14483
43,10101,5504,15123,15384
