epoch,entropy_loss,relation_loss,overall_loss
0,2.336093215023036,0.49511610972821035,2.831209324751244
1,1.389572338550569,0.4889990297262379,1.8785713682768077
2,1.0098160286189966,0.49000271996340294,1.4998187485823997
3,0.9349800805103219,0.47989156833946045,1.414871648849782
4,0.9758859364413023,0.4057250611739266,1.3816109976152289
5,0.8471431466526248,0.3064422306187224,1.1535853772713467
6,0.8266549832592869,0.27266522905536505,1.0993202123146526
7,0.7925912148378788,0.274591120648386,1.0671823354862653
8,0.9645081905363637,0.3065874201754109,1.2710956107117741
9,0.8555504417422484,0.18507297631439196,1.040623418056641
10,0.8142983638330856,0.18059404295813158,0.994892406791217
11,0.7721289195354384,0.18185990567159246,0.9539888252070308
12,0.912668925451751,0.28231539532849736,1.1949843207802482
13,0.8331707504102988,0.1894102921452161,1.022581042555515
14,0.7920141518451396,0.18576619398444877,0.9777803458295883
15,0.7492362048188174,0.18987050917247061,0.9391067139912879
16,0.8717860565767149,0.3454055733261256,1.2171916299028414
17,0.8181683323213724,0.21510621148571116,1.0332745438070836
18,0.7974403429744001,0.18336982117205064,0.9808101641464514
19,0.7604739108421698,0.19204225576974368,0.9525161666119131
20,0.8457104762716832,0.37132190404283905,1.2170323803145222
21,0.8143664500290761,0.22397168313294663,1.0383381331620227
22,0.7614391300127681,0.20503394568997296,0.9664730757027402
23,0.7120002697988342,0.21193464330418257,0.9239349131030168
24,0.8557461883811907,0.41115275366975057,1.2668989420509413
25,0.7644736187660746,0.25398997319619826,1.0184635919622727
26,0.7326122520814239,0.23720562271825815,0.969817874799682
27,0.7357678057537423,0.23181454289187706,0.9675823486456192
28,0.821942040821034,0.4614575699545716,1.2833996107756065
29,0.7318382907587526,0.30559554245760717,1.0374338332163602
30,0.6781142980753231,0.2921365792508277,0.9702508773261507
31,0.6722608664969753,0.2738869643590981,0.9461478308560731
32,0.812319198785795,0.5641288074120538,1.3764480061978486
33,0.6699269434547923,0.41940943933126684,1.0893363827860596
34,0.6730710207376851,0.3644721431908413,1.0375431639285264
35,0.6464098600060796,0.3506764369671791,0.9970862969732595
36,1.0878893997674406,0.6648628159859821,1.752752215753422
37,0.7915515785249363,0.5761387557562336,1.3676903342811704
38,0.7657734702995672,0.5702108410736112,1.335984311373178
39,0.7809979256116459,0.5477496903303978,1.3287476159420444
