3,66,121,0,29
7,176,121,0,135
11,286,121,0,241
15,398,121,0,345
19,510,121,0,449
23,619,121,0,556
27,730,121,0,661
31,837,121,0,770
35,944,121,0,879
39,1054,121,0,985
43,1161,121,0,1094
47,1269,121,0,1202
