epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.5088836741535367,0.8055899522377499,0.6237501712094233,0.10302715012679897,0.17994451941238906,0.13103199374117877,0.7166030534351145,0.39854944277374843,0.5122200750255769,0.3921589088604393,0.06284650499471629,0.10833197176975011,13.385679244995117,7.213840215260746
1,0.5620899439341525,0.8329503270284603,0.6712250712250712,0.37604088255661805,0.20987358793237212,0.2693944362410015,0.7630407124681934,0.424076365564787,0.5451653221224861,0.7487734066983157,0.07968006526139984,0.14403298659752284,18.15968894958496,6.3757674957959685
2,0.5726343319067998,0.8521139218114275,0.6849626733025239,0.32741198170240327,0.2394420490898603,0.276600999681787,0.7951653944020356,0.4422430567840085,0.5683755825849721,0.8297047491003237,0.0883183055735928,0.15964330567478408,20.83515167236328,6.009069494618716
3,0.5840782797777241,0.8551467987265653,0.6940855584266438,0.31911592538091627,0.25184578709666366,0.28151800601092974,0.8113867684478372,0.45118500176865933,0.579904523755399,0.8268979801923411,0.10072652968469019,0.17957818721089086,23.617027282714844,5.799620694786538
4,0.5970704766478568,0.8797098885547497,0.7113431554856243,0.42589880305770844,0.4478583203766341,0.43660261523962796,0.8593350383631714,0.47549973465416595,0.612230953194397,0.8200957248607308,0.17675666643049426,0.2908301926075915,44.61131286621094,5.299400596218258
5,0.6176969696969697,0.9013088079235939,0.7330264672036824,0.5326614345857158,0.4987084982744535,0.5151260971788938,0.8816793893129771,0.490272373540856,0.6301432143669015,0.8960985689790139,0.23834805353317565,0.376541911186689,50.48820495605469,4.77022300694735
6,0.6333210286698658,0.9104900053069167,0.7470246734397678,0.5492413307129773,0.545052700256986,0.547138999072299,0.8991730279898219,0.5000884486113568,0.6427191087870866,0.8978658070642955,0.26583816839568153,0.41021944867162097,56.79145050048828,4.463171730514702
7,0.6397377211431399,0.9147355386520432,0.7529120559114735,0.6252708708505613,0.6206830607335091,0.6229685192511413,0.9013994910941476,0.501326729170352,0.6443105604183245,0.9335558949181828,0.2903934826738158,0.4429898042504371,67.39912414550781,4.292877732342436
8,0.5957852125253006,0.8851937024588714,0.7122117847993168,0.4218114516291606,0.4535820951162014,0.43712024765385815,0.856687898089172,0.4758535290995931,0.611850335494143,0.8527848686109121,0.21497916688015953,0.3433923123242582,44.33176040649414,5.297328163649292
9,0.6236139880589741,0.9055201698513801,0.738581427231402,0.5648648207337564,0.5524033391682883,0.5585645852100195,0.8845419847328244,0.49203821656050956,0.6323328785811733,0.8698390670966287,0.24602672868250117,0.3835652297391169,57.10204315185547,4.725114753228103
10,0.6333169653817825,0.9121287128712872,0.7475728155339806,0.5343004613706058,0.5531259101314977,0.5435502333294734,0.9007317849188673,0.5005304101838756,0.6434822138879418,0.9305643971675224,0.291501742976143,0.4439385640682054,58.78744888305664,4.435555109085926
11,0.6411691542288557,0.9123893805309734,0.7531044558071585,0.5259022624002883,0.5914456736305486,0.5567515861784055,0.9115776081424937,0.5072566371681416,0.6518080509438253,0.9476914306150299,0.3083090416539575,0.46525752690005934,62.418853759765625,4.2344113834031685
12,0.5955122877834501,0.88668905780449,0.7125,0.4092025159195629,0.47381150519051396,0.43914333263214084,0.8692332166719695,0.48294148842142476,0.6209090909090909,0.7897493248437284,0.22618211004296684,0.3516520161975003,45.41044235229492,5.157731200902519
13,0.6242851928458449,0.9074991156703219,0.7397102285014057,0.5602617167005008,0.5608778210221909,0.5605695995762023,0.8839058524173028,0.49151043509020165,0.6317344851102523,0.8682101712695011,0.22746660465745958,0.3604873702295389,56.143367767333984,4.646828483079226
14,0.6358595194085028,0.9121442460668199,0.7493465001452222,0.5335283095488338,0.5852498109738056,0.5581935087660851,0.8985368956743003,0.4993812975075128,0.6419725031246449,0.9375919430234122,0.2677216664016764,0.4165118114127032,59.65962219238281,4.392958282514383
15,0.6422794575090208,0.9137900513365197,0.7543475084027473,0.5257732641142664,0.5902908204936274,0.5561672232767194,0.9099872773536896,0.5064613205877146,0.6507449107244399,0.9211537035536772,0.30758355578089586,0.4611754537552162,63.591033935546875,4.183659786486442
16,0.6024703201822761,0.8890461865156609,0.7182273052180128,0.42738669081866915,0.492323699874245,0.4575627263324303,0.8591908251035362,0.4772606618297646,0.6136518771331058,0.7975449722864206,0.23707259713223888,0.3654994144666247,49.31077194213867,5.177758354267089
17,0.6218354430379747,0.9040877720757388,0.7368572870844451,0.49072250619409014,0.48609800139583464,0.48839930703224455,0.8937659033078881,0.4972571226331623,0.6389994314951678,0.908420139401032,0.2541644951149863,0.39719800043506864,50.56297302246094,4.631410828073519
18,0.6391304347826087,0.9107806691449815,0.7511497189575881,0.5554409128273347,0.5888581713998546,0.5716615957428007,0.9017175572519084,0.5018587360594795,0.6448311156601843,0.9247611196204417,0.26938494943916974,0.4172299083117056,60.32187271118164,4.3353468161502855
19,0.6519718663652349,0.9176241824288492,0.7623173507599678,0.5887255522507848,0.6022638543495012,0.5954177565100623,0.916030534351145,0.5091037652465972,0.6544710828314965,0.934682928629623,0.31596938094633115,0.47228343813692025,63.214481353759766,4.113883998557807
