agg_iter,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
28,0.9481019377708435,0.8172752857208252,0.8627806305885315,0.7677953243255615,0.46923181414604187,0.7233114838600159,0.8404644131660461,0.8486601114273071,0.2823501527309418,0.7336385846138,0.5829277634620667,0.7742393612861633,0.9206939935684204,0.7993190884590149,0.9015411138534546,0.5814867615699768,0.738768994808197,0.5837982892990112,0.930780291557312,0.6242303252220154,72.09115188056613
29,0.9073342084884644,0.7820714712142944,0.8506496548652649,0.8224672079086304,0.470912367105484,0.747319757938385,0.8552573919296265,0.8432883024215698,0.26120075583457947,0.7627542614936829,0.4793107509613037,0.7790523767471313,0.8859732151031494,0.8168518543243408,0.9064925312995911,0.6025780439376831,0.778344988822937,0.563853919506073,0.9327490329742432,0.6321231722831726,72.13090543379639
30,0.9293842911720276,0.8216975331306458,0.8516516089439392,0.7833325266838074,0.515816330909729,0.7720246911048889,0.8531801700592041,0.8538805246353149,0.2654356062412262,0.7809544205665588,0.5542674660682678,0.787865936756134,0.9061064124107361,0.7819594144821167,0.9071429967880249,0.5310565829277039,0.7700690627098083,0.6462789177894592,0.9216966032981873,0.6661475300788879,73.29160369053926
31,0.9189752340316772,0.8066875338554382,0.8655382394790649,0.7336787581443787,0.504237949848175,0.7688176035881042,0.8366866111755371,0.8519577383995056,0.2542015612125397,0.6801119446754456,0.5674003958702087,0.791079580783844,0.8996917009353638,0.8233083486557007,0.9158613085746765,0.6290342807769775,0.7478269338607788,0.6328495740890503,0.9227297306060791,0.6489760279655457,72.7572856804873
32,0.9282407164573669,0.8189300298690796,0.8709858059883118,0.8071624636650085,0.4784591495990753,0.7252629399299622,0.8429018259048462,0.8445348143577576,0.259223073720932,0.7810689210891724,0.598642110824585,0.7810505628585815,0.9083427786827087,0.832358181476593,0.9092961549758911,0.5602617263793945,0.756735622882843,0.6172982454299927,0.9278682470321655,0.6395235657691956,73.07120734758897
33,0.9414361715316772,0.8051779866218567,0.8807735443115234,0.8234831094741821,0.46017518639564514,0.7063724994659424,0.8515598773956299,0.8578367233276367,0.309264212846756,0.8265842199325562,0.6031596660614014,0.8209952116012573,0.9248475432395935,0.8385911583900452,0.9187449216842651,0.5870622396469116,0.8332364559173584,0.615176796913147,0.9340994954109192,0.6569817662239075,74.29367741889475
34,0.9346644282341003,0.825075626373291,0.8765894770622253,0.8809758424758911,0.4385271370410919,0.7919231057167053,0.8478637933731079,0.8628914952278137,0.2502073645591736,0.792590320110321,0.681830108165741,0.7999663352966309,0.9203986525535583,0.8316348791122437,0.91126549243927,0.5729068517684937,0.8118526935577393,0.5873964428901672,0.9320988655090332,0.6517624258995056,74.52430574519505
35,0.9377608299255371,0.7903867959976196,0.8662059307098389,0.82530277967453,0.4731205403804779,0.7951414585113525,0.8514650464057922,0.8545398116111755,0.2956780195236206,0.798757016658783,0.6241496205329895,0.815410852432251,0.9059330821037292,0.7988623380661011,0.9130337834358215,0.5690922141075134,0.8300415873527527,0.6169738173484802,0.9268156290054321,0.6712899208068848,74.1321170390473
36,0.9432639479637146,0.8040808439254761,0.8751285076141357,0.8418766260147095,0.5145697593688965,0.729456901550293,0.8438450694084167,0.89314866065979,0.2993333637714386,0.8048981428146362,0.6888253092765808,0.7883063554763794,0.9065060019493103,0.8385869860649109,0.9326320290565491,0.5341814756393433,0.8215630054473877,0.627427339553833,0.921549916267395,0.6632847785949707,75.17917158560371
37,0.9412781000137329,0.810714602470398,0.8839353322982788,0.8506656289100647,0.4719955027103424,0.7499746084213257,0.8495563268661499,0.8682861328125,0.29530468583106995,0.851127564907074,0.6232439875602722,0.7946602702140808,0.920245885848999,0.8471966981887817,0.9221687316894531,0.5705872774124146,0.7622597813606262,0.6641486883163452,0.92549067735672,0.6616753339767456,74.89156904127326
38,0.935048520565033,0.8130148649215698,0.8853440880775452,0.840491533279419,0.4715858995914459,0.765302300453186,0.8637847900390625,0.896687924861908,0.3120189905166626,0.8039923906326294,0.5589784383773804,0.8144445419311523,0.9266660213470459,0.8419787287712097,0.9230760335922241,0.5293093323707581,0.7988566756248474,0.6616653800010681,0.9404261112213135,0.6452628374099731,74.8411797938578
39,0.9420616626739502,0.8154892921447754,0.8785969018936157,0.8617857098579407,0.47836750745773315,0.7787932753562927,0.8577665686607361,0.8806544542312622,0.31358659267425537,0.798276960849762,0.5974416732788086,0.7910606265068054,0.9225258231163025,0.8435746431350708,0.9142491221427917,0.5604256987571716,0.8184980750083923,0.6273905634880066,0.9335535168647766,0.6459236145019531,74.75323324254876
40,0.9381293058395386,0.7892236709594727,0.8815829753875732,0.8641687035560608,0.48301199078559875,0.7557410001754761,0.8622850775718689,0.8895279765129089,0.26476913690567017,0.8433724045753479,0.5591254234313965,0.8248964548110962,0.9210842251777649,0.8011626601219177,0.9328023195266724,0.5801527500152588,0.8107542395591736,0.6182831525802612,0.9398893117904663,0.6538332104682922,74.85749429563067
41,0.941540539264679,0.8272231221199036,0.8994641304016113,0.8664096593856812,0.48822006583213806,0.7789173722267151,0.8607019782066345,0.909264862537384,0.31014853715896606,0.8527863025665283,0.6668270230293274,0.8167374134063721,0.9262741804122925,0.8227834701538086,0.9231328368186951,0.58327317237854,0.8184324502944946,0.6454713940620422,0.9418736100196838,0.6883561015129089,76.43344250421899
42,0.9419559836387634,0.8265302777290344,0.8896255493164062,0.828667163848877,0.476016104221344,0.7619831562042236,0.859366774559021,0.8764182925224304,0.3015303909778595,0.8453090190887451,0.5673910975456238,0.8356497883796692,0.925991952419281,0.8234730362892151,0.9202147126197815,0.5435540676116943,0.8290835618972778,0.643239438533783,0.9381627440452576,0.6674129962921143,75.03219414023766
43,0.9448518753051758,0.8341712951660156,0.886755645275116,0.8421108722686768,0.5016459822654724,0.7665492296218872,0.8690008521080017,0.8464503884315491,0.3008176386356354,0.8094933032989502,0.6689523458480835,0.7967884540557861,0.932170569896698,0.8322364091873169,0.9271237850189209,0.5992372035980225,0.8460248112678528,0.5943293571472168,0.929861843585968,0.702876627445221,75.86754809052043
44,0.9390597343444824,0.8404914736747742,0.887896716594696,0.8776878118515015,0.498196542263031,0.7708714604377747,0.8564085364341736,0.893312394618988,0.2829350531101227,0.8510079979896545,0.5499680042266846,0.8076809644699097,0.9289331436157227,0.8380399942398071,0.9232555031776428,0.5860283970832825,0.8269241452217102,0.6503869891166687,0.9503998756408691,0.6853470206260681,75.94277896778333
45,0.9406827688217163,0.8283076882362366,0.8896319270133972,0.8462191224098206,0.4381381869316101,0.800469160079956,0.8590924739837646,0.89775550365448,0.28118884563446045,0.8343058824539185,0.5766230821609497,0.8290250897407532,0.926846981048584,0.8517608046531677,0.916315495967865,0.5991745591163635,0.8240172266960144,0.626649796962738,0.933769941329956,0.662362813949585,75.21299661435759
46,0.9369449615478516,0.8224039077758789,0.869979739189148,0.861164927482605,0.48519986867904663,0.7955658435821533,0.8645177483558655,0.8597661852836609,0.2744874954223633,0.8440901637077332,0.6101824641227722,0.8257895112037659,0.9252200722694397,0.8244479298591614,0.927709698677063,0.611919641494751,0.8178947567939758,0.6456659436225891,0.9500457644462585,0.6547491550445557,75.57956895007985
47,0.9400758147239685,0.8355390429496765,0.8891873359680176,0.8822188377380371,0.4758833050727844,0.7956165075302124,0.8575055003166199,0.8836931586265564,0.287310391664505,0.8510714173316956,0.5770028829574585,0.8166244029998779,0.9313709735870361,0.8794419169425964,0.9243454337120056,0.6129744052886963,0.822370707988739,0.6239339113235474,0.9453796744346619,0.6470807194709778,75.86360683224201
48,0.9599788784980774,0.8531590104103088,0.9083179831504822,0.8527652025222778,0.5231034755706787,0.8114053010940552,0.8631958961486816,0.8925647735595703,0.28061234951019287,0.8459628224372864,0.5856048464775085,0.8235828280448914,0.9319115877151489,0.8652011156082153,0.9251501560211182,0.6430458426475525,0.8136096000671387,0.6402649879455566,0.9476599097251892,0.6603435277938843,76.53124832445646
49,0.9546064734458923,0.836094319820404,0.8987505435943604,0.8139744400978088,0.4916486442089081,0.8027834892272949,0.867002546787262,0.8878531455993652,0.21864289045333862,0.8637490272521973,0.51517254114151,0.8415650129318237,0.928290605545044,0.8526168465614319,0.9040667414665222,0.5930812954902649,0.8438594341278076,0.6365434527397156,0.9536404013633728,0.6627710461616516,74.98535497524952
