agg_iter,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
0,0.9727296233177185,0.8424059152603149,0.9268235564231873,0.8839664459228516,0.580016553401947,0.8184557557106018,0.8788571357727051,0.8708785772323608,0.34076687693595886,0.7317821979522705,0.6362151503562927,0.8743412494659424,0.9239636659622192,0.8867794275283813,0.9163827300071716,0.6173058152198792,0.8025912642478943,0.7056453227996826,0.9509195685386658,0.7105284333229065,76.77393577970018
1,0.9746506214141846,0.8909522891044617,0.9383373260498047,0.9217807650566101,0.6489063501358032,0.8412705659866333,0.8865559101104736,0.9037880301475525,0.4018498957157135,0.8583773374557495,0.6722776293754578,0.896625280380249,0.9273884296417236,0.8776493668556213,0.9295820593833923,0.658890426158905,0.8767276406288147,0.7295457124710083,0.9623054265975952,0.7682027816772461,80.91208444358203
2,0.9774724245071411,0.8916950821876526,0.9355053305625916,0.9158609509468079,0.6370525360107422,0.8539971113204956,0.8942887187004089,0.9393496513366699,0.43509382009506226,0.8851140737533569,0.6402992606163025,0.8982942700386047,0.9478467702865601,0.8682669997215271,0.9219841361045837,0.7260919809341431,0.8766162395477295,0.7423064708709717,0.9665724039077759,0.7883186340332031,82.24094021503522
3,0.967967689037323,0.8697243928909302,0.9193117618560791,0.8991857171058655,0.6424332857131958,0.8317078948020935,0.8828434944152832,0.9028224349021912,0.4283180832862854,0.8532619476318359,0.7199938297271729,0.8731388449668884,0.9454383850097656,0.8527469635009766,0.9278390407562256,0.6923882961273193,0.8801895380020142,0.7502968907356262,0.9559570550918579,0.7675439715385437,81.3022440961915
4,0.9648142457008362,0.8484243750572205,0.9397168159484863,0.8705788254737854,0.596307635307312,0.8056371808052063,0.8699073195457458,0.8850510120391846,0.3982049226760864,0.8056274056434631,0.7095577120780945,0.8535934686660767,0.9338027238845825,0.8617944717407227,0.9343850612640381,0.5967959761619568,0.8935198187828064,0.6973384022712708,0.949795126914978,0.7217181324958801,78.87312622999056
5,0.9568048715591431,0.8734433054924011,0.9240677952766418,0.885482132434845,0.6074830889701843,0.8188410401344299,0.8412491083145142,0.9284494519233704,0.40739330649375916,0.7847543954849243,0.613236129283905,0.8357593417167664,0.9159724116325378,0.7984330654144287,0.9330821633338928,0.7091975212097168,0.8558185696601868,0.6930357813835144,0.9338762164115906,0.759294867515564,79.23434998788798
6,0.935749351978302,0.8263956904411316,0.914023220539093,0.8057345151901245,0.5318694114685059,0.8289311528205872,0.8390129208564758,0.8834511041641235,0.343695729970932,0.817014753818512,0.6572633981704712,0.8458665013313293,0.9127928614616394,0.8089117407798767,0.8970353007316589,0.5998054146766663,0.711885929107666,0.6827796697616577,0.9094796180725098,0.7290529012680054,75.71124461776742
7,0.9320634007453918,0.8215858936309814,0.8905767202377319,0.7666528224945068,0.516105592250824,0.7990369200706482,0.8391461372375488,0.8501128554344177,0.3348641097545624,0.7763354182243347,0.6743098497390747,0.7860731482505798,0.9087046384811401,0.8146669864654541,0.9080888628959656,0.603620171546936,0.7571671009063721,0.6542994379997253,0.9221962690353394,0.6570568680763245,74.4127822842481
8,0.9346713423728943,0.8354498744010925,0.8618493676185608,0.8001656532287598,0.48028552532196045,0.6060242652893066,0.8364264965057373,0.839189887046814,0.3235543668270111,0.782431423664093,0.587954580783844,0.7744906544685364,0.9094812870025635,0.8369618654251099,0.9082736968994141,0.6165262460708618,0.8155782222747803,0.6471291780471802,0.9111573100090027,0.6649336218833923,73.2689410673837
9,0.9150232672691345,0.8282169699668884,0.867218554019928,0.8309087157249451,0.5214890837669373,0.7943552136421204,0.8395693302154541,0.875948965549469,0.33027106523513794,0.7480260133743286,0.6339570879936218,0.7937012314796448,0.9107342958450317,0.8258629441261292,0.9037476181983948,0.5824069380760193,0.753189742565155,0.6790886521339417,0.9355771541595459,0.6817416548728943,74.99312820236642
10,0.897370457649231,0.7675428986549377,0.8276153802871704,0.834738552570343,0.5079538226127625,0.6917634010314941,0.853229820728302,0.8186978697776794,0.32693910598754883,0.7579098343849182,0.5904027819633484,0.6953393816947937,0.8511060476303101,0.761731743812561,0.8963136076927185,0.6089209914207458,0.6710479259490967,0.6554661393165588,0.9181225895881653,0.6683489680290222,71.8357527517221
11,0.9226732850074768,0.8046366572380066,0.8677259683609009,0.8240271210670471,0.5253779888153076,0.6996523141860962,0.8624134659767151,0.8347113728523254,0.3295641243457794,0.7220433354377747,0.615509569644928,0.7685016989707947,0.8832112550735474,0.8203041553497314,0.9153472781181335,0.5650909543037415,0.732995331287384,0.6513128280639648,0.895346462726593,0.683414876461029,73.51384988151798
12,0.8481049537658691,0.7471170425415039,0.8486772179603577,0.7008531093597412,0.4368445575237274,0.7572804689407349,0.8572039604187012,0.872678279876709,0.2749863862991333,0.7243761420249939,0.6245654821395874,0.7260473370552063,0.8750420808792114,0.7680327296257019,0.9064648747444153,0.5352895855903625,0.7851967215538025,0.5648306608200073,0.8513891100883484,0.6069461703300476,70.65363607823409
13,0.9136614203453064,0.7877048254013062,0.8583983778953552,0.8168632984161377,0.42992103099823,0.7856364846229553,0.818428635597229,0.8363689184188843,0.3336333930492401,0.7236918210983276,0.5600118637084961,0.759357213973999,0.8871012926101685,0.8244948983192444,0.9006469249725342,0.5873399972915649,0.6688240170478821,0.6245513558387756,0.9088526368141174,0.6169480085372925,72.01536317976428
14,0.8982028365135193,0.8190129995346069,0.8589752316474915,0.7372284531593323,0.4408002495765686,0.7252969145774841,0.8376603722572327,0.8355452418327332,0.3081631362438202,0.799903154373169,0.6415140628814697,0.7769694328308105,0.8840121626853943,0.8106556534767151,0.9124944806098938,0.5550952553749084,0.7733937501907349,0.6086807250976562,0.9035415649414062,0.6257840394973755,72.54357669444362
15,0.9110658168792725,0.8025218844413757,0.8599750995635986,0.6636569499969482,0.4717332720756531,0.7337782979011536,0.8325735926628113,0.7536192536354065,0.2802674472332001,0.7195067405700684,0.5510179400444031,0.7743232250213623,0.8839028477668762,0.7968071699142456,0.8993240594863892,0.48001572489738464,0.7429289221763611,0.5691081285476685,0.8838691711425781,0.6863355040550232,70.22619840994588
16,0.9085302948951721,0.7673702239990234,0.8127797842025757,0.7923169732093811,0.4872549772262573,0.7362046241760254,0.836383044719696,0.7803688645362854,0.263031929731369,0.7586848139762878,0.5737835764884949,0.7528588175773621,0.8806494474411011,0.7680625915527344,0.9031550288200378,0.5270127654075623,0.7509307861328125,0.6163069009780884,0.8556352257728577,0.6565741300582886,70.8527611789768
17,0.9385605454444885,0.8527215123176575,0.8438543677330017,0.8066338896751404,0.4709884822368622,0.7828916907310486,0.8582544922828674,0.8371021747589111,0.3043534755706787,0.7237406969070435,0.6025521755218506,0.7858203053474426,0.8725191354751587,0.8354641199111938,0.8981331586837769,0.5544695258140564,0.7733933329582214,0.6322342157363892,0.9171864986419678,0.6480016708374023,73.28612198960018
18,0.9184127449989319,0.7743986248970032,0.8641905188560486,0.765286386013031,0.4568369686603546,0.7327854037284851,0.8472142815589905,0.8690795302391052,0.23958049714565277,0.6504064798355103,0.6529400944709778,0.7844735980033875,0.8793255686759949,0.8129895925521851,0.9008815884590149,0.5332750678062439,0.707794189453125,0.6021844744682312,0.8901814818382263,0.6462764143943787,71.31622212367533
19,0.9072496891021729,0.7553980946540833,0.8607199192047119,0.7896769642829895,0.4465842545032501,0.7658966779708862,0.8314616680145264,0.797359049320221,0.2739124000072479,0.7961408495903015,0.6163541078567505,0.7276264429092407,0.8792064189910889,0.813372015953064,0.8922703266143799,0.4944423735141754,0.7802645564079285,0.564641535282135,0.8910715579986572,0.6096751093864441,70.94249056114025
20,0.915529727935791,0.766196072101593,0.8424359560012817,0.772350549697876,0.3640202283859253,0.6326460242271423,0.8416551947593689,0.8008406162261963,0.27726858854293823,0.6737033128738403,0.5359298586845398,0.76692134141922,0.8905060291290283,0.8246304988861084,0.8965457081794739,0.539472758769989,0.799107015132904,0.5787569284439087,0.9141581058502197,0.6565613746643066,70.00052556570978
21,0.8976881504058838,0.8129733204841614,0.8358129262924194,0.8841333389282227,0.4775438606739044,0.7535954713821411,0.8448671102523804,0.8349095582962036,0.2932837903499603,0.7457308173179626,0.6090061068534851,0.7595447897911072,0.8917697072029114,0.7811445593833923,0.9015810489654541,0.49868592619895935,0.7766319513320923,0.6472600102424622,0.8988832831382751,0.6608749628067017,72.61332354967143
22,0.895692765712738,0.7778439521789551,0.833226203918457,0.8377441763877869,0.4405863285064697,0.7703294157981873,0.8763546943664551,0.799415111541748,0.3283197581768036,0.7345703840255737,0.5943616628646851,0.7523043155670166,0.8993798494338989,0.8122866749763489,0.9021602272987366,0.5017042756080627,0.7811657786369324,0.6129370331764221,0.9275417923927307,0.6470537185668945,72.23632641443828
23,0.9268683195114136,0.7807340621948242,0.8435007929801941,0.7809509634971619,0.4739586412906647,0.7947230339050293,0.8696088790893555,0.8448591232299805,0.31375619769096375,0.676250696182251,0.5604369640350342,0.7672078013420105,0.890062153339386,0.8222014904022217,0.9064577221870422,0.5459718704223633,0.724977433681488,0.5991150140762329,0.931839108467102,0.6777698993682861,72.25878518918536
24,0.8954036831855774,0.8449531197547913,0.8456149697303772,0.8388336896896362,0.48095422983169556,0.7202766537666321,0.8336523771286011,0.8536309599876404,0.30345726013183594,0.7424942851066589,0.6970374584197998,0.7673820853233337,0.8860442042350769,0.8191484212875366,0.9102586507797241,0.5547070503234863,0.7866470813751221,0.5908202528953552,0.9204686284065247,0.6256380081176758,73.21311338017787
25,0.9208065867424011,0.8035333752632141,0.8465436100959778,0.7857859134674072,0.5039120316505432,0.7734548449516296,0.849541425704956,0.8380542993545532,0.27545687556266785,0.7339820265769958,0.5911816358566284,0.7574381828308105,0.904687762260437,0.8350476622581482,0.9042962789535522,0.5357121825218201,0.7304828763008118,0.6515007615089417,0.9395170211791992,0.66737961769104,72.78081897803348
26,0.9294149875640869,0.8210096955299377,0.8618136644363403,0.8024342656135559,0.5207814574241638,0.7490889430046082,0.8447520732879639,0.8486409187316895,0.29118406772613525,0.7763943672180176,0.6651178598403931,0.753720760345459,0.9070226550102234,0.817371129989624,0.9218557476997375,0.5549747347831726,0.8103869557380676,0.630004346370697,0.9377023577690125,0.6733279824256897,74.25486782319864
27,0.9383247494697571,0.7969397306442261,0.8463231921195984,0.8408385515213013,0.47877246141433716,0.7667404413223267,0.8534945845603943,0.8338750004768372,0.2501640319824219,0.8025287985801697,0.674932062625885,0.8050030469894409,0.9121835827827454,0.8182302117347717,0.9030218124389648,0.5206716656684875,0.7715036869049072,0.6146188378334045,0.9125784635543823,0.6999045014381409,73.55029953541906
