epoch,entropy_loss,relation_loss,overall_loss,relation_loss_for_adj
0,3.0693228116634637,1.5345405938042573,4.603863405467722,1.529367230602003
1,1.0303101488943498,1.0155348265522837,2.045844975446634,1.0173576170200505
2,0.7783541242727856,0.7301345406760493,1.508488664948835,0.7309630560952123
3,0.7027664265003866,0.5499526954091608,1.2527191219095475,0.5533023182293972
4,5.260214684536176,0.7363509306613003,5.996565615197477,0.7465757550133655
5,2.0389673331994906,0.522226642435302,2.5611939756347932,0.5308049830021783
6,0.9314929403076411,0.49219126095932275,1.423684201266964,0.5002760770299255
7,0.9045881049854402,0.4205436890543486,1.3251317940397886,0.42697419620054733
8,5.928824890228683,0.7657807253231796,6.694605615551863,0.7775933935449975
9,2.9996860582424283,0.5547600225981971,3.554446080840625,0.5659449850721865
10,1.3494413507975107,0.500047867397285,1.8494892181947955,0.5071000391173762
11,0.8162572161814984,0.5716215826447595,1.3878787988262578,0.5809312579299513
12,6.185137301998589,0.7730536667845429,6.958190968783132,0.7892312578023039
13,2.5257634619081215,0.6042792810043704,3.130042742912492,0.6193490434686683
14,1.9243505913732513,0.5462110047720131,2.4705615961452643,0.5608764978213848
15,1.1991009193415063,0.5914074365150953,1.7905083558566015,0.608106769718206
16,5.614176353775628,0.7319030317112434,6.346079385486871,0.7465974280779712
17,2.6272670746424915,0.6665891459886615,3.2938562206311537,0.6774426782175424
18,1.417365908794363,0.6295764646755315,2.0469423734698946,0.6450527101814756
19,0.8089535692413905,0.639820187168724,1.4487737564101144,0.656980120329279
20,6.105505959662797,0.6859787685749468,6.7914847282377435,0.7024811424571673
21,3.670847115679569,0.656804416175786,4.327651531855354,0.6685652426860038
22,2.162563979044191,0.5977143938295393,2.7602783728737306,0.6115716402070674
23,1.5633466525295585,0.5464283376215716,2.1097749901511307,0.5597896098390522
24,6.140654804355693,0.6889651120238123,6.829619916379505,0.7060734949149784
25,3.7408484102977173,0.6403785093781299,4.381226919675848,0.6515206007418807
26,2.4189728118301126,0.6427679764940065,3.0617407883241197,0.6559766329796022
27,1.7772728121210701,0.623030062522769,2.400302874643839,0.6332745689783819
28,6.974888867403389,0.6864328346168614,7.661321702020249,0.7070460843805058
29,4.439094382245954,0.5509512066721616,4.990045588918115,0.5605059628127835
30,2.6585390929819366,0.6763426880287178,3.334881781010654,0.6937260284598309
31,1.8344961732813787,0.7294078385348508,2.5639040118162293,0.742756434770276
32,8.43074181212313,0.6843029289198359,9.115044741042967,0.7012732360832842
33,4.916169021740915,0.6020038669917045,5.518172888732619,0.6162628263909329
34,3.849915553239936,0.48879366632435034,4.338709219564286,0.4979016547772582
35,2.4483748974732373,0.6474864541715423,3.0958613516447806,0.6551965015753756
36,8.819816008983407,0.6614700747652655,9.481286083748673,0.6789746393725231
37,5.234319007450562,0.5623484554194431,5.796667462870006,0.5721387587483384
38,5.437815238282913,0.5230502729878714,5.960865511270785,0.53360145098029
39,2.65678971606889,0.6320938932467312,3.2888836093156204,0.6457247644015848
