3,30532,125652,69759,79913
7,56109,255863,139015,160725
11,84637,378639,209787,244505
15,115233,498650,279977,329564
19,146728,617690,348442,416420
23,177583,738953,413106,505494
27,209056,860174,476353,595409
31,240124,983156,536418,687150
35,272276,1104780,595971,779677
