epoch,mAP,overall_loss
0,54.51686477661133,479.75958251953125
1,56.682334899902344,353.11956787109375
2,58.571624755859375,374.1238708496094
3,66.75814056396484,363.6701965332031
4,71.92063903808594,236.48219299316406
5,83.83035278320312,235.81195068359375
6,71.49305725097656,233.92860412597656
7,84.40972900390625,231.86830139160156
8,83.33333587646484,197.38772583007812
9,86.16667175292969,198.43023681640625
10,68.66666412353516,195.27391052246094
11,86.66666412353516,194.05789184570312
12,83.05555725097656,32.87021255493164
13,81.44444274902344,28.57288932800293
14,86.3888931274414,24.098880767822266
15,84.8373031616211,22.574005126953125
16,89.05555725097656,27.279640197753906
17,81.43650817871094,22.610807418823242
18,82.5,22.899274826049805
19,84.93353271484375,16.604129791259766
20,81.72222137451172,31.800195693969727
21,84.0,29.06387710571289
22,81.90972137451172,19.456771850585938
23,81.72222137451172,20.85073471069336
24,82.35713958740234,30.37906265258789
25,83.13591003417969,26.933349609375
26,88.83332824707031,24.716312408447266
27,82.22222137451172,21.379871368408203
28,88.35714721679688,26.890155792236328
29,85.05257415771484,25.65423583984375
30,80.85813903808594,27.239717483520508
31,81.55555725097656,23.0960750579834
32,81.40972137451172,30.503955841064453
33,82.83332824707031,24.88877296447754
34,98.52083587646484,24.098735809326172
35,72.52084350585938,23.163406372070312
