3,1244,1780,0,0
7,2397,2756,273,622
11,3468,3758,637,1209
15,4452,4800,980,1864
19,5404,5842,1324,2550
23,6323,6938,1680,3203
27,7158,8090,2025,3895
31,7981,9153,2429,4629
35,8774,10245,2821,5376
39,9527,11422,3165,6126
43,10280,12589,3540,6855
