epoch,objective_loss,entropy_loss,overall_loss
0,9.05813689748193,nan,9.05813689748193
1,8.240180279798572,nan,8.240180279798572
2,7.972061278713738,nan,7.972061278713738
3,7.7387175529625765,nan,7.7387175529625765
4,7.6111019826998385,nan,7.6111019826998385
5,6.636602292394941,nan,6.636602292394941
6,6.21559627040936,nan,6.21559627040936
7,5.923714042469193,nan,5.923714042469193
8,7.240075091647494,nan,7.240075091647494
9,6.464099625872958,nan,6.464099625872958
10,6.091246020262411,nan,6.091246020262411
11,5.842701450275007,nan,5.842701450275007
12,7.20273223196625,nan,7.20273223196625
13,6.434543945227457,nan,6.434543945227457
14,6.0934325540141705,nan,6.0934325540141705
15,5.718741407819617,nan,5.718741407819617
16,7.390703802655458,nan,7.390703802655458
17,6.493169386675401,nan,6.493169386675401
18,6.064297015499913,nan,6.064297015499913
19,5.82083697835351,nan,5.82083697835351
20,7.368388110665001,nan,7.368388110665001
21,6.528485735510563,nan,6.528485735510563
22,6.09768991713311,nan,6.09768991713311
23,5.968117600034,nan,5.968117600034
24,7.54739073431416,nan,7.54739073431416
25,6.561117463810428,nan,6.561117463810428
26,6.200734916006686,nan,6.200734916006686
27,5.891918390419834,nan,5.891918390419834
