3,0,2512,0,0,0
7,6,3859,296,68,795
11,33,5025,657,184,1637
15,67,6050,1103,359,2469
19,102,7008,1549,482,3419
23,154,7911,2009,644,4354
27,211,8789,2431,815,5338
