agg_iter,precision,recall,avgloss
0,0.5673431290842225,0.13573197759174827,0.29384254223692813
1,0.5115336808192785,0.14936713542685762,0.3064740053426722
2,0.43154340927643337,0.14442764035799205,0.2638869986912946
3,0.3739352828498536,0.15154841807696623,0.24032763563468787
4,0.38771312596592356,0.15152953238615935,0.22858991026923953
5,0.40386851304210447,0.1517861461858863,0.22157972387419878
6,0.4015589030166593,0.15254380404532045,0.21792917609478069
7,0.40424637202040437,0.153305014644437,0.21514277162159157
8,0.40175479686716453,0.15207040388014773,0.21393481863645683
9,0.39417113310312213,0.1541372477212132,0.2159716310803779
10,0.49845092533065083,0.15236022364636437,0.2048743103216359
11,0.4789559666269937,0.1527188868315478,0.2042938758496361
12,0.4776794509597543,0.14896916640405658,0.20424536024687218
13,0.4926312971416882,0.15410081271872517,0.20496865259128225
14,0.486450206362103,0.15317069109899245,0.20338589430675674
15,0.4815403614329294,0.15069099641169142,0.20266025049575762
16,0.4974575709702368,0.15063569737972546,0.2030950223259776
17,0.4973902215516944,0.14952626658399987,0.20222129223876414
18,0.49669762697845593,0.15066858607825567,0.20181824296051415
19,0.501788492582553,0.15012512361420385,0.20181467728153302
20,0.5024555774695771,0.15173026093910347,0.20173362583462418
21,0.5067985636591795,0.15342014208830496,0.20097829466816297
22,0.5107812193892224,0.15343705848006536,0.20038431573321405
23,0.5057483465290786,0.15399361473835046,0.2005800847934638
24,0.5078657768431896,0.15023463294279,0.20039427618799127
25,0.5109151184777758,0.15404299284403153,0.20052402969042554
26,0.5127367572037909,0.1507115349297018,0.19994015052011313
27,0.5165591461823984,0.1513137638241753,0.1996210335021195
28,0.5148751102384359,0.15310427903725576,0.1996637455986127
29,0.5239940413182395,0.15383875823878373,0.19967424492594407
30,0.5173441162891581,0.15567093565542495,0.19909887868209575
31,0.5242161297822022,0.15551754003345256,0.1986175909716921
32,0.5290337497133549,0.1527122853210801,0.19844423285059895
33,0.5252545607410244,0.15413441745743353,0.19810875905322192
34,0.529652157308622,0.15381616553478375,0.1979466119594457
35,0.5313117628294646,0.15543439101281886,0.19799649441959613
36,0.5344228616511633,0.154027469491382,0.19762515742336803
37,0.533136024614602,0.1540345181238834,0.19723473964053803
38,0.536808756970075,0.15406657748601124,0.1978215272510564
39,0.5337163435350505,0.15572575978950562,0.19718471266091497
40,0.5399822861467442,0.15578831975788496,0.19712767564690686
41,0.5386154589461168,0.155214159166157,0.1972079818715317
42,0.5394985308419465,0.1556008348056911,0.1969497883523039
43,0.5458332937076544,0.1554281827488498,0.19676519568044915
44,0.5443998637416093,0.15456693476021027,0.19664508826941313
45,0.5387789360372289,0.15570052378292454,0.19663497593156162
46,0.5484908846903269,0.1576832509163693,0.19603938220013464
47,0.5486317157370049,0.15524078927891907,0.1965178846213339
48,0.5485424399087763,0.1559873229669768,0.19650033767466746
49,0.5509043501896593,0.15558008323123934,0.19597703029506688
