agg_iter,mAP,avgloss
0,87.54386303613568,1.4541371717835108
1,91.28359256229801,1.4679110718292157
2,90.9747972657877,1.48851532708067
3,90.91067586538287,1.6743614384340029
4,91.18448791288212,1.6569497690385813
5,90.71700582211545,2.085761847401707
6,90.97523604533207,2.178845198274741
7,90.39383614929889,2.2212241384508364
8,90.69893929492291,2.152535631187115
9,90.72267589815598,2.3026367932898375
10,90.42602044122476,2.366822104273513
11,90.22167048046008,2.375915606244292
12,89.89884692979359,2.5755606015532715
