agg_iter,mAP,avgloss
0,67.59239519393502,0.12027538298793626
1,75.73122562152696,0.093265268506863
2,78.97230913719953,0.08960741847929585
3,80.10300687672826,0.07842237489144296
4,80.75298953017818,0.07820713076770058
5,81.9637341152678,0.07754519551595303
6,82.81598961218494,0.07400031525767944
7,82.47011474338217,0.07477778160588915
8,83.21730381683695,0.07260369697925376
9,83.41112442201482,0.07173710927860089
10,83.40826019524373,0.07287465334123025
11,83.50538116202408,0.07235145950634869
12,83.67921282594153,0.07152176497153048
13,84.38878934025186,0.07108331885343667
14,84.26952728277647,0.0733463886064234
15,83.92404740461433,0.07172786607513976
16,84.13391916278105,0.07141505085266453
17,84.05445477573475,0.07750015082300903
18,84.36362225250589,0.07176349854600635
19,84.96592267302974,0.06815659099727057
20,84.4032556429048,0.06840258490890773
21,84.32310536681932,0.07351338443481968
22,84.60790682070089,0.06865626673036915
23,84.57607872921353,0.0728895186596338
24,84.54101746301852,0.06917899260118346
25,84.58333389516409,0.07204498110162788
26,84.80259868979262,0.07294167154556874
27,84.47618659517106,0.07425018127228555
28,84.56928631639249,0.070567751701083
29,84.7829821190657,0.0707015433920769
30,84.8779816373292,0.07217380155814898
31,84.78770048976523,0.0705741069250074
32,84.88593310416226,0.07879812710164708
33,84.92517274878136,0.07552604017405527
34,84.99584039925374,0.07471206759804866
35,85.08900081591382,0.07084570548520941
36,84.53398428440865,0.07782152931497145
37,84.63920981202257,0.07563809490507654
38,84.66103954962267,0.07865925664713462
39,84.54708715016699,0.07636577981665658
40,84.31036762890793,0.07999748979403697
41,84.63778744606671,0.08496511163079445
42,82.88606104750626,0.0884777653704392
43,84.85677879037688,0.08068612794017445
44,84.39786309841568,0.0868735504990297
45,84.8847345882163,0.07939983852188554
46,84.0181978962148,0.09995718653320715
47,84.951034487353,0.08405301438347226
48,84.6416446103418,0.08930778834498652
49,84.64991938201214,0.09547220906475391
50,84.72065855805823,0.09933912182472064
