epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.5677714285714286,0.5098522167487685,0.5372553260516925,0.11601363193467829,0.11757935729682494,0.11679124724955767,0.7143518518518519,0.31670771756978655,0.4388509670079636,0.282786747548308,0.05621448296929638,0.09378556402125836,13.352160453796387,0.4096675977583919
1,0.7005201882586078,0.580578936563334,0.6349348899865289,0.3025062889960481,0.12910024400090284,0.18096869595564408,0.8208888888888889,0.37918291931841513,0.5187473669428451,0.47930583844076446,0.06714192916941826,0.11778442721367523,16.87439727783203,0.15325382367643722
2,0.7315709201830198,0.5915724563206578,0.6541652460506876,0.5017691864832101,0.13510242737740008,0.21288508893066166,0.8273413226808699,0.3831449126413155,0.5237426243326777,0.5773647737580037,0.07100423639781929,0.1264568301123285,18.918420791625977,0.14256264387615147
3,0.755935665049783,0.6075092326631104,0.6736434990331021,0.496025171879936,0.14155754005781046,0.22025723666400873,0.8628318584070797,0.40008206811653674,0.5466778805719091,0.5594358836023469,0.07532844261007265,0.1327782047973891,20.554977416992188,0.13174200121057086
4,0.7376597344024054,0.6034023365443738,0.6638105975197295,0.507503513344008,0.1567330851607253,0.23950077895548802,0.8626299141436964,0.3912687026029924,0.5383530738860688,0.7487778663721513,0.08837551544468254,0.15809200878002796,25.4675350189209,0.13507761782596975
5,0.7804939516129032,0.6359342915811088,0.700837293505318,0.7099512776047694,0.186780547559002,0.2957519397664157,0.8832375055285272,0.4100616016427105,0.5600897489833123,0.8762664700400515,0.09876407749484298,0.17751987314032522,29.990232467651367,0.12010419463354446
6,0.786434694906707,0.6403202627797167,0.705895665949983,0.6885908560992472,0.17884535607517746,0.28394313062046295,0.8991596638655462,0.4173680969000205,0.5701065619742007,0.8805427078045496,0.10374674913526606,0.1856231269478533,31.266611099243164,0.11581105230346558
7,0.7952952952952953,0.6525667351129364,0.7168960072185878,0.7154332406601455,0.2032793723027711,0.31660133546419933,0.8956675508399646,0.4160164271047228,0.5681435782389233,0.8702971600741753,0.11295181370334284,0.19995269827454612,33.551876068115234,0.1116287509403216
8,0.7515543397164884,0.6195161951619517,0.6791774356669289,0.5129314731524532,0.18542041893222388,0.2723783516975666,0.8753399818676337,0.3958589585895859,0.5451722190852626,0.803231505558463,0.10692324144475922,0.1887242064882862,30.140003204345703,0.13258142327820804
9,0.7819135648263802,0.6421830118998769,0.7051931958995156,0.7363529070793055,0.18829683384452778,0.299903660507635,0.8886433937251436,0.41259745588838737,0.563542104525711,0.8213562885453557,0.11052720296365931,0.19483597260109253,31.199602127075195,0.11744678241235237
10,0.8021564694082247,0.6556671449067432,0.7215518213600992,0.756634034893677,0.20492319060924824,0.32250157648779454,0.9045514803358374,0.4195531871285099,0.5732287874544946,0.7813816394481686,0.11311372191974561,0.1976197737740565,36.672462463378906,0.11094955429828994
11,0.8157828600150792,0.6654366543665436,0.732979564186519,0.7622776720509712,0.21565856023103327,0.33620127739243244,0.9136786188579017,0.4231242312423124,0.5783942833123161,0.8756442953452444,0.12644155104186833,0.22097472639414062,37.30076217651367,0.1069366128119842
12,0.758364312267658,0.627177700348432,0.6865604666816244,0.5841865153811758,0.19402199361819886,0.2912973349645433,0.8833634719710669,0.40049190407870466,0.5511211394725709,0.8310437532718151,0.11864692821816727,0.20764821738779468,29.412809371948242,0.13096882769512755
13,0.7822002472187887,0.648360655737705,0.7090196078431373,0.6440091568186298,0.20031985788674464,0.3055866149919933,0.8926353149955635,0.4122950819672131,0.5640594336977852,0.8829885759205148,0.11454297912312138,0.20278083737049082,32.492862701416016,0.11652511338550581
14,0.8055207026348808,0.6580565805658056,0.7243596976193163,0.7244292040175299,0.21825097662156948,0.33544225182038223,0.9120781527531083,0.42107421074210744,0.5761570827489481,0.8557175654039916,0.12424043244394145,0.2169781166318238,34.06194305419922,0.11016080883287244
15,0.8042767295597484,0.6559294214197784,0.7225675217538705,0.7662010040105839,0.22156744799879768,0.3437348110630471,0.9006183745583038,0.41834222404595817,0.5713084897730456,0.8755587649184748,0.12546629216794827,0.21948124281565345,37.60527801513672,0.10822525413499944
16,0.7621905476369092,0.6249743694894402,0.6867958539882829,0.6321199171707933,0.20373160913997773,0.3081475688943194,0.8878248974008208,0.399220832478983,0.5507779349363509,0.8543677066005487,0.12261844085659455,0.2144579764498231,28.6812744140625,0.13131041280807015
17,0.7977611940298508,0.6577112387202625,0.7209982014388489,0.727559259658081,0.21283350328976888,0.329328323622004,0.8984478935698448,0.4155045118949959,0.5682232505959893,0.8978225424450139,0.11447985316615618,0.20306697538992977,32.24067687988281,0.11489355725743788
18,0.8020572002007025,0.6559294214197784,0.7216704288939051,0.7248231410902403,0.2182180845913007,0.33544560557647385,0.9119079238601151,0.42265080016413625,0.5775970839758868,0.8633222413231146,0.12807748634577248,0.2230626849879313,34.753875732421875,0.11064478155797122
19,0.8172883064516129,0.6655037964293044,0.7336274177129284,0.8142039929939493,0.21959225417652228,0.3458958003966984,0.9124668435013262,0.42355838292632875,0.5785564120532586,0.8813160602645089,0.12806973098527638,0.22364077586495015,36.6047477722168,0.10644728639138432
20,0.7525516554642768,0.6201025641025641,0.6799370220422852,0.5543114443477457,0.19481584290580073,0.288305213547477,0.8839449541284403,0.3952820512820513,0.5462792345854004,0.8204478932724915,0.11492556619905336,0.20161025035803898,29.51001739501953,0.1321400681303606
21,0.7926221335992024,0.6524415264669676,0.7157326130992573,0.6156326287990396,0.20315861883482303,0.3055017379286692,0.9073083778966132,0.4177267131719327,0.5720708064062939,0.8138612452272831,0.11572217338259924,0.20263225493073253,32.92876052856445,0.11328850132684232
22,0.8101933216168717,0.6619487179487179,0.7286069090088055,0.6916637962219848,0.2154216443785977,0.3285233025912765,0.91906236178682,0.42625641025641026,0.5823991031390134,0.9090202141096347,0.12389863659987882,0.2180739853717462,34.855838775634766,0.10836105537477621
23,0.81375,0.6672816728167281,0.7332732597431855,0.6948501083519393,0.2119550009684873,0.3248260378661968,0.9126385809312638,0.4218942189421894,0.577036310107949,0.9044262882351578,0.11164480934092409,0.19875479334825394,38.37822341918945,0.10684839504026863
24,0.7604114400401405,0.6213612136121361,0.683889891696751,0.5824612426171334,0.2107123401945376,0.3094701441503142,0.8905677655677655,0.3987289872898729,0.5508354573775134,0.7994064645409402,0.12372873199565691,0.21429049304558803,31.418872833251953,0.13065158487075845
25,0.7972568578553616,0.6560640262671865,0.719801868738039,0.6817099168157963,0.21276153707105305,0.324306939272444,0.9020480854853072,0.41576031192284013,0.5691810647562859,0.8318523114152708,0.11550874708971555,0.2028502594499583,33.24119567871094,0.11304056839573953
26,0.8076923076923077,0.6592121460812475,0.7259376412110258,0.7534074523362853,0.2166647675873677,0.3365457688745673,0.9077196095829636,0.4197784160853508,0.5740740740740741,0.903723230395153,0.12507991755211068,0.21974588116938218,34.880184173583984,0.10994138077847537
27,0.8114242953354951,0.6672820512820513,0.7323277802791536,0.7066623849580803,0.23388002972656258,0.35144447931368344,0.913563829787234,0.4227692307692308,0.578039545645772,0.8635630938746224,0.1272296767662306,0.22178372018166598,36.69804000854492,0.10652894802667476
28,0.7712434587590331,0.6344813448134481,0.6962096502080756,0.552522793880016,0.213360480429524,0.3078446356118177,0.8979405034324943,0.4022140221402214,0.5555712869885319,0.7911402980244375,0.11927896255828652,0.20730315816475203,31.901321411132812,0.12868299587536106
29,0.8010012515644556,0.6561410703301209,0.721370604147881,0.6859119725862937,0.2116577619708551,0.32349262110148796,0.9097408400357462,0.4174697559975395,0.5723120168657766,0.9053599597010653,0.11926288648509499,0.2107621209187064,33.324851989746094,0.11260835469636338
30,0.8066132264529058,0.6609195402298851,0.726534296028881,0.744194003106785,0.21733594877334003,0.33642240560553516,0.9108251996450755,0.4213875205254516,0.5761998316025821,0.8871490961010223,0.12571526181150755,0.22022333002621813,32.624332427978516,0.1096947029942558
31,0.8085800301053688,0.6616711147608294,0.7277859320311617,0.7291628571114812,0.22275901171492402,0.3412624559820982,0.9104609929078015,0.421679326626976,0.5763996071278238,0.9012033166017878,0.12631565848534804,0.2215746728299219,37.302513122558594,0.10675610081543996
32,0.7690176322418136,0.6267706836378567,0.6906458545413414,0.6055950779408562,0.21644223049071215,0.31890608394357867,0.891941391941392,0.3999178813385342,0.5522324592487599,0.7868655621384181,0.12220416169629784,0.211553072042018,31.241416931152344,0.12794697367482705
33,0.7914398812469075,0.6570137605257753,0.7179890023566379,0.6237049271616133,0.22236441568879556,0.3278449523375208,0.9015151515151515,0.41548572602177036,0.5688176578096442,0.8612925111835958,0.13263606068972777,0.22987254621253642,35.932098388671875,0.11265236659655496
34,0.7986560477849677,0.6585265750051303,0.7218535597795523,0.746891534436455,0.2284474225950708,0.34987927995696905,0.9109831709477414,0.4221218961625282,0.5769176833543682,0.9154052286153219,0.13289001863826533,0.23208770279357835,35.4890251159668,0.10984281442625815
35,0.8163827655310621,0.6685128205128205,0.7350851471749182,0.7179983033439745,0.23112239290867617,0.3496825780502318,0.9223946784922394,0.4266666666666667,0.5834502103786816,0.8645747460904011,0.12301906971725951,0.2153905366005067,39.03636169433594,0.1054706521844738
36,0.7692500627037873,0.6286124205779873,0.691856530566208,0.5387090530837099,0.23952892748086696,0.3316116790284748,0.8961397058823529,0.39967206394753024,0.5527994330262225,0.7997232252536288,0.12355323810524955,0.21403858538447942,32.939239501953125,0.1268366782990081
37,0.7977750309023486,0.6614060258249641,0.7232182877633349,0.7262236340137388,0.2168589044896459,0.3339857441038682,0.9159252669039146,0.4220127075220332,0.5778027220429353,0.8470344529622532,0.12110974517839723,0.2119191065806053,33.600154876708984,0.11290076777102455
38,0.8014851485148515,0.6643414033647927,0.7264976441552613,0.6883918566176837,0.22608642912257362,0.3403821810241577,0.9112294718153573,0.42121460812474354,0.5761189841448013,0.8759411527045177,0.12822006056001004,0.2236956101533697,32.71659851074219,0.11047904280127673
39,0.8130262506191184,0.6732977850697293,0.7365941216064616,0.6972678856069546,0.23556139505599535,0.3521531737181072,0.9206560283687943,0.4259639048400328,0.5824453168816601,0.882242526620142,0.14517431628430247,0.24932228137693999,36.34498596191406,0.10579020803961806
40,0.7616075886170743,0.626103016622204,0.6872395540038292,0.6496113519831395,0.21585911024860602,0.3240423204851718,0.8907407407407407,0.39482864765031805,0.5471349353049907,0.7443301271188043,0.12083521114115041,0.20791699364658445,31.822214126586914,0.12942988336795855
41,0.7922175106011474,0.6514871794871795,0.714993246285457,0.7047797851507294,0.22003559669957168,0.33536777958249564,0.9079946404644931,0.41702564102564105,0.5715490581951083,0.8919451900756754,0.12496045296379074,0.21920986619287577,34.78676986694336,0.11296767209257402
42,0.79660593960569,0.6546349466776046,0.718676122931442,0.7103956126335076,0.22839529328528008,0.3456595356283566,0.9161490683229814,0.42350287120590646,0.579242636746143,0.8891549887565202,0.13110771881710487,0.2285197359177288,35.85004425048828,0.11157794269146747
43,0.8077113198220465,0.6699466994669947,0.7324069923800985,0.6916576585948511,0.23101931801564954,0.3463536744481611,0.9187027987561084,0.4239442394423944,0.5801655211109553,0.876281953749564,0.13670498069891662,0.23651264098359523,36.6527214050293,0.10691576646197412
44,0.7704133064516129,0.6269483182936834,0.6913161465400272,0.5986531481508015,0.21245723768360578,0.31361500581914603,0.8981184029371271,0.40135356849876946,0.5547838412473423,0.7806492690914422,0.12490712325848588,0.21535633848934738,30.27550506591797,0.13017568090763051
45,0.7903584672435106,0.6560640262671865,0.7169769006503701,0.6887687139830263,0.2198217207292257,0.33327738903646875,0.9159964253798034,0.42068540939872767,0.5765715089298269,0.8566414511980104,0.12301629042013856,0.21513810195066832,34.36582565307617,0.11275335040593908
46,0.8050470064324592,0.6673502871205906,0.7297600358824848,0.6795499370367808,0.21379139437222067,0.3252551370381702,0.9150355871886121,0.4218621821164889,0.577484559236384,0.8591837447834899,0.11641899314194265,0.2050533533850391,34.69777297973633,0.10922928651173908
47,0.8144818976279651,0.6699527623742042,0.7351814288933965,0.7327414961461078,0.23382200528558347,0.35451594381758234,0.9201065246338216,0.425754775107825,0.582139848357203,0.9090848067193785,0.13606650436932274,0.23670446664170958,36.12071990966797,0.10605948524815695
48,0.7674066599394551,0.6238720262510254,0.6882352941176471,0.5473505716296201,0.21621878355796068,0.3099848729482793,0.9021335807050093,0.39889253486464316,0.5531854379977248,0.8189463317602248,0.12274923868040577,0.21349795390168766,31.272375106811523,0.1296887859780953
49,0.7965807730426164,0.6590815908159081,0.7213372223468701,0.6835476236146365,0.22695328838649037,0.3407649106186085,0.9135691894312584,0.4182041820418204,0.5737589649838278,0.8494142919927244,0.12649327178779632,0.22019543015169915,35.557125091552734,0.11345987952260109
50,0.7940813810110974,0.659700880967015,0.7206803939122649,0.6421050810782826,0.22642163133720752,0.3347887356125529,0.9119749776586238,0.4181520180290924,0.5733951397668212,0.8234769468028286,0.1263382916172826,0.21906717525049643,35.58469009399414,0.11159695883986182
51,0.8142035508877219,0.667760459392945,0.7337464788732394,0.7113321134360558,0.23575919231092154,0.35414343582477886,0.9164444444444444,0.4228876127973749,0.578725792871176,0.8768473183076069,0.13335819538089413,0.23150690509918556,38.88487243652344,0.10729751118986064
52,0.7634109311740891,0.6189987689782519,0.6836619079990935,0.5158730222859295,0.2085148984557443,0.2969878645902169,0.8983758700696056,0.3972096840377513,0.5508607198748043,0.7265622307039996,0.11700628947921834,0.20155410889907235,31.063478469848633,0.12942616081742384
53,0.7893306989380093,0.6554552912223134,0.7161904761904763,0.6435216144966177,0.23195901477964997,0.34100272398132325,0.9111709286675639,0.4165299425758819,0.5717100633356791,0.871022401325045,0.13263969101523237,0.23022119309041347,36.349918365478516,0.114272439743949
54,0.8103577683262447,0.6641377896247693,0.7299977462249267,0.6830473590165838,0.23118346430384443,0.34544723435932567,0.9211229946524064,0.42382612261636254,0.5805364415110237,0.9352302243693674,0.12786300413055401,0.22496869105317271,37.66939163208008,0.10806705579950067
55,0.8022682445759369,0.6678981937602627,0.7289426523297492,0.7051105215513415,0.22650423819436855,0.34286816488483807,0.9212983548243664,0.42528735632183906,0.5819407386603005,0.8650701608438931,0.13159255537606168,0.22843594165291478,36.739139556884766,0.10760325987739541
