agg_iter,mAP,avgloss
0,79.22978336134015,8.87274607676544
1,83.152508071263,4.410482901433105
2,86.15600182847857,3.6338802733436077
3,88.03458628657334,3.439520604522734
4,87.89406423772364,3.4485452800243173
5,88.90350721667946,3.6556271632411605
6,89.08693966611467,3.8178555941248065
7,89.08938206809887,3.8021701425560614
8,89.39537164661085,4.005776785312391
9,89.40768068047537,4.1317076022330115
10,89.48038463786652,4.3516895711749255
11,89.2325713561695,4.760374514032809
12,89.39660258646188,4.891322071168251
