3,373,913,1231,1275
7,379,1062,2602,3541
11,381,1222,4189,5584
15,383,1376,5897,7512
19,386,1576,7601,9397
23,389,1815,9377,11171
27,391,2060,11126,12967
31,391,2314,12889,14742
35,391,2565,14703,16469
39,392,2817,16511,18200
