agg_iter,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.6302625333439068,0.8522207599236131,0.7245453556540595,0.6285116715934319,0.77504089854587,0.6924224857917881,0.7913217195172204,0.7120189390682712,0.7449906267068899,0.7751117183263558,0.6460497729497656,0.6878874588903381,76.92682321630531,8.6588198127205
1,0.6153949376581399,0.8728342411604412,0.7218029467697676,0.6302245666284828,0.8092025574254116,0.7083797577793943,0.795743176630668,0.7221986147360188,0.7520742655460085,0.7767537155328336,0.660865837909189,0.703567661451211,79.8396293767873,8.51787526945668
2,0.6833955087557577,0.8495464986841876,0.7572630390829116,0.6741872579730938,0.7889827598250242,0.7269118474297432,0.8224015289555233,0.7184328997333025,0.7623331238996671,0.7995143757856769,0.6624861996079491,0.7141368975594663,80.13309702317353,8.528541710091949
3,0.664419854828258,0.8573023647557961,0.7485954231422826,0.6481013630673509,0.8022149665234166,0.7169163640773577,0.8133147176508881,0.7210466400382953,0.75960553766317,0.7756891067167512,0.6723991739006675,0.7100158802396431,80.12314694054349,8.942329490591227
4,0.7120198509639811,0.8401603485924464,0.7704801288496501,0.683382130843708,0.7833927632109663,0.729923158816743,0.8331353332940356,0.7177707211740719,0.7667773525575445,0.7990030711105884,0.6684152336695913,0.7185870230497309,80.09618359228408,9.20506640280754
