epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,entropy_loss,cosine_loss,overall_loss
0,0.5522177892513495,0.6554317548746518,0.5994140873774042,0.27367223849395017,0.1166267777667922,0.1635541470002155,0.7913043478260869,0.3802228412256267,0.5136406396989651,0.7320764929417167,0.04882541314817334,0.09154526822176975,11.784543991088867,17.570267168680818,0.4676194322109223,18.03788656870524
1,0.5509126896855069,0.6971889785694406,0.6154791154791155,0.22271833729096016,0.13155271139980038,0.16540556309841759,0.8022222222222222,0.401892568883941,0.5355089931392546,0.7857538639626648,0.0521840189179215,0.09786833926376146,14.134783744812012,15.980788332621264,0.4412349152565001,16.422023251851414
2,0.5304365648698504,0.7208913649025069,0.6111701499586728,0.23379024564152653,0.16252701217346358,0.19175157957494446,0.8344444444444444,0.4183844011142061,0.5573283858998145,0.8018845757852683,0.05516917252358441,0.10323578560339353,15.861044883728027,15.28687629699707,0.42611766417821245,15.712994016011555
3,0.5229647151586833,0.7389972144846797,0.6124898995728961,0.25349567424064945,0.18624666992773772,0.21472903755808767,0.8305555555555556,0.41643454038997213,0.5547309833024119,0.8029957412927926,0.05524343913635616,0.10337502032633827,19.46465301513672,14.993790257771813,0.40646236817042036,15.400252621968587
4,0.54829436565734,0.796714007240323,0.6495629469860371,0.3020898054209651,0.39000793738485573,0.3404646905495791,0.8639417693169092,0.4296853244221665,0.5739259810303143,0.5084471406048389,0.12057987198855566,0.1949311870544697,34.958736419677734,13.711140111287435,0.26115400075912476,13.972294082641602
5,0.5885195206803246,0.84771714922049,0.6947296372347707,0.4659495182255809,0.48178253826453304,0.4737337732886918,0.9061111111111111,0.4540645879732739,0.6049703264094956,0.9045096255631005,0.15126094813114588,0.2591793841680699,48.368133544921875,11.64180855433146,0.2641684563954671,11.905977071126303
6,0.6135458167330677,0.8576998050682261,0.7153640692137964,0.469502044797463,0.5301746903091042,0.49799718740768945,0.9266666666666666,0.4644945697577276,0.6188091263216472,0.9007336486827284,0.17646380134974787,0.29511188249729053,49.597389221191406,10.684548142751058,0.2643036182721456,10.948851737976076
7,0.6312702265372169,0.8691172375382902,0.7313415348564735,0.48847077725339905,0.5549140831364642,0.5195768575695914,0.9416666666666667,0.47201336675020883,0.6288258208124652,0.9464660884246316,0.18334675018862484,0.30718624456310856,56.04269027709961,10.115076065063477,0.26540341297785436,10.380479469299313
8,0.55547068932595,0.8100807574491785,0.6590394200271863,0.3285795170708651,0.44835097796912715,0.379233274430199,0.8690078037904125,0.4341409078251183,0.5790157845868152,0.6214379462855726,0.17379374717725823,0.2716240567646777,41.677303314208984,13.183724231719971,0.17008132835229237,13.353805650075277
9,0.6085742771684945,0.8501392757660167,0.7093550261475886,0.44824185110548787,0.48669572371849473,0.46667798578054775,0.9222222222222223,0.4623955431754875,0.6159554730983303,0.8933984915274699,0.1820134605562533,0.3024153688892454,49.237972259521484,11.066086444854736,0.17056484182675677,11.236651204427085
