3,40,0,0,40
7,77,0,0,83
11,127,0,0,113
15,184,0,0,136
19,241,0,0,159
23,302,0,0,178
27,362,0,0,198
31,426,0,0,214
35,491,0,0,229
39,557,0,0,243
43,624,0,0,256
47,689,0,0,271
51,753,0,0,287
55,821,0,0,299
59,885,0,0,315
63,954,0,0,326
67,1024,0,0,336
71,1095,0,0,345
