epoch,objective_loss,entropy_loss,overall_loss
0,7.401533986481142,nan,7.401533986481142
1,6.216489341897024,nan,6.216489341897024
2,5.960985603466839,nan,5.960985603466839
3,5.67273592613113,nan,5.67273592613113
4,6.162045569487023,nan,6.162045569487023
5,4.833736547282044,nan,4.833736547282044
6,4.4903123949615065,nan,4.4903123949615065
7,4.2128538598477,nan,4.2128538598477
8,5.728194868060907,nan,5.728194868060907
9,4.760466981941544,nan,4.760466981941544
10,4.552138086775659,nan,4.552138086775659
11,4.1417649262388005,nan,4.1417649262388005
12,5.58340810386228,nan,5.58340810386228
13,4.67610314530386,nan,4.67610314530386
14,4.245562090000635,nan,4.245562090000635
15,4.039318541405906,nan,4.039318541405906
16,5.80266627123658,nan,5.80266627123658
17,4.6973214350955566,nan,4.6973214350955566
18,4.301154700803085,nan,4.301154700803085
19,4.024590320990118,nan,4.024590320990118
20,5.689700042697747,nan,5.689700042697747
21,4.705521130226028,nan,4.705521130226028
22,4.4523870004734505,nan,4.4523870004734505
23,4.006328283900945,nan,4.006328283900945
24,5.80781121992729,nan,5.80781121992729
25,4.674165040674342,nan,4.674165040674342
26,4.479752120837363,nan,4.479752120837363
27,4.09401958761081,nan,4.09401958761081
