3,0,501,1,768,2522
7,725,1372,1,1807,3679
11,1332,2311,1,2742,4990
15,2022,3300,1,3582,6263
19,2660,4337,1,4372,7590
23,3365,5343,1,5139,8904
27,4031,6393,1,5838,10281
