3,34,1136,1187,0,267
7,34,2115,2192,541,366
11,35,2964,2963,1541,369
15,39,3810,3768,2437,442
19,56,4555,4470,3244,795
23,268,5197,5101,3933,1245
27,590,5805,5685,4623,1665
