epoch,mAP,loss
0,65.94326782226562,0.4781839109957217
1,65.9522705078125,0.14674188941717148
2,61.77509307861328,0.17328067552298307
3,71.51537322998047,0.14492335030809045
4,77.83869171142578,0.21775543503463266
5,85.28868865966797,0.13183649501297626
6,82.24880981445312,0.10893259956501423
7,83.48452758789062,0.09342167540453375
8,82.19160461425781,0.18276983276009562
9,77.73737335205078,0.13693862096406517
10,84.74441528320312,0.11822747372789308
11,82.2334213256836,0.1040534679312259
12,84.49047088623047,0.17868095729500055
13,83.1336669921875,0.11317491196095944
14,90.07304382324219,0.07415789486840366
15,94.83415985107422,0.07328921351581814
16,82.66082763671875,0.19347138246521356
17,90.13090515136719,0.1081221714615822
18,93.70441436767578,0.07461636471562089
19,87.63004302978516,0.09189295815303922
20,81.12328338623047,0.1979160805232823
21,94.8988265991211,0.10600595911964775
22,88.5867691040039,0.07555104116909207
23,95.68785858154297,0.06268974395934492
24,82.3425064086914,0.22524072821252047
25,86.0625,0.11339736557565629
26,90.45748901367188,0.0823960093781352
27,93.2691421508789,0.06133746134582907
28,88.04083251953125,0.16181573839858177
29,92.9908447265625,0.10445392476394773
30,88.49301147460938,0.0913804291281849
31,87.29285430908203,0.06748823600355536
32,81.62500762939453,0.22134629031643274
33,88.27035522460938,0.1053424218436703
34,90.15351104736328,0.0769354877062142
35,91.7287368774414,0.08602587901987135
36,84.82745361328125,0.21071511460468176
37,87.6903076171875,0.11158083314076067
38,95.98619079589844,0.06245770774548873
39,87.6202163696289,0.08505786331370473
40,85.947021484375,0.21193406004458665
41,93.61265563964844,0.10778337661176922
42,90.66304779052734,0.10020610794890672
43,86.01329040527344,0.09638918270356953
44,88.9759292602539,0.21972505416488272
45,91.54658508300781,0.12404876626096667
46,92.4753189086914,0.06913855306338519
47,92.10964965820312,0.07553163343109189
48,84.1308822631836,0.23909559184685353
49,91.77994537353516,0.10036723972298203
50,92.46007537841797,0.07880423376336694
51,95.84355926513672,0.06567762908525765
52,85.97909545898438,0.2328735982999206
53,93.73614501953125,0.09390952475368976
54,94.19414520263672,0.07302185245789589
55,95.7262191772461,0.057995911291800435
56,88.33292388916016,0.24402447757311163
57,95.48821258544922,0.07758281740825625
58,92.22064208984375,0.06559608215466141
59,92.41796112060547,0.058638627268373954
60,85.86162567138672,0.24427600139752023
61,93.9928970336914,0.09013927229680122
62,91.57969665527344,0.07467087060213089
63,93.801025390625,0.07452917043119668
64,85.49787139892578,0.2617964580655097
65,96.84581756591797,0.0687042678007856
66,92.63606262207031,0.07615057069342583
67,89.9380874633789,0.07632522694766522
68,84.1833267211914,0.3117472831159831
69,96.3779296875,0.07240724689327181
70,94.58902740478516,0.07362554213032126
71,95.2131576538086,0.058418532554060223
72,89.66343688964844,0.2981420667842031
73,89.73001861572266,0.08705801586620511
74,94.91203308105469,0.06795238945633172
75,91.03348541259766,0.07624027365818618
76,87.49754333496094,0.30209841541945937
77,94.31441497802734,0.07966419379226863
78,96.56820678710938,0.05532899359241128
79,91.24918365478516,0.07618925683200359
80,90.18621826171875,0.322212103381753
81,92.97862243652344,0.07887851633131505
82,92.12982940673828,0.08228764871601014
83,94.68399810791016,0.07553003462962807
84,90.39745330810547,0.31105078011751175
85,93.22705841064453,0.07113994108512996
86,94.16431427001953,0.07736604651436209
87,86.1968002319336,0.0824210143648088
88,93.18256378173828,0.3161335188895464
89,93.93873596191406,0.07205869229510428
90,92.79639434814453,0.07286980538628997
91,91.4527587890625,0.07679210561327636
92,93.21173858642578,0.33405628949403765
93,90.64014434814453,0.0971642654389143
94,93.28018188476562,0.07721423450857401
95,94.40501403808594,0.06514558051712811
96,92.82219696044922,0.33183715492486954
97,89.6208724975586,0.11244225259870294
98,93.5730209350586,0.0757916915230453
99,93.48889923095703,0.06570284385234118
100,89.5189437866211,0.37014966160058976
101,93.6053466796875,0.10075382287614046
102,92.19528198242188,0.07659520213492213
103,95.11063385009766,0.06936042488086969
104,92.5147705078125,0.37200899869203563
105,93.26824951171875,0.12592180538922546
106,91.7735366821289,0.09241777139250189
107,94.90985107421875,0.06756524506490678
108,94.78984069824219,0.37836119569838045
109,89.85185241699219,0.16329434011131522
110,95.23989868164062,0.08456484624184668
111,92.50650787353516,0.08162527186796067
112,92.24006652832031,0.38302958384156227
113,93.63851928710938,0.17258936613798143
114,95.55342864990234,0.08202955326996744
115,91.74250030517578,0.09041726924479009
116,91.77674865722656,0.42293327227234834
117,92.32313537597656,0.18658078778535123
118,94.73853302001953,0.0899985850788653
119,93.06314849853516,0.08372642425820231
120,85.50078582763672,0.42854183316230765
121,94.19041442871094,0.1829395890235901
122,96.75118255615234,0.08975857808254659
123,95.94403839111328,0.06637033680453897
124,88.55665588378906,0.4445500865578652
125,94.05348205566406,0.23466812707483772
126,90.89920043945312,0.12121262699365616
127,96.55918884277344,0.08365464652888475
128,95.67272186279297,0.42079623490571977
129,92.46472930908203,0.22136009577661753
130,94.0391845703125,0.12241355665028095
131,94.42656707763672,0.0955660498701036
132,93.15621948242188,0.39829302728176125
133,92.67149353027344,0.24134585261344907
134,90.69446563720703,0.1245930587872863
135,92.58119201660156,0.10518741514533758
136,94.51616668701172,0.4151797473430634
137,98.84046936035156,0.23333421871066096
138,93.36998748779297,0.15732752457261087
139,96.6708755493164,0.0893679777160287
140,92.7140884399414,0.45182038843631755
141,91.60879516601562,0.2733262747526169
142,94.38058471679688,0.16960043609142303
143,95.57678985595703,0.10870285853743554
