agg_iter,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.8102340445342023,0.6601851329055061,0.7273405449737418,0.7036186271875806,nan,nan,0.8461758310439842,0.6113734976848112,0.7084882610721414,0.7288016880417489,nan,nan,65.71169840683925,0.05592229929519993
1,0.8421194879688626,0.6844859940827377,0.7548775416339174,0.7465932634141168,nan,nan,0.8767243190930131,0.6306691343207805,0.7320447753317072,0.7702665757593049,nan,nan,71.17527477145507,0.048915792939486884
2,0.8478719894376973,0.7013503777803383,0.7673841226354169,0.7571398539915979,nan,nan,0.8829480694132827,0.6448266126813399,0.7435814704235776,0.7845777961163894,nan,nan,73.0641064103903,0.04677785148606428
3,0.8544513910236552,0.7086763606797477,0.7744782284032552,0.7650910206705067,nan,nan,0.8878559920842631,0.6507404675683314,0.7492373383571383,0.789484210309719,nan,nan,74.31866456912434,0.04523407157670686
4,0.8477020329986031,0.7224935787508902,0.7799432863398414,0.7645458971931735,nan,nan,0.8855174078680607,0.6611340331750601,0.7550848116402549,0.7928257026957887,nan,nan,75.04017128490453,0.04455497847439615
5,0.8594922800858973,0.7186161547958001,0.7824872422443352,0.7712574101984597,nan,nan,0.8932586939560362,0.6591804346807287,0.7567000292446437,0.7978517320153747,nan,nan,75.52255766460125,0.04397857198128719
6,0.8540941834125773,0.7269571854304389,0.7852726185922274,0.7696079342436764,nan,nan,0.8905892442672084,0.6649482120784855,0.759423343190829,0.8001141409987851,nan,nan,75.95756627191244,0.043429730968552266
7,0.8611870271562385,0.7237955119684973,0.7863599648508603,0.7770603078691872,nan,nan,0.8954576639397853,0.6640128495172407,0.7606211134194367,0.8049683949672316,nan,nan,76.3112691679732,0.043066621794298515
8,0.8549657158577376,0.7306732437830509,0.7877977610568982,0.7703944572110751,nan,nan,0.8916271240126655,0.6675585611651239,0.7614675623390385,0.7995881207276226,nan,nan,76.5136331215649,0.042869012391096285
9,0.8561841254717503,0.7330715607499815,0.7896696383631704,0.7749833639390223,nan,nan,0.89407555356382,0.6700554359713089,0.7639961592569703,0.8045950143836814,nan,nan,76.82010495241238,0.04242997965928141
10,0.8661107799494632,0.7281381180739716,0.7909340829873792,0.7824864121411685,nan,nan,0.8993205844732128,0.6671550809507426,0.7640919646771945,0.8087177705294359,nan,nan,76.93830412909759,0.042247893455186106
11,0.8629903239442298,0.7319871456256801,0.7919282738266203,0.7850419910796211,nan,nan,0.8981410618757495,0.6694193137558462,0.7651211301591174,0.8113930585705382,nan,nan,77.09620679011422,0.04211544767935127
12,0.860369099567208,0.7351370293103643,0.7926627808789957,0.7851378133478557,nan,nan,0.8951160988209415,0.6724053343696368,0.7658885855866264,0.8065878336009646,nan,nan,77.16730673802547,0.04211494971482082
13,0.8610102661838835,0.7351810741753555,0.7929441320866691,0.7802743842252973,nan,nan,0.8970108274493556,0.6710135896253965,0.765692727368172,0.8081211032905599,nan,nan,77.32660739040548,0.0419897662691654
14,0.8615974472687015,0.7357233222842721,0.7935679669250832,0.7800647814289278,nan,nan,0.8968228798050384,0.6729627669713497,0.7668575265350068,0.8088828997813203,nan,nan,77.43658872825296,0.04184988596708456
15,0.8615485288659053,0.7380138449126685,0.7947947787578467,0.7825961824542031,nan,nan,0.8971016415750973,0.673596440935394,0.7673930284514829,0.8101695542476508,nan,nan,77.5245296007719,0.041822961431679115
16,0.8541428849008955,0.7438995316696622,0.7950605166921058,0.7758099919100936,nan,nan,0.8934283800818893,0.6760238317193522,0.7675348343617606,0.8062638927775848,nan,nan,77.53945932089637,0.04189303530182208
17,0.8605908672760166,0.7391345329530178,0.7950916033209541,0.78235205577931,nan,nan,0.8972660302950625,0.6742009587404186,0.7678206363039378,0.8105836539709999,nan,nan,77.60743059167402,0.04177716158695822
18,0.8594630954030137,0.7404184970151617,0.7953279841902412,0.7874513746321191,nan,nan,0.8965178309071298,0.6758442277705867,0.7685717881837816,0.8165568096470619,nan,nan,77.66732506011044,0.04185160135910631
19,0.8573140934871563,0.742832414078,0.7957900146860108,0.7846627625971161,nan,nan,0.8945881468311901,0.6769214447921245,0.768529129311213,0.8141991871688712,nan,nan,77.75286119012794,0.04184282139967117
20,0.8591279659988705,0.7416105886110835,0.7959069097435509,0.7915684291192396,nan,nan,0.8962371163335359,0.6758089650376158,0.768458737180523,0.8204790252601059,nan,nan,77.71177737246026,0.041889813693311385
21,0.8617203508020436,0.7396511277951255,0.7958385096525189,0.7914319847945648,nan,nan,0.897500093845635,0.6748961360429337,0.7683325478862458,0.8191427473444618,nan,nan,77.79596442481512,0.04171220870414165
22,0.8567193467432547,0.7447306921746182,0.7966240270276495,0.7921832991018226,nan,nan,0.8948673406182688,0.677844269645228,0.7692249614156378,0.8211684429723065,nan,nan,77.87113896172318,0.04174836864573662
23,0.8611445771628752,0.7413039234763975,0.7964994195771076,0.7940943105404996,nan,nan,0.8975953133377218,0.6755880718526897,0.7688410584188103,0.8219946290793412,nan,nan,77.8579511673107,0.04179318485758265
24,0.8528559225983485,0.7463464432465982,0.7958779960225755,0.7845947139902719,nan,nan,0.8929506681588225,0.678411149694865,0.768834399649393,0.8146580677098055,nan,nan,77.8909194696899,0.0419302156755526
25,0.8611693729597516,0.7405950520506563,0.7961178760568802,0.7906231453560871,nan,nan,0.8973868075891096,0.6758251199424273,0.7688857452074723,0.8187340609727669,nan,nan,77.84065594026752,0.04187874612109967
26,0.8566747104913394,0.744722978673951,0.796620057922829,0.7921778743323568,nan,nan,0.894333135244339,0.6780344982720783,0.7691096072783972,0.8202654723916406,nan,nan,77.84923143608052,0.04190123008973897
