epoch,mAP,support_loss,query_loss
0,24.790603637695312,8.739922757943472,7.417397689819336
1,27.46574592590332,6.354779187838236,5.8777245918909715
2,36.22386932373047,5.365171694755554,5.017005085945129
3,47.13811111450195,4.647857360045115,4.533404676119487
4,42.29008102416992,5.161915306250254,4.962323307991027
5,60.06645584106445,4.34814190864563,4.25216890970866
6,50.95356750488281,3.9575633227825167,3.7039960066477455
7,62.17194366455078,3.7012126207351685,3.37492979367574
8,67.7437515258789,4.885448932647705,4.307210401693979
9,76.26781463623047,3.872007973988851,3.751779822508494
10,63.22488784790039,3.15402236978213,3.6957270860672
11,80.27513885498047,3.0435081322987876,3.3299184322357176
12,61.748390197753906,4.48424421151479,4.694549510876339
13,73.23397064208984,3.944854052861531,3.519723000129064
14,75.09048461914062,3.4098144849141434,3.324737823009491
15,69.73664855957031,2.9982906103134153,3.363944544394811
16,74.51535034179688,4.630521663029989,4.237983973821004
17,81.77133178710938,3.804634203513464,3.4883025527000426
18,75.82244110107422,3.0525294065475466,3.429185857375463
19,70.26812744140625,3.078670533498128,2.810943037271499
20,67.24819946289062,4.951273612181345,4.141050300995509
21,75.32786560058594,3.964080890019735,3.743065237998963
22,79.98777770996094,3.1527647892634074,3.1608994225660965
23,75.62847900390625,2.847322940826416,2.9110175371170044
24,78.53395080566406,4.484147842725117,4.135536408424378
25,72.6968002319336,3.706234280268351,3.4682731906572974
26,72.99725341796875,3.073358758290609,2.951336602369944
27,74.93162536621094,2.8333124915758767,2.910136771202088
28,68.79337310791016,4.681913512945176,4.042141397794087
29,66.719970703125,3.6413431167602544,3.6441199759642284
30,70.00910186767578,3.506812683741252,3.4193358023961387
31,80.37664031982422,2.874679177999497,2.97090141971906
32,68.42182159423828,4.497799237569174,4.250304889678956
33,74.98770904541016,3.503829789161682,3.8163139998912814
34,68.92045593261719,3.4454084157943723,2.76838760972023
35,75.42195129394531,3.099678695201873,2.6196298857529956
36,78.2428970336914,4.748959684371949,3.8338169197241467
37,80.46630859375,3.5266050179799397,3.4487556616465254
38,74.4638900756836,3.1496547400951385,3.0512196461359657
39,82.0077896118164,2.547190682093302,3.247312704722087
40,78.14137268066406,4.42153760790825,3.842214306195577
41,72.12716674804688,3.4138776063919067,3.916079747676849
42,74.84970092773438,3.203904247283935,2.962281221151352
43,80.83517456054688,3.1797504285971323,2.6234001795450848
44,76.55622100830078,4.497605355580647,4.4473064899444585
45,76.16795349121094,3.517566265662511,3.978123307228088
46,78.6481704711914,3.3595369537671407,2.893128859996796
47,82.79035949707031,2.8132113297780355,2.9474136312802632
48,62.135093688964844,5.014364443222682,4.715605012575785
49,77.44824981689453,3.89542473157247,3.6373990694681804
50,78.12925720214844,3.7034819066524505,3.0064989606539405
51,77.8441162109375,3.069419986009598,2.6675914824008946
52,79.27896118164062,4.653876682122548,4.659533572196961
53,77.4599838256836,3.6382203261057535,4.22595317363739
54,77.45069122314453,3.352203090985616,3.467329843839009
55,75.05619049072266,3.390379063288371,2.6968922456105546
56,65.08544921875,4.559746011098226,4.391409436861674
57,78.18324279785156,3.442557130257289,3.9905112942059837
58,79.27882385253906,3.503862913449605,2.827852352460225
59,78.88761901855469,2.8754346768061323,2.7438293278217314
60,77.85419464111328,4.855057446161906,4.077414045731227
61,78.1796646118164,3.9189165294170376,3.5440299848715466
62,70.44053649902344,3.4049225807189942,3.2370663483937583
63,81.38824462890625,3.1691043297449752,3.0375408093134566
64,81.44051361083984,4.542535509665807,4.159295145670572
65,80.55156707763672,3.641307391722997,3.8798260450363147
66,72.95925903320312,3.35110665957133,3.3230786244074504
67,76.07006072998047,3.6332480271657306,2.676800181468328
68,77.34027862548828,4.811593021949132,3.8966570218404133
69,66.434326171875,4.113695669174194,3.663692736625672
70,75.60619354248047,3.4228322664896647,2.931340098381042
71,78.15960693359375,2.8844110647837318,3.0658970018227896
72,73.65591430664062,4.89040379524231,3.9353916207949324
73,73.0704116821289,4.0130933165550235,3.2204408148924504
74,78.42106628417969,3.3544885396957396,3.1962108850479125
75,73.24190521240234,2.754812624057134,3.265907349189122
76,74.41143035888672,5.758066900571188,3.7297019799550375
77,71.7682113647461,3.2296924948692323,3.846625018119812
78,62.884132385253906,3.2872774064540864,3.929139677683512
79,80.1131820678711,3.5019294977188107,2.892207499345144
80,75.14197540283203,4.970422907670339,3.8248818635940554
81,85.0716781616211,3.8585465272267663,3.3213416238625846
82,81.2568130493164,3.4628384768962857,3.4593110819657644
83,72.07926177978516,3.225658595561981,3.286388460795085
84,74.86375427246094,4.098082121213277,4.534748999277751
85,64.6751937866211,3.436894424756368,3.9855356872081753
86,74.66523742675781,3.5509827891985575,3.0522964934508003
87,82.00041198730469,2.9697257836659756,2.9312693456808727
88,77.0910415649414,4.329504791895547,4.669612685839335
89,79.20008850097656,3.9102823098500576,3.7446049451828003
90,73.48688507080078,3.3676525990168256,3.244372618198395
91,73.55415344238281,3.0320114374160774,2.809849143028259
