agg_iter,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.8139204631656922,0.653405266384558,0.7246598525240727,0.7029480704471317,nan,nan,0.8494910360392529,0.6047180821773926,0.7052286444325206,0.7273296561676087,nan,nan,65.31165300951822,0.05645525478540508
1,0.8326544688218388,0.6932061231596595,0.7562204862940484,0.7371117741446784,nan,nan,0.8712082398753898,0.6348509360065876,0.7328307983430464,0.7652272794113475,nan,nan,71.0531869454867,0.04899421473663015
2,0.8588893487761516,0.6926352680305574,0.7663520462397844,0.767517073105331,nan,nan,0.8888333131618947,0.639013347850679,0.7418923735598991,0.7898642403215487,nan,nan,73.11583629938615,0.046498997221586694
3,0.8471935406139915,0.7164008916748008,0.7760630715068817,0.7601979502936967,nan,nan,0.8850530917032192,0.6545690235580661,0.7507075130444864,0.7883634329616629,nan,nan,74.41642552442394,0.045290135296695226
4,0.8527155055357504,0.7187041723610085,0.7797032843779071,0.7670819380052333,nan,nan,0.8888837799790984,0.657276260536209,0.7538620076199014,0.7935220273650337,nan,nan,75.14970667459572,0.04428513521062098
5,0.8541442869401998,0.7232629841413412,0.7829891931140235,0.7699974481159837,nan,nan,0.8911438028464417,0.6607181237058879,0.7569150263422688,0.7970686808446721,nan,nan,75.75096543679861,0.043781402797198235
6,0.8505281297552018,0.73285000403503,0.7871041128051031,0.7705584565659894,nan,nan,0.8887637306559681,0.6681505704840779,0.7607964386126435,0.7975468490622923,nan,nan,76.17885364977552,0.043228228285392564
7,0.8625336577266918,0.7261391179073241,0.7881950492277963,0.7825322717824512,nan,nan,0.8959417040074077,0.6650902619108372,0.7615050978709934,0.8070703485713386,nan,nan,76.56362375837777,0.042679560151118894
8,0.8587110177740481,0.7308263333756553,0.7893437949507784,0.779113296714221,nan,nan,0.8940766932278961,0.6673830076735402,0.762282984204141,0.8041220689193542,nan,nan,76.83107094898125,0.04257681764335934
9,0.8586322399053392,0.7315959479959712,0.7897970563311841,0.780042777925664,nan,nan,0.8942997203877153,0.6671965223536811,0.7622374538227106,0.8039851005550391,nan,nan,76.96989899561729,0.04239459113019818
10,0.85697638970509,0.7363432606977417,0.7919108888239024,0.776963362196652,nan,nan,0.8937623290301075,0.6711480970671901,0.7645853474649453,0.8023369408150319,nan,nan,77.16498090350213,0.04222008821295181
11,0.8606830882745116,0.7363589179563373,0.7934217750387131,0.7827318107346728,nan,nan,0.8963220209649364,0.6715691728926777,0.7658049277388546,0.8083790451608085,nan,nan,77.36871805677417,0.04190136318827617
12,0.8588046157970395,0.7376397500246477,0.7934398293804464,0.7812263454841739,nan,nan,0.8955433418118246,0.6728124353806484,0.766283194313058,0.8082504179284732,nan,nan,77.49143099003726,0.04189911085457379
13,0.8590984058408088,0.7387659275117495,0.794116535642925,0.7825202989690893,nan,nan,0.8968274290322497,0.6732118016336505,0.7670384193507854,0.8088342555501645,nan,nan,77.6443761673542,0.04184956987370838
14,0.856990524219906,0.7402194991289316,0.7941079471354071,0.7814005272468484,nan,nan,0.8941938001654672,0.6739726328753834,0.7665195689960679,0.8068638871724906,nan,nan,77.70651088573652,0.04186370661353029
15,0.8636725508637261,0.7362257505841654,0.7945817360273049,0.7856092101740854,nan,nan,0.8991191463510324,0.6717389434496317,0.7669481004349084,0.8111865763614903,nan,nan,77.76093119706744,0.04165600086311492
16,0.8560509169222091,0.7428935742824111,0.7952406846990364,0.7793762789774538,nan,nan,0.8944543064449983,0.6756229284931525,0.7676587493855103,0.8071298097672103,nan,nan,77.90248356416247,0.04177323421578161
17,0.8629406896363859,0.7391944361672386,0.7960456241676563,0.8001591600974013,nan,nan,0.8983555927227549,0.6745883537005908,0.7684639138900787,0.8260853932381309,nan,nan,77.92941400615535,0.04156584031051831
18,0.8623203682106987,0.7387407454220872,0.795503024369848,0.7968774491823144,nan,nan,0.8988566909199666,0.6736020555006007,0.7680183836410718,0.8234220134061819,nan,nan,78.00031362985446,0.04159764123523637
19,0.8551245369869374,0.746644067378955,0.7969779528199473,0.7919693551549637,nan,nan,0.8947592420445261,0.6779527354311368,0.769219402308886,0.8210761441267934,nan,nan,78.01562951705701,0.04159861858235684
20,0.8626833530976269,0.7388251503339511,0.7956941280826865,0.7991862821018839,nan,nan,0.8991450534706241,0.673579377460504,0.7681085468499003,0.8251561395108686,nan,nan,78.01607148875469,0.04160004686568884
21,0.8596509997996782,0.7436673154241161,0.7972062693841085,0.7957108606359999,nan,nan,0.8962528708313888,0.6769594980771515,0.7691665808492852,0.8228447731268465,nan,nan,78.07669619699882,0.041573675164263225
22,0.853838661659847,0.7475258650676693,0.7969869501801113,0.7943745635791575,nan,nan,0.8935328152602137,0.6789955399139266,0.7693992749043616,0.8221201144334557,nan,nan,78.09949715863304,0.04169690341105732
23,0.8601573671671477,0.7432641379353658,0.7971710591366599,0.7976999646147634,nan,nan,0.8979720742800199,0.6759410787083434,0.7691663869030592,0.8243063208932491,nan,nan,78.09587261809075,0.041574131514080105
24,0.8564875898240984,0.7449805037636194,0.7966291444073912,0.7915294268708817,nan,nan,0.8950933198546965,0.6776800600962118,0.7691540148524765,0.8200214452937885,nan,nan,78.11278002537202,0.041712018661025814
25,0.8606110080326194,0.7433998215743862,0.7974166890130487,0.8031882347538394,nan,nan,0.8976939732825566,0.6766507317439344,0.7695025044797015,0.8237688923214278,nan,nan,78.13855977914619,0.04161805720086234
26,0.8595032756157102,0.7441721827674735,0.797431579683816,0.7964178359550907,nan,nan,0.8963062737534149,0.6780297052279496,0.7698434773092306,0.8232716569264649,nan,nan,78.17819877582883,0.04159684569486748
27,0.8629746802536041,0.740914204539146,0.7970638578658902,0.8024283494132717,nan,nan,0.8991397603147627,0.6754306566300842,0.769258794617388,0.8272912711166648,nan,nan,78.1264587012862,0.04168173541996959
