3,1040,0,1173,1454,525
7,2089,11,2267,2430,1587
11,3048,145,3240,3458,2685
15,4074,424,4268,4443,3559
19,4974,870,5233,5409,4474
23,5824,1431,6189,6356,5352
27,6689,2031,7154,7276,6194
