epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,entropy_loss,cosine_loss,overall_loss
0,0.4835440154879854,0.714574217435207,0.5767846226991782,0.26482839881989634,0.14505239495459427,0.18743983169873107,0.7915904936014625,0.36435543588017505,0.4990203987553302,0.7915471077987687,0.043183229979563274,0.08189845090980634,10.911252975463867,18.23242790416135,0.45201387016449956,18.684441768516926
1,0.4857542199763466,0.7600942126514132,0.5927189242374548,0.25393955637274507,0.16854282775669988,0.2026105348677965,0.7959039548022598,0.37920592193808883,0.5136736554238832,0.770208399436476,0.04532710383358216,0.0856156867598532,13.944300651550293,16.784113552610748,0.4064058646307152,17.190519470279504
2,0.49036196187620473,0.7713948787061995,0.5995809872986775,0.2130640441168188,0.19441804007775035,0.20331443013063558,0.8167372881355932,0.38965633423180596,0.5276003649635036,0.837159714747465,0.048627281700866734,0.09191555405728238,16.034440994262695,16.06259593317065,0.4051497889272237,16.467745692042985
3,0.5065391801296846,0.7765796124684078,0.6131435413063722,0.2596193355286961,0.20451978363272677,0.2287990308816634,0.8294491525423728,0.395787700084246,0.5358731607163226,0.8179729849876072,0.05114216407064281,0.09626551475697709,16.92460823059082,15.596203448408742,0.38414938091221507,15.980352870488574
4,0.5369327591917854,0.8188247179659875,0.64857295278741,0.3483972825742012,0.3713148133580164,0.35949117066295133,0.8594192634560907,0.408654655665937,0.5539198904484766,0.5793343881304416,0.105819823904904,0.17895259740695005,33.1585578918457,14.218137587531139,0.25902875803284736,14.477166341522993
5,0.5708773124503461,0.8468013468013468,0.6819876618534337,0.43849276710698354,0.42099417094728353,0.42956533899745936,0.8937146892655368,0.4260942760942761,0.5770633834929321,0.8819185199052457,0.1348332298594875,0.23390551831209164,41.98796844482422,12.549516350536024,0.26043703823776576,12.80995335821378
6,0.5837042108866827,0.8608212722988893,0.6956817409044542,0.46200921429723835,0.48129509502745094,0.471455004499951,0.9173728813559322,0.43722652305621,0.5922042397994073,0.8951088193480009,0.1470739972053717,0.2526375025653659,47.10101318359375,11.897562746274271,0.2613889544697131,12.158951698723483
7,0.593015214384509,0.865578734858681,0.7038303693570451,0.45941420303601055,0.4729275409027642,0.4660729409792284,0.9240819209039548,0.4402759084791386,0.5963992707383774,0.9403739497856708,0.16263465341406252,0.2773095168239801,48.83820724487305,11.339892932924172,0.26247376708661097,11.602366702031285
8,0.5568065506653019,0.8232722381032453,0.664314789687924,0.38563872841398217,0.41200882567332403,0.3983878814993717,0.8800424628450106,0.4181940474188667,0.5669668300467343,0.7252089885729954,0.1483185630490735,0.24627032059992823,38.00396728515625,13.73572330151575,0.16869318270582254,13.904416472224865
9,0.5829663962920046,0.8478260869565217,0.6908816259269431,0.4996810443735449,0.45751254857606516,0.47766794464643947,0.909957627118644,0.43427704752275026,0.5879534565366188,0.919977039308671,0.17007862216212138,0.28708337160560504,46.78335952758789,12.090399859315259,0.16847112787477042,12.258870961302417
