epoch,mAP,overall_loss
0,37.40804672241211,302.08470916748047
1,54.930912017822266,136.03348922729492
2,54.39202880859375,103.94253253936768
3,40.522403717041016,103.9425277709961
4,72.06285858154297,38.11025285720825
5,81.43659973144531,34.3323450088501
6,80.67314910888672,30.31965732574463
7,89.73428344726562,27.910688400268555
8,85.410400390625,15.367531776428223
9,85.62989044189453,12.587971806526184
10,85.67296600341797,8.531112670898438
11,76.12117004394531,6.288249433040619
12,85.90296173095703,13.542503356933594
13,78.53111267089844,10.710203886032104
14,75.04674530029297,8.692184448242188
15,97.5000228881836,6.235194802284241
16,91.20063781738281,14.047856450080872
17,91.32476806640625,12.805638074874878
18,84.9556884765625,10.325250029563904
19,87.75640869140625,7.793757200241089
20,88.8890380859375,15.578878402709961
21,78.15364837646484,13.485247373580933
22,98.79866027832031,9.259769439697266
23,97.35039520263672,9.278388619422913
24,87.03562927246094,16.9784494638443
25,74.18465423583984,13.534824132919312
26,83.896728515625,11.277924060821533
27,79.08267974853516,9.607622861862183
28,91.58483123779297,14.548289060592651
29,84.95592498779297,14.687511682510376
30,91.95982360839844,10.996415972709656
31,86.70171356201172,11.096719980239868
32,86.26274108886719,21.0356125831604
33,98.45426940917969,16.637938022613525
34,87.03325653076172,16.0497145652771
35,85.83575439453125,13.048815250396729
