epoch,objective_loss,entropy_loss,overall_loss
0,9.72955344390869,nan,9.72955344390869
1,8.722757114410404,nan,8.722757114410404
2,8.210361568450931,nan,8.210361568450931
3,7.843803539276124,nan,7.843803539276124
4,7.694810228347779,nan,7.694810228347779
5,6.670213270187378,nan,6.670213270187378
6,6.405810419082643,nan,6.405810419082643
7,6.088245725631715,nan,6.088245725631715
8,7.613460411071776,nan,7.613460411071776
9,6.80341632080078,nan,6.80341632080078
10,6.483373212814329,nan,6.483373212814329
11,6.010341484069825,nan,6.010341484069825
12,7.7462404556274445,nan,7.7462404556274445
13,6.699921125411988,nan,6.699921125411988
14,6.228204887390136,nan,6.228204887390136
15,5.942174005508423,nan,5.942174005508423
16,7.540472530364991,nan,7.540472530364991
17,6.599525291442872,nan,6.599525291442872
18,6.325965526580815,nan,6.325965526580815
19,5.912470308303834,nan,5.912470308303834
20,7.568846015930173,nan,7.568846015930173
21,6.657633304595949,nan,6.657633304595949
22,6.246192110061647,nan,6.246192110061647
23,5.921022512435914,nan,5.921022512435914
24,7.673119091033931,nan,7.673119091033931
25,6.746139858245851,nan,6.746139858245851
26,6.309210865020751,nan,6.309210865020751
27,5.909746425628659,nan,5.909746425628659
28,7.746671478271485,nan,7.746671478271485
29,6.702884880065917,nan,6.702884880065917
30,6.40097549057007,nan,6.40097549057007
31,5.988703025817872,nan,5.988703025817872
32,7.829136844635013,nan,7.829136844635013
33,6.708112827301026,nan,6.708112827301026
34,6.38022980117798,nan,6.38022980117798
35,6.076692665100096,nan,6.076692665100096
36,7.879667579650883,nan,7.879667579650883
37,6.818266403198241,nan,6.818266403198241
38,6.464749048233033,nan,6.464749048233033
39,6.121453643798827,nan,6.121453643798827
40,8.360465309143068,nan,8.360465309143068
41,6.921059129714966,nan,6.921059129714966
42,6.53087745285034,nan,6.53087745285034
43,6.175071376800537,nan,6.175071376800537
