3,1,1999,0,0
7,1,3018,636,345
11,1,3895,1351,753
15,1,4720,2087,1192
19,1,5482,2873,1644
23,1,6186,3684,2129
27,1,6892,4490,2617
31,1,7565,5359,3075
35,1,8206,6221,3572
39,1,8856,7029,4114
43,1,9486,7889,4624
