epoch,mAP,entropy_loss,relation_loss,overall_loss
0,66.7677993774414,7.562786605074386,0.6146959831986432,8.177482588273037
1,80.348876953125,5.6638224981754215,0.6445130021491533,6.3083355003245805
2,84.3947982788086,5.027805625760775,0.6512064039964088,5.679012029757184
3,86.54613494873047,4.64810206315687,0.667513174549085,5.315615237705953
4,89.14460754394531,4.10187612139145,0.6665282418565227,4.768404363247971
5,91.55948638916016,3.657507677841647,0.6771485749038217,4.334656252745475
6,92.14822387695312,3.451024587748531,0.6788654778389421,4.129890065587468
7,92.27687072753906,3.4615694400219073,0.6975731679776819,4.159142607999588
8,93.65467834472656,3.02821073436257,0.6907585623038603,3.7189692966664314
9,94.80282592773438,2.789542797324605,0.6990338683507294,3.4885766656753323
10,95.20293426513672,2.6763775746126672,0.7029205395862977,3.379298114198965
11,95.38995361328125,2.578240541816225,0.7068247829064983,3.285065324722725
12,96.21414947509766,2.3618996375151347,0.7046935429239539,3.0665931804390865
13,96.74961853027344,2.134316347535406,0.7142771458250675,2.8485934933604726
14,96.85338592529297,2.04301736753452,0.7069129386374104,2.7499303061719313
15,96.90801239013672,2.063327474812048,0.7140959147982825,2.7774233896103295
16,97.53495788574219,1.812157766546741,0.7198840858841528,2.5320418524308916
17,97.93163299560547,1.62717002778312,0.7177941044153819,2.344964132198504
18,98.00225830078125,1.6851021885154764,0.7202015474886448,2.405303736004121
19,97.96146392822266,1.6257184063495183,0.7146861435799543,2.340404549929473
20,98.26671600341797,1.4615176777960468,0.7228936284457498,2.184411306241796
21,98.63893127441406,1.30712815997223,0.7266665108646713,2.0337946708369015
22,98.61434173583984,1.3008477965841299,0.7315904925797099,2.0324382891638377
23,98.47148132324219,1.4120235325748547,0.7210937765136807,2.1331173090885347
24,98.74170684814453,1.2812322174193924,0.7282561336736701,2.0094883510930646
25,99.04419708251953,1.1472890768908484,0.7255927219258378,1.8728817988166866
26,98.90316009521484,1.1326331554696796,0.722643783602717,1.8552769390723964
27,99.0895004272461,1.0877553999849434,0.7254119134915246,1.8131673134764674
28,99.07247161865234,1.0748375987406638,0.7277181034850119,1.802555702225676
29,99.00037384033203,1.1009430165818899,0.7304193573833946,1.831362373965285
30,99.09669494628906,0.9893176812870449,0.7261736138859268,1.7154912951729713
31,99.28506469726562,0.9433348548680638,0.7371790838992602,1.6805139387673254
32,99.4845199584961,0.8240625103775264,0.7211575770557639,1.5452200874332902
33,99.28795623779297,0.9045240656124662,0.7305348918464089,1.6350589574588748
34,99.36874389648438,0.8588756946547758,0.7291299064823714,1.5880056011371462
35,99.54708862304688,0.7350645098186261,0.7412713580136691,1.4763358678322966
36,99.5505599975586,0.7205881064857986,0.745450967278059,1.466039073763857
37,99.47345733642578,0.7568340566278794,0.7318885243938228,1.4887225810217033
38,99.58999633789062,0.7021011697762398,0.7435544135483423,1.445655583324581
