epoch,obj_loss,reg_loss,overall_loss
0,0.8086203336715698,0.30399858951568604,1.1126189231872559
0,0.8022771179676056,0.30399835109710693,1.1062754392623901
0,0.7905759414037069,0.303997943798701,1.0945738554000854
0,0.7740710079669952,0.30399738997220993,1.0780683755874634
0,0.7568876028060914,0.30399670004844664,1.0608842849731446
0,0.7374139626820883,0.30399592220783234,1.0414098699887595
0,0.715968268258231,0.3039950430393219,1.0199632985251292
0,0.6937533169984818,0.3039940744638443,0.9977473765611651
0,0.6705852680736117,0.30399304297235274,0.9745783011118573
0,0.6482349693775177,0.3039919465780258,0.952226907014847
0,0.6254386685111306,0.3039908084002408,0.9294294714927676
0,0.6030827114979427,0.30398960908253986,0.9070723156134289
0,0.5814087115801299,0.3039883787815387,0.885397085776696
0,0.5616769535200937,0.3039871113640921,0.8656640606267113
0,0.5423275589942933,0.30398581226666765,0.8463133692741396
0,0.5235975738614799,0.3039844874292612,0.8275820575654509
0,0.506483092904091,0.3039831343819113,0.8104662229033079
0,0.4903683935602507,0.3039817528592216,0.7943501439359455
0,0.4751402445529637,0.3039803363774952,0.7791205801461875
0,0.46185314208269124,0.3039788991212845,0.7658320397138598
0,0.4487720004149846,0.3039774327051072,0.7527494317009338
0,0.4368478831919757,0.30397594381462445,0.7408238256519494
0,0.42564148617827374,0.30397442760674853,0.7296159124892694
0,0.4147516153752804,0.3039728961884976,0.7187245103220148
0,0.4047089546918869,0.3039713299274445,0.7086802828311923
0,0.3952086281317931,0.3039697408676148,0.6991783667069218
0,0.38642602993382347,0.3039681227118881,0.6903941509900272
0,0.3778934766139303,0.3039664807064193,0.6818599562559812
0,0.3698683216654021,0.3039648132077579,0.6738331338454939
0,0.36221154232819874,0.3039631187915802,0.6661746601263684
0,0.35491909855796444,0.3039614019855376,0.6588804991014544
0,0.3482625433243811,0.3039596611633897,0.6522222030907872
0,0.34193216399712995,0.30395789308981463,0.6458900552807434
0,0.33621983975172043,0.30395610981127796,0.6401759473716513
0,0.3307464510202408,0.303954302413123,0.6347007513046266
0,0.32531525070468587,0.30395247207747567,0.6292677207125559
0,0.3202104048954474,0.30395061985866445,0.6241610227404415
0,0.3153673030043903,0.30394875062139415,0.6193160516651054
0,0.31101268950181127,0.3039468618539664,0.6149595494453725
0,0.30650989599525924,0.30394495278596884,0.610454846918583
0,0.30278170581271,0.30394302708346677,0.6067247310789621
0,0.2985756737845284,0.3039410802580062,0.6025167526233765
0,0.29473113805748685,0.30393911586251376,0.5986702525338462
0,0.29089081727645605,0.30393713374029513,0.594827950000763
0,0.28746934102641203,0.30393513772222736,0.5914044777552288
0,0.283980241936186,0.30393312547517864,0.5879133667634882
0,0.28084914671613803,0.3039310961327655,0.5847802422148116
0,0.27797969058156,0.30392905386785674,0.5819087438285351
0,0.27489488495855907,0.30392699521415095,0.5788218792603941
0,0.27204369038343423,0.30392492473125465,0.5759686142206193
0,0.2693917786373811,0.30392284136192477,0.5733146194149467
0,0.26690350960080433,0.3039207429840015,0.5708242522982451
0,0.2643665901894839,0.3039186338208757,0.5682852240103595
0,0.26197510157470344,0.30391651281604065,0.5658916141147966
0,0.25980064029043365,0.303914379531687,0.5637150195511904
0,0.2576926196260111,0.30391223622219904,0.5616048558482102
0,0.25539113450468626,0.30391008341521547,0.5593012179199017
0,0.2532370642855249,0.30390791903282033,0.5571449835752618
0,0.25123120920132774,0.30390574416871796,0.5551369538751698
0,0.2492182346681753,0.3039035603404045,0.5531217957536378
0,0.24719905193711883,0.3039013670116174,0.5511004196815802
0,0.2454509956221426,0.3038991651227397,0.5493501612255649
0,0.24367591786006132,0.3038969555544474,0.5475728738875615
0,0.24178030469920478,0.30389473913237447,0.5456750444136559
0,0.24003897848037564,0.3038925111293792,0.5439314901828765
0,0.23817543470949828,0.30389027703892096,0.542065712087082
0,0.23652852637999083,0.30388803668876185,0.5404165631799555
0,0.23474294023916992,0.3038857912316041,0.5386287315803414
0,0.23338772280924552,0.30388353700223164,0.5372712599194567
0,0.23186171086771137,0.3038812765053339,0.5357429874794822
0,0.23055576008390363,0.3038790087464828,0.5344347689353243
0,0.22923701494518245,0.30387673692570777,0.5331137519743706
0,0.22778497177035834,0.30387445835218024,0.5316594300204759
0,0.22658353147877222,0.3038721769242672,0.530455708503723
0,0.22527751733859372,0.3038698875904082,0.5291474048296609
0,0.22398441412339076,0.30386759223122334,0.5278520062565802
0,0.22296071004170867,0.3038652930166813,0.5268260027681078
0,0.22181822082553146,0.30386298780257875,0.5256812083415495
0,0.2204901039411749,0.3038606790802146,0.5243507827384561
0,0.21914048036560407,0.30385836474597444,0.5229988448321818
0,0.2181618486841519,0.3038560464794252,0.5220178947036648
0,0.21708338971181607,0.3038537247878748,0.5209371142271088
0,0.21591283452798077,0.3038513987179261,0.5197642330663749
0,0.21478328206354655,0.3038490677163713,0.5186323495138258
0,0.21375980701516648,0.30384673335972945,0.5176065402872421
0,0.21287677861576848,0.3038443964581156,0.5167211751605187
0,0.2118687598013329,0.3038420564141766,0.5157108163011483
0,0.21097172297198657,0.3038397119803862,0.5148114352063697
0,0.21001331231902148,0.30383736497900454,0.5138506775491691
0,0.20905855223536485,0.30383501417107045,0.5128935668203564
0,0.20803826556100943,0.3038326603370708,0.5118709262255782
0,0.20711861518414118,0.30383030454749643,0.5109489200555758
0,0.20621359716820453,0.3038279446222448,0.510041542271132
0,0.20553154783680078,0.3038255819614897,0.5093571302738594
0,0.20468207299709315,0.3038232179064499,0.508505291374106
0,0.20376348860251403,0.30382085063805175,0.5075843396286168
0,0.20297157311255165,0.3038184811773988,0.5067900548276212
0,0.20231102642660234,0.3038161098957061,0.5061271367024401
0,0.201537966652952,0.30381373654712324,0.5053517035763673
0,0.20076788559556003,0.3038113594055175,0.5045792454481125
0,0.20004413815418087,0.303808980944133,0.5038531195409227
0,0.1993434515361692,0.3038065994487089,0.5031500514231476
