agg_iter,mAP,avgloss
0,75.32910908303369,55.7658851092232
1,80.8215958445497,44.00493583562143
2,89.29564914844202,8.464941867257663
3,91.72627984242772,3.1086990366557457
4,91.53473501941968,3.2764516703873614
5,91.41110084699648,3.272132462641565
6,91.4279393805308,3.691635520281859
7,91.70610326227612,3.5238058486823416
8,91.06083780904179,3.839145712112209
9,91.00400764436404,4.183068368958381
10,90.80042162247938,4.334811439185812
