agg_iter,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.8321732128349951,0.67801199765521,0.7467025715334107,0.7377684315127341,nan,nan,0.8706180703701748,0.6247134316947949,0.7260605296893674,0.7641144761289264,nan,nan,70.21473672610541,0.05251857221432157
1,0.8456600395110059,0.7044913700762028,0.7682312015422186,0.7611928411001936,nan,nan,0.8842021021941986,0.6444360282396331,0.7438622068971363,0.7885282402689935,nan,nan,74.18465267344584,0.04609886312443696
2,0.8586091434371156,0.7065395830414773,0.7749464569006693,0.7830846626617872,nan,nan,0.8915741597627246,0.650884686458129,0.7507180280291313,0.8080420391628634,nan,nan,75.7086463643287,0.044532164575966225
3,0.8711738271553501,0.7049325771244189,0.7790039361800148,0.8092732017290357,nan,nan,0.9020086889606981,0.6488298552915025,0.7531370418402598,0.8337133624274492,nan,nan,76.49406919016754,0.043470223925830255
4,0.873957572099155,0.7110049335622328,0.7838501172691373,0.8174473310597203,nan,nan,0.9041618924304019,0.6541627514674432,0.7574175128772697,0.8401977338367982,nan,nan,77.13457091215744,0.042715317896464856
5,0.870241235775547,0.7196533916987962,0.7875855712696743,0.8232733592220436,nan,nan,0.9020254496343751,0.6607587845153379,0.7609847700506752,0.8452459931003636,nan,nan,77.51591556289704,0.042401786214052675
6,0.8711491413503112,0.7232911766211291,0.7901315174177689,0.8203057128980566,nan,nan,0.905769337552422,0.6622453657042167,0.7633398431840624,0.8449751235495814,nan,nan,77.75721837123669,0.04182908409979529
7,0.879619232518164,0.7186469665247374,0.7907966045766152,0.8306821964227336,nan,nan,0.9080172077976177,0.6620932005821809,0.7640290934032457,0.8517075138997082,nan,nan,78.0560390742236,0.04184034444245764
8,0.8526296393976469,0.7402427765343619,0.7923186626710321,0.8010561366461272,nan,nan,0.894075819310268,0.673732853817557,0.7663583021310665,0.8340556248610499,nan,nan,78.25047905923813,0.04207759517204657
9,0.8383927312941502,0.7524269393525621,0.7930061762280697,0.7812529297212089,nan,nan,0.8855213819411587,0.681105302905886,0.7677083135119598,0.8211582593263231,nan,nan,78.38352871950983,0.04233014691689481
10,0.86486866003811,0.7353913570288796,0.7947320902984502,0.8075636235434402,nan,nan,0.9007740923401678,0.6713581329573756,0.7673756488467064,0.837758475024699,nan,nan,78.48978049017869,0.04152798988420052
11,0.8671842511293887,0.7352214656022363,0.7956625524884355,0.807872018764742,nan,nan,0.901400076433989,0.6730673428293836,0.7686966311948535,0.834668675324114,nan,nan,78.6602786629386,0.041429528012352355
12,0.8676278138487765,0.7358535249764129,0.7961947625323212,0.8156799287754476,nan,nan,0.9023995265303477,0.6726526810330937,0.7687930596680672,0.8426400581074719,nan,nan,78.67073553756181,0.04121493668099622
