3,3672,3318,5252,5742
7,7142,5309,9922,13595
11,10276,7058,15265,21353
15,13229,8895,20771,29041
19,15979,10815,26375,36751
23,18480,12718,32234,44472
27,20889,14704,38053,52242
31,23253,16667,43816,60136
35,25411,18768,49595,68082
39,27467,20863,55367,76143
43,29478,22966,61225,84155
47,31468,25095,67092,92153
51,33452,27160,72999,100181
55,35367,29215,78855,108339
59,37193,31342,84814,116411
63,38960,33472,90720,124592
67,40653,35598,96703,132774
