agg_iter,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.6333971206408757,0.845800944434177,0.7240861017744119,0.6215764624577724,0.7776764618082316,0.6907470909609056,0.7891867558500663,0.7104095953345801,0.742964690441181,0.7673146547169667,0.643856017846992,0.6874379607256567,77.40040196264485,8.763674108311008
1,0.6303773120440068,0.8616818255113666,0.728090810006285,0.6198203856155942,0.8063306018992183,0.7006775246735941,0.7958700777651068,0.7199707046497451,0.7509579051390181,0.7683095367331984,0.6680206046248875,0.7033514798345503,79.77198928345253,8.4759298567465
2,0.6561213029525774,0.8585416856251088,0.7437407574663039,0.6475905314444674,0.8037916926111028,0.7170641292685515,0.8049759898167882,0.7217435576696534,0.7561648567522763,0.7829274003997312,0.6702115015504807,0.7119146918617413,80.25603102639755,8.427787051279816
3,0.6581486089352647,0.8576249715377606,0.7447162537785119,0.6429826908238523,0.8020906661478585,0.7136679363271135,0.8116101845978532,0.721550179067536,0.7591055279535516,0.7850891599419687,0.6684718877752228,0.7112851447602654,79.94883429111023,8.831549374179382
4,0.671520614740444,0.8495024251372354,0.7500500209746901,0.665176952994223,0.7868433297328322,0.7208059201919091,0.8183299886100672,0.7191456956275554,0.7608977743325755,0.7963391448879623,0.6639063175290363,0.7147626685148413,79.85461792795101,9.287074278273735
5,0.6769479959004925,0.842642492637823,0.7506152711982582,0.660279664747569,0.7869258476722261,0.7179176090349073,0.8223383043322875,0.7154800558335089,0.7606980722608548,0.792787740760216,0.6654573953111168,0.7139384479226243,79.46699597792356,9.745593915926172
6,0.690332041116331,0.8342364103214761,0.7553455572405168,0.6704372170922602,0.7765780555231834,0.7194728320371743,0.8245371027463148,0.7139646231237874,0.7608611361127141,0.7953855259271883,0.6632461308093226,0.7140291448019322,79.15273461005766,10.620774833566184
7,0.687897284430363,0.8313569557185719,0.7526971426646379,0.6578814269110965,0.7758592286998035,0.7118667143199394,0.8184064219080466,0.7123917442772973,0.7572217766612312,0.784887255400963,0.6629636063407964,0.7085175643348526,78.72805414480915,11.399690680654466
8,0.696623382261308,0.8264505146011043,0.7557907513560492,0.6785322532421282,0.7636018764206591,0.7183623788670339,0.8216405388855625,0.711121785256038,0.7579885527348525,0.7963924194955171,0.6565071527378945,0.7112845137817171,78.49278712779336,12.312501250951453
9,0.7089129687836192,0.8180754433904711,0.7592954074092022,0.6805775464764184,0.7590228915199573,0.7173814556344665,0.8282936958983649,0.7072532722497413,0.7587874785768685,0.7917931428335494,0.6538285548649385,0.7072361994094863,78.06234597479052,13.201311011218708
10,0.7202456264805779,0.8092125696783302,0.7616843859782207,0.6960286422554189,0.7490789359484538,0.7212701815989393,0.8317121758713247,0.7023095064725692,0.7574822823026822,0.8017074024594478,0.6486341272377343,0.708558277913186,78.01063490703976,14.100709973111048
